alpha,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
3.420215,"(0.0, 0.0)","(0.037659104794040485, -0.0025343289103533103)","(0.07768022570902135, -0.01065053784258057)","(0.1199396889687663, -0.025267169644529287)","(0.16433168100588508, -0.047590876590375794)","(0.21079040438265054, -0.07930322039564662)","(0.2593371116372221, -0.12292643378164958)","(0.31019530226156644, -0.1826342074155046)","(0.3641386485522203, -0.2664292044210004)","(0.42401500518157503, -0.39446110551384667)","(0.5327110412981141, -0.7641338423678325)",0.008031200035475194
3.4802099999999996,"(0.0, 0.0)","(0.037465594309685164, -0.0025318805186520014)","(0.07728501276367837, -0.010641702880383073)","(0.11933180638904081, -0.0252499750519187)","(0.1634962923716312, -0.04756652593596835)","(0.20970697898647314, -0.07927846294543353)","(0.2579760932648328, -0.12291841078166241)","(0.3085112866053487, -0.18268119058609436)","(0.3620538497460232, -0.2666178553028848)","(0.4213649304503376, -0.39501660712962466)","(0.5284556982749483, -0.7665790476886937)",0.008730200002901256
3.540205,"(0.0, 0.0)","(0.03727453239097316, -0.002529166075303063)","(0.07689475082450059, -0.010631716822005728)","(0.1187315761328699, -0.025229972413579434)","(0.16267164703173959, -0.04753674174423126)","(0.20863804059078786, -0.07924441181402293)","(0.2566343448663305, -0.1228956211925959)","(0.306852982858389, -0.1827057601882196)","(0.36000399629960417, -0.26677340921)","(0.41876447158667696, -0.3955239378206613)","(0.5242933217603244, -0.7689497103911507)",0.0067492000525817275
3.6001999999999996,"(0.0, 0.0)","(0.03708587632267137, -0.0025262027021861755)","(0.07650935362633288, -0.010620651939784254)","(0.11813886039948059, -0.025207333442616442)","(0.16185753852870427, -0.04750184669081045)","(0.20758328485478128, -0.07920160060679653)","(0.2553114181476389, -0.12285887935094393)","(0.305219727576555, -0.18270909228069165)","(0.3579880963322766, -0.26689749769105714)","(0.4162121040827028, -0.39598530374161833)","(0.5202208332942618, -0.7712493235419293)",0.008067599963396788
3.660195,"(0.0, 0.0)","(0.036899584038540906, -0.0025230064627669493)","(0.07612873627083377, -0.010608576098885845)","(0.1175535239171392, -0.0251822195297751)","(0.16105376500428417, -0.047462144348283095)","(0.20654241560288344, -0.07915053185446988)","(0.2540068788151769, -0.12280895299080019)","(0.30361088050369617, -0.18269229675876528)","(0.3560051954128342, -0.266991661575472)","(0.41370636395792537, -0.3964027872607729)","(0.5162352828565987, -0.7734811698530272)",0.007134099956601858
3.7201899999999997,"(0.0, 0.0)","(0.036715614142499305, -0.0025195924345391713)","(0.07575281526211083, -0.01059555305615909)","(0.1169754339659881, -0.025154782437221197)","(0.1602601291579693, -0.047417920459687526)","(0.2055151446380463, -0.07909167907075255)","(0.2527203061267369, -0.12274656631738508)","(0.30202582369410474, -0.18265642172433605)","(0.35405437500949277, -0.26705735703669353)","(0.4112458451098102, -0.3967783554612737)","(0.5123338428928834, -0.775648336749689)",0.008158600074239075
3.780185,"(0.0, 0.0)","(0.03653392592544073, -0.0025159747760049402)","(0.07538150853430461, -0.01058164273660831)","(0.11640446039082636, -0.025125164940674728)","(0.15947643819626983, -0.04736944411762528)","(0.204501191550923, -0.07902548865764447)","(0.25145129244906594, -0.12267240285239213)","(0.30046396066023084, -0.18260245752904772)","(0.3521347509948687, -0.26709596119513)","(0.4088291967693243, -0.3971138679855212)","(0.5085138026011318, -0.7777537302696779)",0.007765499991364777
3.8401799999999997,"(0.0, 0.0)","(0.03635447937756016, -0.002512166788543312)","(0.07501473547069636, -0.010566901488900432)","(0.11584047560300083, -0.02509350142308494)","(0.15870250377144013, -0.047316968854655986)","(0.20350028352286456, -0.07895238166743272)","(0.2501994428192628, -0.12258710806450142)","(0.29892471554188454, -0.1825313405091064)","(0.35024547220134156, -0.26710877728653615)","(0.406455121056004, -0.3974110842580525)","(0.504772562473683, -0.7798000877779298)",0.008219900075346231
3.9001749999999995,"(0.0, 0.0)","(0.03617723519639776, -0.0025081809735401916)","(0.07465241691469182, -0.010551382321415186)","(0.11528335457178658, -0.025059918423300825)","(0.15793814190990513, -0.04726073365124857)","(0.2025121551227323, -0.07887275543143259)","(0.2489643745095453, -0.12249129180003028)","(0.29740753229586053, -0.18244395643319458)","(0.34838571902488596, -0.26709703942580937)","(0.40412237062940787, -0.39767167012898413)","(0.5011076290880897, -0.7817899897123533)",0.00642280001193285
3.9601699999999997,"(0.0, 0.0)","(0.03600215479234229, -0.00250402908535136)","(0.07429447517623974, -0.010535135121211481)","(0.11473297481063212, -0.0250245351452998)","(0.15718317293749381, -0.04720096387165618)","(0.20153654810617294, -0.0787869850726047)","(0.24774571660526543, -0.12238553054016149)","(0.29591187391658214, -0.18234114370283241)","(0.34655470208781464, -0.2670619170242374)","(0.40182974644539715, -0.397897204026152)","(0.4975166101432998, -0.7837258703451614)",0.00835909997113049
4.0201649999999995,"(0.0, 0.0)","(0.03582920029027908, -0.0024997221801903043)","(0.07394083403085017, -0.010518206856232221)","(0.11418921635371719, -0.024987463928584606)","(0.15643742139502692, -0.04713787212855867)","(0.20057321120885885, -0.07869542490291352)","(0.24654310958555772, -0.1222703694851739)","(0.2944372216750867, -0.18222369630427443)","(0.3447516609459634, -0.2670045188560995)","(0.3995760956017705, -0.3980891826039206)","(0.49399720972960104, -0.7856100277058363)",0.007572799921035767
4.080159999999999,"(0.0, 0.0)","(0.035658334529928885, -0.0024952706615840037)","(0.07359141871647941, -0.010500641763440554)","(0.11365196173087562, -0.024948810686120766)","(0.15570071595504556, -0.047071659088466986)","(0.1996218999470125, -0.07859840972545612)","(0.2453562049220754, -0.12214632449693368)","(0.292983074393245, -0.18209236655906613)","(0.3429758628573833, -0.2669258968452363)","(0.39736030928776384, -0.39824902599834505)","(0.49054722382897337, -0.7874446327540813)",0.008075699908658862
4.140154999999999,"(0.0, 0.0)","(0.03548952106302181, -0.002490684322362131)","(0.07324615592432705, -0.010482481522680907)","(0.11312109593460799, -0.0249086753091716)","(0.15497288933089018, -0.04700251421636539)","(0.19868237641377393, -0.07849625603824954)","(0.24418466468168076, -0.1220138838938198)","(0.2915489477365145, -0.18194786766282522)","(0.34122660159370205, -0.2668270495530434)","(0.39518132081762236, -0.3983780826538097)","(0.4871645360324114, -0.7892317378212059)",0.011928399908356369
4.200149999999999,"(0.0, 0.0)","(0.03532272414978113, -0.002485972383771635)","(0.07290497378867668, -0.010463765418751065)","(0.11259650638704806, -0.024867152044930566)","(0.15425377818868363, -0.04693061647072989)","(0.1977544090844613, -0.07838926315833566)","(0.24302816114824483, -0.12187351012730255)","(0.2901343735417898, -0.18179087605648123)","(0.3395031963108526, -0.26670892543453256)","(0.39303810376232334, -0.39847763382555845)","(0.483847113470013, -0.79097328437607)",0.008600100059993565
4.260145,"(0.0, 0.0)","(0.03515790875293504, -0.0024811435316547887)","(0.07256780187199213, -0.010444530491370795)","(0.11207808290088046, -0.024824329846068978)","(0.1535432230538191, -0.0468561349469792)","(0.19683777261979485, -0.07827771426243824)","(0.24188637645004912, -0.12172564133340023)","(0.2887388991643602, -0.18162203361821067)","(0.337804990461083, -0.26657242584208135)","(0.3909296701603408, -0.3985488977206524)","(0.48059300294058604, -0.7926711102833132)",0.01181129994802177
4.320139999999999,"(0.0, 0.0)","(0.03499504053074962, -0.0024762059501014055)","(0.0722345711483505, -0.010424811674765304)","(0.11156571763890132, -0.02478029269625859)","(0.15284106821819077, -0.046779229476984395)","(0.19593224767469827, -0.07816187735687523)","(0.2407590022014669, -0.12157069277877584)","(0.28736208685320785, -0.18144194970576455)","(0.3361313507551273, -0.2664184078212355)","(0.38885506881409354, -0.3985930333461089)","(0.477400327234501, -0.7943269564407685)",0.007957700057886541
4.380134999999999,"(0.0, 0.0)","(0.03483408582956308, -0.0024711673528210877)","(0.07190521398618506, -0.010404641927879129)","(0.11105930507364596, -0.024735119914036898)","(0.1521471616499505, -0.046700051189016836)","(0.19503762071466915, -0.07804200618389712)","(0.23964573916090828, -0.1214090582124226)","(0.28600351315629874, -0.18125120306528533)","(0.3344816661753613, -0.2662476867220325)","(0.38681338367106244, -0.3986111440995201)","(0.4742672816413562, -0.7959424729265442)",0.008602999965660274
4.440129999999999,"(0.0, 0.0)","(0.034675011674596495, -0.0024660350122096674)","(0.07157966412772108, -0.010384052355072405)","(0.11055874194292016, -0.02468888643456199)","(0.15146135489993048, -0.04661874302706998)","(0.19415368383203588, -0.07791834106227818)","(0.23854629689543697, -0.12124111111884107)","(0.2846627683443656, -0.18105034359921168)","(0.33285534702669095, -0.2660610386125244)","(0.3848037322751722, -0.3986042810766535)","(0.4711921306310751, -0.797519224771793)",0.007016299990937114
4.500124999999999,"(0.0, 0.0)","(0.034517785760205234, -0.002460815786431241)","(0.07125785666751851, -0.01036307231864602)","(0.1100639272049129, -0.024641663072443618)","(0.15078350300961774, -0.0465354402355476)","(0.1932802345680458, -0.07779110967215176)","(0.2374603934587969, -0.12106720588827338)","(0.28333945586027404, -0.18083989401669176)","(0.33125182403186265, -0.2658592025295864)","(0.3828252642931165, -0.39857344615073365)","(0.4681732047019853, -0.7990586972009276)",0.012125700013712049
4.5601199999999995,"(0.0, 0.0)","(0.034362376440332514, -0.0024555161447656648)","(0.0709397280316897, -0.010341729544239165)","(0.10957476199526152, -0.024593516768110436)","(0.15011346442379128, -0.046450270813927316)","(0.19241707574450073, -0.07766052779174479)","(0.23638775508695078, -0.12088767891586709)","(0.2820331917981099, -0.18062035138430457)","(0.3296705474747681, -0.2656428825936139)","(0.38087716011740647, -0.3985195948649191)","(0.46520889738867327, -0.800562300623339)",0.009413599967956543
4.620114999999999,"(0.0, 0.0)","(0.03420875271701845, -0.002450142191021526)","(0.0706252159532532, -0.010320050218211073)","(0.10909114957892589, -0.024544510815481393)","(0.14945110089790037, -0.046363355936925324)","(0.19156401529213882, -0.07752679997802321)","(0.23532811589544395, -0.12070284961637424)","(0.28074360439359203, -0.18039218855523453)","(0.3281109863711864, -0.2654127499512258)","(0.3789586295249076, -0.3984436390751833)","(0.4622976624176625, -0.8020313750987883)",0.013038200093433261
4.680109999999999,"(0.0, 0.0)","(0.03405688422979548, -0.002444699685556407)","(0.07031425944954713, -0.010298059079310482)","(0.10861299530603874, -0.024494705076477826)","(0.14879627741262524, -0.04627481035075611)","(0.19072086609133376, -0.07739012020925852)","(0.23428121759693396, -0.12051302138306358)","(0.2794703335462103, -0.18015585552118268)","(0.32657262768803663, -0.26516944461447156)","(0.37706891040949675, -0.3983464494553048)","(0.45943801100813714, -0.8034671946913464)",0.007716699969023466
4.740104999999999,"(0.0, 0.0)","(0.03390674124444328, -0.0024391940657798182)","(0.0700067987984715, -0.010275779504073752)","(0.10814020656664144, -0.02444415618095759)","(0.14814886208852848, -0.04618474274261483)","(0.18988744581592518, -0.07725067248433451)","(0.2332468092275707, -0.12031848248206928)","(0.2782130303597251, -0.17991178067255256)","(0.32505497559605817, -0.26491357717258157)","(0.3752072675729729, -0.3982288578216883)","(0.45662850930745325, -0.8048709713231675)",0.009026400046423078
4.8001,"(0.0, 0.0)","(0.033758294640795064, -0.0024336304651890093)","(0.06970277551288996, -0.010253233586145544)","(0.10767269274320168, -0.024392917712485397)","(0.14750872609917445, -0.04609325608406517)","(0.18906357677793167, -0.07710863137974693)","(0.23222464687923078, -0.12011950688331417)","(0.2769713566971512, -0.17966037196799287)","(0.3235575507510092, -0.2646457303766921)","(0.3733729915681319, -0.3980916592760493)","(0.4538677759539068, -0.8062438585217659)",0.008331599994562566
4.860094999999999,"(0.0, 0.0)","(0.033611515901603994, -0.0024280137313322275)","(0.06940213231739588, -0.010230442211199902)","(0.10721036516742351, -0.02434104038397412)","(0.1468757435915453, -0.04600044795605645)","(0.18824908578418317, -0.07696416257743229)","(0.23121449345057643, -0.11991635504894398)","(0.2757449847646007, -0.179402018045682)","(0.32207988961814654, -0.26436646064783154)","(0.37156539760682594, -0.3979356142486585)","(0.4511544797632182, -0.8075869547808221)",0.00887190003413707
4.920089999999999,"(0.0, 0.0)","(0.033466377100374575, -0.002422348442465224)","(0.06910481312302194, -0.01020742512643613)","(0.106753137074407, -0.024288572200652444)","(0.14624979160413892, -0.04590641085053283)","(0.1874438039925042, -0.07681742335454128)","(0.23021611840183762, -0.11970927466453693)","(0.27453359670634636, -0.17913708925255523)","(0.320621543820376, -0.26407629946941885)","(0.3697838245129783, -0.39776145037475547)","(0.4484873375288155, -0.8089013067949176)",0.008087399997748435
4.980084999999999,"(0.0, 0.0)","(0.03332285088948758, -0.002416638923179187)","(0.06881076300267093, -0.010184201005829672)","(0.10630092355844782, -0.024235558613190093)","(0.145630749988544, -0.045811232454037495)","(0.18664756677465236, -0.07666856304431333)","(0.22922929752171475, -0.11949850132762505)","(0.27333688422030616, -0.17886593861384437)","(0.3191820795193343, -0.263775754698801)","(0.36802763372823355, -0.39756986426048246)","(0.4458651119319432, -0.8101879124064083)",0.009127299999818206
5.040079999999999,"(0.0, 0.0)","(0.03318091048809417, -0.0024108892589917784)","(0.06851992816615143, -0.010160787511087116)","(0.10585364152869461, -0.02418204266081629)","(0.14501850133196664, -0.045714995912909034)","(0.18586021358266128, -0.076517723467196)","(0.22825381270215042, -0.11928425919184385)","(0.27215454818872603, -0.1785889027397713)","(0.31776107682320115, -0.26346531179192617)","(0.36629620836316873, -0.3973615231265588)","(0.44328660955492133, -0.8114477233741889)",0.008989699999801815
5.1000749999999995,"(0.0, 0.0)","(0.03304052967077309, -0.0024051033101185142)","(0.06823225593689862, -0.010137201349227019)","(0.1054112096678759, -0.024128065106642272)","(0.14441293088504112, -0.04561778008428864)","(0.1850815878239612, -0.07636503933935944)","(0.22728945172720638, -0.11906676157806739)","(0.27098629833085536, -0.178306302686899)","(0.3163581292280035, -0.2631454349682654)","(0.3645889522995027, -0.397137066374362)","(0.4407506789934697, -0.8126816480120461)",0.00726430001668632
5.160069999999999,"(0.0, 0.0)","(0.032901682755203346, -0.002399284724219568)","(0.06794769472669103, -0.010113458325890867)","(0.10497354838830292, -0.024073664562969672)","(0.14381392648690122, -0.04551965976855313)","(0.18431153673495207, -0.0762106386508756)","(0.22633600806343462, -0.11884621153970064)","(0.2698318528628656, -0.17801844475337608)","(0.31497284307599105, -0.2628165682820128)","(0.36290528932651756, -0.3968971070147044)","(0.4382562090602836, -0.813890553551776)",0.007385400007478893
5.220064999999999,"(0.0, 0.0)","(0.032764344590517226, -0.0023934369484319104)","(0.06766619401185743, -0.010089573395707315)","(0.10454057979057167, -0.024018877609779533)","(0.14322137849488842, -0.045420705929316164)","(0.1835499112622858, -0.07605464302406227)","(0.22539328066266906, -0.11862280239896421)","(0.2686909381772003, -0.17772562123430544)","(0.31360483704371667, -0.26247913664070543)","(0.3612446623228698, -0.39664223302810353)","(0.4358021270773665, -0.8150752684349046)",0.0071495999582111835
5.280059999999999,"(0.0, 0.0)","(0.03262849054596058, -0.0023875632406827455)","(0.0673877043101796, -0.010065560709681808)","(0.10411222762369723, -0.02396373890630595)","(0.1426351797170999, -0.0453209859007521)","(0.18279656594946544, -0.07589716805145173)","(0.22446107377418692, -0.11839671825308361)","(0.2675632885375857, -0.17742811113515622)","(0.3122537416552951, -0.2621335467673234)","(0.3596065324785552, -0.3963730086486649)","(0.4333873972518082, -0.8162365844436645)",0.007764899986796081
5.340054999999999,"(0.0, 0.0)","(0.03249409649904567, -0.002381666680208668)","(0.0671121771567689, -0.01004143365927565)","(0.10368841724396305, -0.023908281294847754)","(0.14205522534398377, -0.045220563580535306)","(0.18205135882383167, -0.0757383236103101)","(0.22353919676013537, -0.11816813444516323)","(0.2664486457824345, -0.17712618083454296)","(0.3109191988125476, -0.26178018809125253)","(0.35799037854818494, -0.39608997554492825)","(0.4310110191294681, -0.817375258661077)",0.007585300016216934
5.400049999999999,"(0.0, 0.0)","(0.03236113882460006, -0.002375750177539913)","(0.0668395650818643, -0.010017204918283512)","(0.10326907557706431, -0.02385253589949998)","(0.1414814128852195, -0.045119499613561466)","(0.1813141512917753, -0.07557821416255915)","(0.22262746392349367, -0.11793721801397647)","(0.26534675904700566, -0.1768200847186401)","(0.30960086135280374, -0.26141943360326036)","(0.35639569614514927, -0.39579365395717464)","(0.42867202612427724, -0.8184920153419435)",0.012806300073862076
5.460044999999999,"(0.0, 0.0)","(0.03222959438330566, -0.002369816483777124)","(0.0665698215875837, -0.009992886481756887)","(0.10285413107888763, -0.023796532217945546)","(0.14091364210543453, -0.045017851562781284)","(0.1805848080338783, -0.07541693903364013)","(0.22172569433843362, -0.11770412811195818)","(0.264257384492466, -0.17651006576987854)","(0.3082983926211566, -0.2610516406460061)","(0.35482199706317935, -0.39548454374074166)","(0.42636948411729575, -0.8195875476672847)",0.01360700000077486
5.520039999999999,"(0.0, 0.0)","(0.03209944051071186, -0.0023638681993500567)","(0.0663029011256983, -0.009968489702782283)","(0.10244351369813776, -0.02374029820826092)","(0.14035181496311877, -0.04491567407090371)","(0.17986319690544844, -0.07525459267674321)","(0.2208337116895128, -0.11746901640170519)","(0.26318028504899177, -0.17619635612599444)","(0.30701146606451263, -0.26067715166538374)","(0.3532688086316732, -0.3951631253580394)","(0.4241024901231061, -0.8206625193465489)",0.012198199983686209
5.580034999999999,"(0.0, 0.0)","(0.03197065500678184, -0.002357907782303699)","(0.06603875907654572, -0.009944025327303688)","(0.10203715484097488, -0.0236838603711794)","(0.1397958355529254, -0.04481301901379264)","(0.17914918884260927, -0.07509126492375406)","(0.21995134411976522, -0.11723202743304163)","(0.262115230172781, -0.17587917761245747)","(0.305739764846951, -0.26029629492712325)","(0.35173567310365605, -0.3948298608261732)","(0.4218701710200176, -0.821717566203253)",0.010327499941922724
5.640029999999999,"(0.0, 0.0)","(0.03184321612484611, -0.002351937555973425)","(0.0657773517267091, -0.00991950352638527)","(0.10163498733393608, -0.023627243826318572)","(0.13924561004618724, -0.04470993564260586)","(0.1784426577672845, -0.07492704121771003)","(0.21907842407953654, -0.11699329899198914)","(0.2610619956074152, -0.17555874223417972)","(0.3044829814757074, -0.25990938517536216)","(0.35022214706539895, -0.3944851945784041)","(0.4196716823393587, -0.8227532975447367)",0.0101755999494344
5.700024999999999,"(0.0, 0.0)","(0.03171710256135702, -0.0023459597162937464)","(0.06551863624839058, -0.009894933926963553)","(0.10123694538969824, -0.023570472384918363)","(0.13870104663588229, -0.044606470719602026)","(0.1777434804989449, -0.07476200283524768)","(0.2182147881854252, -0.11675296243536064)","(0.2600203631601201, -0.17523525264813347)","(0.3032408174488897, -0.25951672426767947)","(0.34872780087784183, -0.394129554298813)","(0.41750620711243674, -0.823770297591228)",0.012038900051265955
5.760019999999999,"(0.0, 0.0)","(0.0315922934458828, -0.002339976338684759)","(0.06526257067929833, -0.009870325640842472)","(0.10084296457382852, -0.023513568618472674)","(0.13816205548346067, -0.044502668646380764)","(0.17705153666975845, -0.0745962270968316)","(0.21736027708517328, -0.11651114300724438)","(0.25899012048798176, -0.17490890261070605)","(0.3020129829192847, -0.2591186017762362)","(0.34725221814380924, -0.39376335171138144)","(0.4153729547714567, -0.824769126681204)",0.010159100056625903
5.820014999999999,"(0.0, 0.0)","(0.031468768330840814, -0.0023339893844661476)","(0.06500911390198254, -0.009845687291709473)","(0.10045298177083606, -0.0234565539226976)","(0.13762854866518306, -0.04439857158343614)","(0.1763667086400849, -0.07442978756275094)","(0.21651473532471077, -0.11626796013395693)","(0.25797106088958405, -0.17457987739408212)","(0.300799196369054, -0.2587152955453158)","(0.34579499519543216, -0.3933869833054451)","(0.4132711601010184, -0.8257503225422417)",0.011533900047652423
5.880009999999999,"(0.0, 0.0)","(0.03134650718156002, -0.002328000706915378)","(0.06475822562386735, -0.009821027040671294)","(0.10006693515146602, -0.023399448578041597)","(0.13710044012060754, -0.04429421956334497)","(0.17568888141761646, -0.07426275421885847)","(0.2156780112212367, -0.1160235277038487)","(0.2569629831063649, -0.17424835418164078)","(0.2995991842997126, -0.25830707222105775)","(0.3443557406055287, -0.39300083102447797)","(0.41120008223825777, -0.8267144013418709)",0.015131299966014922
5.940004999999999,"(0.0, 0.0)","(0.031225490367369317, -0.0023220120571007105)","(0.06450986635944138, -0.009796352610869502)","(0.09968476414351286, -0.02334227180809643)","(0.1365776456063321, -0.044189650600215756)","(0.17501794258407624, -0.07409519365657118)","(0.21484995674696572, -0.11577795433927376)","(0.2559656911388731, -0.17391450245390516)","(0.29841268094278584, -0.25789418777188144)","(0.3429340747277367, -0.39260526295053005)","(0.40915900371984715, -0.8276618587931084)",0.012680700048804283
