alpha,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
2.16032,"(0.0, 0.0)","(0.04236752003583533, -0.002476957248553306)","(0.08728426145051106, -0.010371639000056313)","(0.13473633876040286, -0.024510869499055683)","(0.18476593464754196, -0.045971860554055395)","(0.2375171340370742, -0.07623809869763651)","(0.2933303242053263, -0.11750233315506328)","(0.35296399968377273, -0.17333520421617404)","(0.41823124892280755, -0.25048054571471534)","(0.49462448664039393, -0.3657544084673181)","(0.6507303389978162, -0.6858994472510269)",0.006469800020568073
2.220315,"(0.0, 0.0)","(0.0421123913851967, -0.002487161185077521)","(0.0867642562945115, -0.010416559747852435)","(0.1339332935378729, -0.024622367156617957)","(0.1836505592277787, -0.04619158725358128)","(0.23604470734049524, -0.07662174694268838)","(0.29143326452809043, -0.11812742454421157)","(0.35053752938054017, -0.17431666267186194)","(0.4151006496451348, -0.25200677355470286)","(0.49044273922442544, -0.3681992791050481)","(0.6435107934111021, -0.6913583095173094)",0.00633550004567951
2.28031,"(0.0, 0.0)","(0.04186058527764663, -0.0024962660508709017)","(0.08625100332529223, -0.010456852377177464)","(0.1331409669948418, -0.02472288621295629)","(0.1825509499725865, -0.04639069221273486)","(0.23459489161607108, -0.07697124636800552)","(0.289568453591591, -0.11870017477640896)","(0.3481572386256578, -0.17522181117713684)","(0.4120370370666706, -0.25342514813404793)","(0.4863614900666303, -0.37049326656535225)","(0.6364906610169871, -0.6965703172928883)",0.00818910007365048
2.340305,"(0.0, 0.0)","(0.04161207782482889, -0.0025043467834140664)","(0.0857444495879218, -0.010492827872134068)","(0.13235925046831967, -0.024813153517939408)","(0.18146688981069958, -0.04657052000890221)","(0.23316727602425558, -0.07728878834451314)","(0.2877351585193319, -0.11922388736797203)","(0.3458218832886262, -0.17605538609704266)","(0.409038366540588, -0.2547422651560946)","(0.48237738182983697, -0.37264554584225634)","(0.6296626685152983, -0.7015513533401357)",0.008358799968846142
2.4003,"(0.0, 0.0)","(0.04136684038176625, -0.002511472763328511)","(0.08524453299621754, -0.01052477436357425)","(0.13158802311788975, -0.024893842926789395)","(0.18039814884582342, -0.04673231781016132)","(0.2317614398950878, -0.0775764061641727)","(0.2859326447619066, -0.1197016277938998)","(0.343530232945069, -0.17682178119664724)","(0.4061026331218517, -0.2559642376160914)","(0.4784871415106385, -0.37466460418179953)","(0.6230197674212912, -0.7063160491271083)",0.008103300002403557
2.460295,"(0.0, 0.0)","(0.04112484036234725, -0.0025177082715951375)","(0.08475118394586394, -0.010552958999195393)","(0.13082715431117123, -0.02496557962239329)","(0.1793444874900894, -0.04687724331550934)","(0.23037695659713925, -0.07783598796215101)","(0.2841601807145239, -0.12013624308448743)","(0.3412810762976093, -0.17752507618925162)","(0.4032278779062653, -0.25709673673871825)","(0.4746875879092204, -0.37655830073636415)","(0.6165551438428013, -0.7108778972107672)",0.011593899922445416
2.5202899999999997,"(0.0, 0.0)","(0.040886041937913724, -0.00252311290684324)","(0.08426432669218485, -0.01057762965087963)","(0.13007650564564377, -0.025028944061596173)","(0.17830565908474558, -0.047006372002207204)","(0.2290133967091292, -0.07806928850350896)","(0.28241704139733503, -0.12053037968095141)","(0.33907322533579787, -0.17816906271065402)","(0.4004121926537175, -0.2581450291587839)","(0.4709756366907165, -0.37833392063460886)","(0.6102622238994447, -0.7152493527613955)",0.009729699930176139
2.580285,"(0.0, 0.0)","(0.04065040663578142, -0.00252774196605492)","(0.08378388052695557, -0.010599016472865238)","(0.12933593266159008, -0.025084475576913144)","(0.17728141208863543, -0.04712070373854523)","(0.22767033060929973, -0.07827793993106784)","(0.2807025113613595, -0.12088649970068542)","(0.33690551846516675, -0.1787572679466171)","(0.39765372302345536, -0.25911401068418966)","(0.46734830351940815, -0.37999822398405575)","(0.6041346757125835, -0.719441925251414)",0.009887099964544177
2.6402799999999997,"(0.0, 0.0)","(0.040417893850637814, -0.0025316467916439377)","(0.08330976078056972, -0.010617333322741179)","(0.12860528628798873, -0.02513267566131764)","(0.17627149189610666, -0.04722116881314577)","(0.22634733057103393, -0.07846346155886516)","(0.2790158869460189, -0.12120689574313642)","(0.33477682278491455, -0.17929297611020972)","(0.39495067067932144, -0.2600082369333433)","(0.4638027056477792, -0.3815574902492664)","(0.5981664087126319, -0.7234662612638035)",0.008438399992883205
2.700275,"(0.0, 0.0)","(0.040188461284601684, -0.0025348750883580733)","(0.08284187968183222, -0.01063277905938381)","(0.12788441407205015, -0.025174010968938766)","(0.17527564235696017, -0.047308633441840484)","(0.22504397246473895, -0.07862726881234776)","(0.2773564780238539, -0.12149370439343374)","(0.3326860356972951, -0.17977924800475445)","(0.39230129451387574, -0.2608319511965688)","(0.4603360623083819, -0.38301755853459407)","(0.5923515708868468, -0.7273322193684324)",0.007007499923929572
