Epoch,MSEvalidation,MSEtraining
0,0.06012742593884468,0.0532226637005806
1,0.03602159023284912,0.0323016420006752
2,0.018910402432084084,0.017771784216165543
3,0.007673542480915785,0.007857724092900753
4,0.003307000733911991,0.003776678815484047
5,0.0021979871671646833,0.0026507279835641384
6,0.0019450584659352899,0.0023720399476587772
7,0.0018719990039244294,0.0022922020871192217
8,0.001847212202847004,0.0022674999199807644
9,0.0018419516272842884,0.002263567177578807
10,0.001848276937380433,0.0022711262572556734
11,0.0018631384009495378,0.002286952454596758
12,0.0018841997953131795,0.002308789873495698
13,0.0019089652923867106,0.0023342815693467855
14,0.001934913219884038,0.002361063612625003
15,0.001959799788892269,0.0023870409931987524
16,0.0019818206783384085,0.002410536864772439
17,0.001999564003199339,0.0024302296806126833
18,0.00201190123334527,0.002445043297484517
19,0.0020179697312414646,0.0024541281163692474
20,0.0020171948708593845,0.00245689251460135
21,0.0020093482453376055,0.002453070366755128
22,0.001994564663618803,0.002442744327709079
23,0.0019732678774744272,0.002426282037049532
24,0.0019461082993075252,0.0024042781442403793
25,0.001913887681439519,0.002377480501309037
26,0.0018774805357679725,0.0023467179853469133
27,0.0018378092208877206,0.0023128713946789503
28,0.0017957790987566113,0.002276816638186574
29,0.001752254436723888,0.0022393919061869383
30,0.0017079978715628386,0.0022013436537235975
31,0.0016636584186926484,0.002163307275623083
32,0.001619719434529543,0.0021257575135678053
33,0.0015764841809868813,0.002088985638692975
34,0.001534074079245329,0.0020531010814011097
35,0.0014924622373655438,0.002018059603869915
36,0.0014515167567878962,0.0019837080035358667
37,0.0014110534684732556,0.0019498366164043546
38,0.0013708652695640922,0.0019162169191986322
39,0.0013307816116139293,0.001882661134004593
40,0.001290715648792684,0.0018490694928914309
41,0.0012506538769230247,0.001815423951484263
42,0.001210697228088975,0.0017818193882703781
43,0.0011710217222571373,0.0017484267009422183
44,0.001131841097958386,0.0017154441447928548
45,0.001093339524231851,0.0016830350505188107
46,0.0010555965127423406,0.001651258091442287
47,0.0010185182327404618,0.001620010589249432
48,0.0009817332029342651,0.0015889534261077642
49,0.0009445150499232113,0.001557465409860015
50,0.0009056687704287469,0.0015245882095769048
51,0.0008635185076855123,0.0014890654711052775
52,0.0008160098223015666,0.00144951359834522
53,0.000761151488404721,0.0014049006858840585
54,0.0006980118923820555,0.0013554992619901896
55,0.0006282033864408731,0.001304176403209567
56,0.0005570516805164516,0.0012571407714858651
57,0.000492680526804179,0.0012224562233313918
58,0.0004424278740771115,0.001206070650368929
59,0.00040998964686878026,0.0012091289972886443
60,0.0003959667810704559,0.0012291845632717013
61,0.0003987589734606445,0.0012616891181096435
62,0.0004136851930525154,0.001299585448578
63,0.0004330299561843276,0.0013338591670617461
64,0.00044857471948489547,0.0013563884422183037
65,0.0004548630095086992,0.0013630357570946217
66,0.0004507159173954278,0.0013546046102419496
67,0.0004384038911666721,0.0013354573165997863
68,0.00042174311238341033,0.0013112355954945087
69,0.000404350517783314,0.0012869336642324924
70,0.00038867880357429385,0.001265872037038207
71,0.0003759025421459228,0.0012496081180870533
72,0.0003662328526843339,0.0012383105931803584
73,0.0003593200526665896,0.0012312775943428278
74,0.0003545343643054366,0.0012273461325094104
75,0.00035111463512293994,0.001225183019414544
76,0.00034828405478037894,0.0012235165340825915
77,0.0003453722456470132,0.0012213398003950715
78,0.0003419308050069958,0.0012180495541542768
79,0.0003377827233634889,0.0012134863063693047
80,0.00033300500945188105,0.0012078630970790982
81,0.0003278396907262504,0.0012016257969662547
82,0.0003225789114367217,0.001195275573991239
83,0.0003174718003720045,0.0011892368784174323
84,0.00031268218299373984,0.0011837896890938282
85,0.0003082648036070168,0.0011790376156568527
86,0.00030418651294894516,0.001174940261989832
87,0.00030035318923182786,0.0011713569983839989
88,0.00029663427267223597,0.0011680923635140061
89,0.00029289996018633246,0.0011649561347439885
90,0.00028902734629809856,0.0011617813725024462
91,0.0002849289739970118,0.0011584594612941146
92,0.0002805521944537759,0.001154943834990263
93,0.0002758774789981544,0.0011512355413287878
94,0.0002709253749344498,0.0011473919730633497
95,0.0002657379081938416,0.001143491012044251
96,0.00026037319912575185,0.0011396186891943216
97,0.00025490199914202094,0.0011358693009242415
98,0.0002493943611625582,0.001132313976995647
99,0.00024391696206294,0.0011290085967630148
100,0.000238521839492023,0.001125977374613285
101,0.00023325110669247806,0.0011232246179133654
102,0.0002281280030729249,0.0011207296047359705
103,0.0002231619437225163,0.0011184524046257138
104,0.00021835023653693497,0.0011163436574861407
105,0.00021367442968767136,0.00111433956772089
106,0.00020911276806145906,0.0011123835574835539
107,0.00020464035333134234,0.0011104176519438624
108,0.00020023387332912534,0.001108396565541625
109,0.00019587253336794674,0.0011062806006520987
110,0.00019154345500282943,0.0011040489189326763
111,0.00018723285757005215,0.0011016761418431997
112,0.00018294181791134179,0.0010991630842909217
113,0.00017866719281300902,0.001096499152481556
114,0.00017441026284359396,0.0010936837643384933
115,0.00017017486970871687,0.0010907156392931938
116,0.00016596347268205136,0.0010875881416723132
117,0.00016177991346921772,0.001084294286556542
118,0.00015762681141495705,0.0010808249935507774
119,0.00015350720786955208,0.001077163964509964
120,0.00014942255802452564,0.0010732911759987473
121,0.00014537641254719347,0.0010691892821341753
122,0.00014137093967292458,0.0010648308089002967
123,0.0001374136918457225,0.0010601974790915847
124,0.00013350528024602681,0.0010552606545388699
125,0.00012964720372110605,0.0010499911149963737
126,0.00012585811782628298,0.0010443833889439702
127,0.00012213221634738147,0.0010384058114141226
128,0.00011848133726743981,0.0010320525616407394
129,0.000114949289127253,0.0010253707878291607
130,0.00011151527723995969,0.0010183406993746758
131,0.00010818897135322914,0.0010110122384503484
132,0.00010505526006454602,0.0010035920422524214
133,0.00010203737474512309,0.0009961185278370976
134,9.894291724776849e-05,0.0009885906474664807
135,9.586785745341331e-05,0.0009816681267693639
136,9.287051943829283e-05,0.0009759265230968595
137,8.946315210778266e-05,0.0009709397563710809
138,8.608470670878887e-05,0.0009681699448265135
139,8.476778748445213e-05,0.0009706582641229033
140,8.680058817844838e-05,0.0009767001029103994
141,9.036377014126629e-05,0.0009855361422523856
142,9.808247705223039e-05,0.0010010477853938937
143,0.00010478745389264077,0.0010105438996106386
144,0.00010858343011932448,0.001020527328364551
145,0.00010971718438668177,0.0010246733436360955
146,0.00010780214506667107,0.0010268199257552624
147,0.00010570723679848015,0.0010283516021445394
148,0.00010396347352070734,0.0010295992251485586
149,0.00010431827831780538,0.0010329204378649592
150,0.00010660557745723054,0.0010377949802204967
151,0.00011097711831098422,0.0010452065616846085
152,0.00011747583630494773,0.0010554936015978456
153,0.00012591468112077564,0.0010687171015888453
154,0.00013686880993191153,0.0010857045417651534
155,0.00015117184375412762,0.0011072277557104826
156,0.00016937228792812675,0.0011336284223943949
157,0.0001923543168231845,0.0011654181871563196
158,0.0002207592042395845,0.0012026155600324273
159,0.0002532434882596135,0.0012430341448634863
160,0.0002873323392122984,0.001283381599932909
161,0.00031971989665180445,0.0013197710504755378
162,0.00034516482264734805,0.001346565317362547
163,0.0003602653741836548,0.0013604022096842527
