F,E,base,height,length,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
100.0,100000000000.0,0.01,0.014,0.2,"(0.0, 0.0)","(0.010263264075100264, -4.527580156106599e-06)","(0.021114404767048643, -1.8809942684457054e-05)","(0.03266774431053065, -4.4127879326107926e-05)","(0.0450802995910671, -8.219424610531446e-05)","(0.058578124962713495, -0.00013540820468305637)","(0.07350816818577939, -0.00020734893884053629)","(0.09045447430878673, -0.00030386661075934953)","(0.11055584671704292, -0.00043602113827127055)","(0.13675234661380445, -0.0006314297956253163)","(0.19999592030512905, -0.001166139978351434)",0.005785600049421191
100.0,100000000000.0,0.01,0.014,0.36,"(0.0, 0.0)","(0.018472571265304903, -2.6395999654105063e-05)","(0.038003245210767374, -0.00010966317476088199)","(0.05879766128828609, -0.00025726903651935803)","(0.08113827568692625, -0.0004791999231888757)","(0.10543176016450571, -0.0007894432130199336)","(0.13230230792608094, -0.0012088656728055482)","(0.16280072498668954, -0.0017715737092025806)","(0.19897601969479833, -0.002542046416165824)","(0.24611834094374055, -0.0036812921318038175)","(0.3599229500464042, -0.006798671116537957)",0.0054935000371187925
100.0,100000000000.0,0.01,0.014,0.52,"(0.0, 0.0)","(0.0266756349917938, -7.945153094972166e-05)","(0.05487923888614443, -0.0003300882475516153)","(0.08490709607738303, -0.0007743921034019981)","(0.1171662688860369, -0.0014424252658854768)","(0.15224296515794078, -0.002376291267755229)","(0.19103712758277608, -0.0036387983349528415)","(0.23506405080615547, -0.005332602826230436)","(0.28727894103427337, -0.007651777682033436)","(0.35531265359152103, -0.011080937364482624)","(nan, -0.02046413490133591)",0.0043184999376535416
100.0,100000000000.0,0.01,0.014,0.6799999999999999,"(0.0, 0.0)","(0.03486087770986651, -0.0001771255713326803)","(0.07171856632698624, -0.0007359049324118127)","(0.11095808257653014, -0.0017264853262414456)","(0.153108724186914, -0.003215905208189993)","(0.1989331579313278, -0.005298038180817241)","(0.24960281847211485, -0.008112904152623033)","(0.3070910216000566, -0.011889342442922305)","(0.3752477659354296, -0.017059966711832686)","(0.4640179105040629, -0.024705057003086447)","(nan, -0.045623217484490476)",0.005664700060151517
100.0,100000000000.0,0.01,0.014,0.8399999999999999,"(0.0, 0.0)","(0.04300758500061141, -0.0003318352552560769)","(0.08847862246725254, -0.0013787587038791916)","(0.13688275689406737, -0.0032348200049674533)","(0.1888664319280987, -0.006025685128575112)","(0.24536216537738795, -0.009927260227878057)","(0.3078037394185265, -0.015201861282296301)","(0.3786085978207907, -0.022278144339555245)","(0.46249702847989455, -0.031966434593025506)","(0.5716705226392614, -0.04629023829943828)","(0.8347623691550796, -0.08547846818914139)",0.005836099968291819
100.0,100000000000.0,0.01,0.016,0.2,"(0.0, 0.0)","(0.010263306139372269, -3.033184009055582e-06)","(0.021114491322686463, -1.2601434960407654e-05)","(0.03266788231988646, -2.9562797042087484e-05)","(0.04508050163684658, -5.5064770240538525e-05)","(0.0585784109215434, -9.071463567159601e-05)","(0.07350856802480418, -0.0001389102137640177)","(0.09045503332208547, -0.00020357073445105328)","(0.11055663722621929, -0.00029210562770595484)","(0.13675350421536106, -0.0004230166806325567)","(0.1999981689932894, -0.0007812377388346549)",0.004140699980780482
100.0,100000000000.0,0.01,0.016,0.36,"(0.0, 0.0)","(0.018473365632340883, -1.7686867933972126e-05)","(0.03800487976768937, -7.348061716655475e-05)","(0.058800267478780366, -0.00017238473992884731)","(0.0811420910624266, -0.0003210905423404994)","(0.1054371599812878, -0.0005289703245333144)","(0.13230985794484287, -0.0008100060597881499)","(0.16281128033537245, -0.001187051166039188)","(0.19899094577364534, -0.0017033107171767609)","(0.24614019776911383, -0.002466670410109399)","(0.35996541047370406, -0.0045554995558615185)",0.006126899970695376
100.0,100000000000.0,0.01,0.016,0.52,"(0.0, 0.0)","(0.026680619055213822, -5.327353463618188e-05)","(0.054889494242575304, -0.00022132764487039957)","(0.08492344656677069, -0.0005192345095112287)","(0.1171902033903065, -0.0009671496411790717)","(0.15227683567373634, -0.0015933032971094053)","(0.19108448019721108, -0.0024398095980323583)","(0.23513024541142902, -0.003575502903070478)","(0.28737253604526947, -0.005130516122947001)","(0.35544969567097834, -0.007429799705927081)","(0.5197827051591438, -0.013721414956210336)",0.005185300018638372
100.0,100000000000.0,0.01,0.016,0.6799999999999999,"(0.0, 0.0)","(0.034879834788228974, -0.00011896665646023514)","(0.07175757038177465, -0.0004942595949092337)","(0.11102025888708898, -0.0011595450934760766)","(0.15319972088326653, -0.0021598388002841322)","(0.19906189771373728, -0.0035581854619604145)","(0.24978275463539776, -0.005448630674258073)","(0.30734248970371963, -0.007984884800740288)","(0.37560323838298276, -0.011457537883580496)","(0.4645382746946534, -0.016592216018850612)","(0.6791709475195213, -0.030642099640307643)",0.005448800045996904
100.0,100000000000.0,0.01,0.016,0.8399999999999999,"(0.0, 0.0)","(0.043061530402754594, -0.0002236275841739788)","(0.08858960010970886, -0.0009291090383774025)","(0.13705961364428862, -0.002179759439907165)","(0.18912515603743138, -0.004060218982759362)","(0.24572801622165363, -0.006689007431659751)","(0.3083148055420028, -0.010242904965700163)","(0.3793224581860882, -0.015010828180597518)","(0.46350563584491217, -0.021538964150009193)","(0.5731463104829629, -0.03119119821303612)","(0.8376262464478725, -0.057601125696103574)",0.004969900008291006
100.0,100000000000.0,0.01,0.018000000000000002,0.2,"(0.0, 0.0)","(0.010263323494970828, -2.1303191785110955e-06)","(0.02111452703531014, -8.850460919952672e-06)","(0.032667939262228725, -2.0763061076246516e-05)","(0.045080585000580604, -3.8674051436898146e-05)","(0.05857852890784083, -6.371228566321737e-05)","(0.07350873299821908, -9.756184327697974e-05)","(0.09045526397111628, -0.00014297534741989035)","(0.11055696339100837, -0.00020515672078126411)","(0.13675398184347495, -0.00029710046728874384)","(0.1999990968070139, -0.00054869259717872)",0.005258899996988475
100.0,100000000000.0,0.01,0.018000000000000002,0.36,"(0.0, 0.0)","(0.01847369348926423, -1.2423099353143542e-05)","(0.038005554396779336, -5.16120934341838e-05)","(0.058801343139635545, -0.00012108133919373655)","(0.08114366581565355, -0.00022553071419698277)","(0.10543938873133694, -0.00037154322059944594)","(0.1323129742350286, -0.0005689396771608467)","(0.16281563715733932, -0.0008337721585304697)","(0.19899710675461274, -0.0011963876127422512)","(0.24614921966172507, -0.001732564191290852)","(0.3599829356446329, -0.0031997399760106244)",0.006272799917496741
100.0,100000000000.0,0.01,0.018000000000000002,0.52,"(0.0, 0.0)","(0.026682678510017117, -3.742941794715862e-05)","(0.05489373191690402, -0.00015550190686069334)","(0.08493020312899888, -0.00036480634177831996)","(0.1172000945127055, -0.000679503291302568)","(0.15229083392829915, -0.0011194267908503164)","(0.19110405190460963, -0.0017141658312890507)","(0.2351576068780525, -0.002512083173098858)","(0.28741122611347014, -0.003604609945517619)","(0.35550634942722725, -0.005220055396532409)","(nan, -0.009640486188557732)",0.005011300090700388
100.0,100000000000.0,0.01,0.018000000000000002,0.6799999999999999,"(0.0, 0.0)","(0.03488769063374802, -8.364342783388153e-05)","(0.07177373460433711, -0.0003475019816404641)","(0.11104602938990643, -0.0008152414285794869)","(0.15323744329609812, -0.0015185083652558644)","(0.19911527746733237, -0.002501626878551727)","(0.24985737842541794, -0.003830719172533147)","(0.3074468018657474, -0.005613859414477499)","(0.37575072254046893, -0.008055363794199893)","(0.4647542122963971, -0.011665423882607485)","(0.6795903311347625, -0.021543712572867715)",0.005290400004014373
100.0,100000000000.0,0.01,0.018000000000000002,0.8399999999999999,"(0.0, 0.0)","(0.043084013790541095, -0.00015745009995658736)","(0.08863585916250656, -0.0006541450794321738)","(0.13713335385162045, -0.0015346440519803308)","(0.18923307410522794, -0.002858526102022902)","(0.2458806913935215, -0.004709230637001909)","(0.30852818886789923, -0.007211225027362355)","(0.37962066088593605, -0.01056794035508935)","(0.4639271596239312, -0.015163963016892445)","(0.5737633484081337, -0.02195963644123997)","(0.8388243054048726, -0.04055436017686831)",0.005242199986241758
100.0,100000000000.0,0.012,0.01,0.2,"(0.0, 0.0)","(0.010262941423598257, -1.0351521473631413e-05)","(0.02111374084883861, -4.300571026425867e-05)","(0.03266668572660459, -0.00010089094931319235)","(0.0450787498361184, -0.00018792343882680386)","(0.058575931589203045, -0.000309588470228408)","(0.07350510135464694, -0.0004740692154958492)","(0.09045018662732923, -0.0006947409953111072)","(0.11054978349812729, -0.000996890252386947)","(0.13674346786700795, -0.0014436587760981816)","(0.1999786731655451, -0.0026661792142219595)",0.006250199978239834
100.0,100000000000.0,0.012,0.01,0.36,"(0.0, 0.0)","(0.01846648986394459, -6.02645998289923e-05)","(0.03799073193369537, -0.0002503752502484549)","(0.05877771089351245, -0.0005873856494857246)","(0.08110907145428642, -0.0010940988676744726)","(0.10539043220980455, -0.001802451108763878)","(0.13224452934847122, -0.0027600828223954136)","(0.16271995570016226, -0.00404485899128099)","(0.1988618168117917, -0.0058039838564217785)","(0.24595112450205142, -0.008405037702648551)","(0.35959817646816233, -0.015522253637283361)",0.004251700011081994
100.0,100000000000.0,0.012,0.01,0.52,"(0.0, 0.0)","(0.026637747207466228, -0.00018045909408069183)","(0.054801288675147684, -0.0007497807179900675)","(0.08478284880439294, -0.0017590886906630311)","(0.11698445710630291, -0.003276706675945378)","(0.15198578855732844, -0.0053982874443970815)","(0.19067774669288243, -0.00826648459199841)","(0.23456189458526336, -0.012114423653250727)","(0.28656922224570813, -0.017382809677172022)","(0.3542738885770649, -0.02517214157485768)","(0.5174999801842994, -0.04648368998044483)",0.00564200000371784
100.0,100000000000.0,0.012,0.01,0.6799999999999999,"(0.0, 0.0)","(0.03471920734546705, -0.00039730420887380146)","(0.07142717369503508, -0.0016509843254069233)","(0.1104939092715117, -0.0038739069446743677)","(0.1524300995341328, -0.007216723027449022)","(0.19797424124313945, -0.01189015324687184)","(0.24826431573115937, -0.01820827359751222)","(0.30522280744427865, -0.026684180534215632)","(0.37261005759044286, -0.03828773149990737)","(0.46016099041194497, -0.05544090796326736)","(0.670682134674127, -0.10236035297463782)",0.005716100102290511
100.0,100000000000.0,0.012,0.01,0.8399999999999999,"(0.0, 0.0)","(0.04261719230824637, -0.0007269454009284489)","(0.08767605768618537, -0.003021655848956883)","(0.13560580091822622, -0.007091753097107135)","(0.18700265624206444, -0.01321373100148651)","(0.2427338843865433, -0.02177368927073596)","(0.3041428877437522, -0.03334647116647906)","(0.37350971501703417, -0.04887060151543435)","(0.45531223203554394, -0.07011968867510605)","(0.5611841609498183, -0.10152321066179237)","(0.8144767874903673, -0.1873859243548752)",0.005201700027100742
100.0,100000000000.0,0.012,0.012,0.2,"(0.0, 0.0)","(0.010263206757087227, -5.991199140240523e-06)","(0.021114286823874315, -2.489058985262559e-05)","(0.03266755625534579, -5.839300991194986e-05)","(0.04508002427877114, -0.00010876503137490842)","(0.05857773530955373, -0.00017918138940640026)","(0.07350762335871525, -0.0002743783004579102)","(0.09045371259036349, -0.0004020970878015481)","(0.1105547695622061, -0.0005769729667553637)","(0.13675076925934576, -0.0008355509460864995)","(0.19999285623893526, -0.0015431153835201508)",0.004255000036209822
100.0,100000000000.0,0.012,0.012,0.36,"(0.0, 0.0)","(0.018471489407226826, -3.492018150214672e-05)","(0.03800101910393445, -0.0001450775907090525)","(0.05879411196874718, -0.0003403517360498136)","(0.08113307972240799, -0.0006339542297019665)","(0.10542440663217933, -0.0010443896301340011)","(0.13229202652179914, -0.001599263263991032)","(0.16278635141609601, -0.002343695342036756)","(0.19895569489568396, -0.0033629866873278987)","(0.24608857930445346, -0.004870139014945284)","(0.3598651444417773, -0.008994221228230976)",0.005657100002281368
100.0,100000000000.0,0.012,0.012,0.52,"(0.0, 0.0)","(0.02666886029744876, -0.00010501177692753527)","(0.054865299508514716, -0.0004362854709655799)","(0.08488487357208128, -0.0010235419352800875)","(0.11713374195141966, -0.0019065190487160704)","(0.1521969406780541, -0.003140867695850224)","(0.1909727912194999, -0.0048096015854135225)","(0.23497412554952773, -0.007048398269559425)","(0.2871518070463929, -0.010113755403500669)","(0.3551265236663033, -0.014646169328823413)","(0.5191550715760088, -0.02704794764212632)",0.004651099909096956
100.0,100000000000.0,0.012,0.012,0.6799999999999999,"(0.0, 0.0)","(0.03483523266632772, -0.00023357474246645007)","(0.07166580656416735, -0.0009704667739555387)","(0.11087399529106931, -0.0022768455205481666)","(0.15298569588026026, -0.004241143345890884)","(0.19875916052271336, -0.0069871663297647645)","(0.2493597153801342, -0.010699556256825993)","(0.30675139636678533, -0.01568005715464977)","(0.37476783626907906, -0.022499092508079726)","(0.46331557678699453, -0.032581084529451125)","(0.6767973751464628, -0.06016540899773475)",0.005079900030978024
100.0,100000000000.0,0.012,0.012,0.8399999999999999,"(0.0, 0.0)","(0.0429352861828128, -0.000435639926896327)","(0.08832991794565834, -0.001810198483014412)","(0.13664588632794997, -0.004247319535389917)","(0.18852014226401806, -0.007912106593917945)","(0.24487287598270324, -0.013035563790696841)","(0.307120806971899, -0.01996206633524965)","(0.3776554524539034, -0.029254270494576868)","(0.46115137017691865, -0.04197575208382357)","(0.5697029726588737, -0.060782490345498694)","(0.8309476071241446, -0.11222902494795577)",0.0058324000565335155
100.0,100000000000.0,0.012,0.014,0.2,"(0.0, 0.0)","(0.01026328739281727, -3.7730241617606246e-06)","(0.02111445274790058, -1.5675119720677008e-05)","(0.03266782081397687, -3.6773622631945746e-05)","(0.045080411592112804, -6.849592689090637e-05)","(0.058578283479623655, -0.00011284135473190799)","(0.07350838983032483, -0.00017279259165890905)","(0.09045478418896319, -0.0002532248268255227)","(0.11055628492309444, -0.00036335476122409556)","(0.13675298831134025, -0.0005261970458544618)","(0.1999971668280549, -0.0009717936985309271)",0.005021699937060475
100.0,100000000000.0,0.012,0.014,0.36,"(0.0, 0.0)","(0.018473011567433723, -2.1999155535939363e-05)","(0.03800415121250513, -9.139622248048234e-05)","(0.05879910584239893, -0.00021441470812643781)","(0.08114039045647552, -0.0003993774157038789)","(0.10543475313571431, -0.0006579417688498714)","(0.13230649267275588, -0.0010074987183998347)","(0.16280657546537325, -0.0014764735723244724)","(0.1989842926823191, -0.0021186051954524897)","(0.24613045533761005, -0.0030680828456169412)","(0.35994648585825023, -0.005666194278504492)",0.004141599987633526
100.0,100000000000.0,0.012,0.014,0.52,"(0.0, 0.0)","(0.02667839654689687, -6.624214489409479e-05)","(0.054884921110195266, -0.00027520743353368966)","(0.08491615533496175, -0.0006456384252723297)","(0.11717952994024472, -0.0012025980951688303)","(0.1522617308965603, -0.001981189381127147)","(0.19106336236748162, -0.0030337783210806694)","(0.23510072377193844, -0.004445955026377078)","(0.28733079317154053, -0.006379529080691917)","(0.35538857409392044, -0.00923855024782143)","(0.5196639877222963, -0.01706174427541092)",0.005494400043971837
100.0,100000000000.0,0.012,0.014,0.6799999999999999,"(0.0, 0.0)","(0.03487137185336965, -0.0001478154729868145)","(0.0717401575843519, -0.0006141217522626542)","(0.11099249984892066, -0.0014407574409161321)","(0.15315909201053637, -0.0026836602503362158)","(0.19900441237360028, -0.004421166043776558)","(0.2497024020273243, -0.006770125399209662)","(0.30723018423800597, -0.00992151700606653)","(0.37544447215505083, -0.01423638385724853)","(0.46430584508334033, -0.02061628227757875)","(0.6787195985721517, -0.038073093792256436)",0.00518989993724972
100.0,100000000000.0,0.012,0.014,0.8399999999999999,"(0.0, 0.0)","(0.043037394120336456, -0.0002774380648866849)","(0.08853994403374056, -0.0011527052909134452)","(0.13698047186472986, -0.0027043885883283455)","(0.18900936124466508, -0.005037520993460074)","(0.24556424527609266, -0.008299155006761967)","(0.30808598488125744, -0.012708606863130318)","(0.3790027783970852, -0.018624290749173003)","(0.4630538811679864, -0.026723763675698443)","(0.572485194366718, -0.0386989707439997)","(0.8363430292692073, -0.07146346217417561)",0.004303200053982437
100.0,100000000000.0,0.012,0.016,0.2,"(0.0, 0.0)","(0.010263316604670893, -2.527665577858894e-06)","(0.021114512857135555, -1.0501246158500232e-05)","(0.03266791665569592, -2.463578142299551e-05)","(0.04508055190455147, -4.588752556203655e-05)","(0.05857848206638117, -7.559588577465933e-05)","(0.07350866750249697, -0.00011575905547929295)","(0.09045517240164118, -0.00016964307585757687)","(0.11055683390099418, -0.0002434225027966108)","(0.13675379222127104, -0.0003525155691271699)","(0.1999987284573894, -0.0006510345710206015)",0.0053440999472513795
100.0,100000000000.0,0.012,0.016,0.36,"(0.0, 0.0)","(0.01847356332045522, -1.4739805449775521e-05)","(0.038005286549052136, -6.123692929348561e-05)","(0.05880091606969408, -0.00014366112326700192)","(0.08114304058939559, -0.00026758873293543416)","(0.10543850384533589, -0.0004408303920315248)","(0.13231173696304757, -0.0006750383402136077)","(0.16281390734735054, -0.000989258086004603)","(0.19899466062382726, -0.0014194957490308894)","(0.2461456376368628, -0.002055660783010854)","(0.35997597748110316, -0.0037964406743363605)",0.004942000028677285
100.0,100000000000.0,0.012,0.016,0.52,"(0.0, 0.0)","(0.026681860678135907, -4.440442009542789e-05)","(0.05489204908483426, -0.00018448006612771853)","(0.0849275199960382, -0.00043278937753961545)","(0.11719616655688235, -0.0008061319822766866)","(0.1522852748811077, -0.001328038118364303)","(0.1910962794006992, -0.002033610681242628)","(0.23514674068908692, -0.0029802246474769692)","(0.2873958607560161, -0.004276348876579907)","(0.3554838497227597, -0.006192837037543798)","(0.5198490457688487, -0.011437014428845331)",0.004145300015807152
100.0,100000000000.0,0.012,0.016,0.6799999999999999,"(0.0, 0.0)","(0.03488456939923379, -9.920275469641786e-05)","(0.07176731227677671, -0.0004121458574314606)","(0.11103579009919068, -0.000966899456391646)","(0.15322245473784762, -0.0018009985164250248)","(0.19909406687208886, -0.002967013029659156)","(0.24982772530609756, -0.004543365064922494)","(0.30740534996133007, -0.006658231279575476)","(0.37569211272653463, -0.009553931256290445)","(0.4646683964236077, -0.013835554575658725)","(0.6794236567529368, -0.0255513733293013)",0.006782899959944189
100.0,100000000000.0,0.012,0.016,0.8399999999999999,"(0.0, 0.0)","(0.043075071719780395, -0.00018663437316678112)","(0.08861746065096009, -0.0007754018213114455)","(0.13710402386264003, -0.001819129840835049)","(0.1891901468911142, -0.003388447317776112)","(0.24581995573953613, -0.0055822629663070675)","(0.3084432953331635, -0.008548114256695051)","(0.3795020119636268, -0.012527133286601247)","(0.4637594299018678, -0.01797517700806088)","(0.5735178022743672, -0.026030561187204045)","(0.8383474999579339, -0.048071818216245246)",0.006363399908877909
100.0,100000000000.0,0.012,0.018000000000000002,0.2,"(0.0, 0.0)","(0.010263328657269716, -1.7752702215625659e-06)","(0.02111453765777677, -7.375401546414808e-06)","(0.032667956199331084, -1.7302591507871815e-05)","(0.04508060979655557, -3.222845138629189e-05)","(0.05857856400208531, -5.309369473804394e-05)","(0.07350878206850679, -8.130172453478782e-05)","(0.09045533257624533, -0.00011914639901998677)","(0.11055706040677547, -0.00017096433114324755)","(0.13675412391119346, -0.00024758430082326833)","(0.1999993705309601, -0.0004572449125902642)",0.0044525000266730785
100.0,100000000000.0,0.012,0.018000000000000002,0.36,"(0.0, 0.0)","(0.01847379101971358, -1.0352842286170239e-05)","(0.03800575508488753, -4.3011145734765285e-05)","(0.05880166312751693, -0.0001009036017372964)","(0.08114413427613096, -0.00018794686403578506)","(0.10544005174811719, -0.000309626900698484)","(0.13231390128661744, -0.0004741279336369327)","(0.16281693325767627, -0.000694827036037046)","(0.19899893958088255, -0.0009970139866949063)","(0.2461519035938735, -0.0014438388760903494)","(0.3599881492626729, -0.002666516182832166)",0.004053100012242794
100.0,100000000000.0,0.012,0.018000000000000002,0.52,"(0.0, 0.0)","(0.02668329142487111, -3.1194583161135944e-05)","(0.054894993101157384, -0.00012959892057451758)","(0.08493221399742436, -0.0003040378691338475)","(0.11720303834701333, -0.0005663130706345851)","(0.15229500025588827, -0.0009329546304020683)","(0.19110987723606465, -0.0014286227445531438)","(0.2351657509846694, -0.0020936242264112895)","(0.28742274246631994, -0.0030041602745297462)","(0.35552321320188346, -0.004350509972129809)","(0.5199255074816694, -0.008034606266791795)",0.0056186000583693385
100.0,100000000000.0,0.012,0.018000000000000002,0.6799999999999999,"(0.0, 0.0)","(0.03489003118645968, -6.972505537264168e-05)","(0.07177855063548408, -0.000289676338926488)","(0.11105370790959364, -0.0006795805073728083)","(0.15324868372728848, -0.0012658173458040367)","(0.19913118468820923, -0.0020853349625826805)","(0.24987961824272242, -0.003193252834962147)","(0.3074778921224663, -0.004679662213236052)","(0.37579468358116136, -0.006714882639526251)","(0.4648185820483682, -0.009724213229187697)","(0.6797153581557596, -0.017958756360816633)",0.004149400047026575
100.0,100000000000.0,0.012,0.018000000000000002,0.8399999999999999,"(0.0, 0.0)","(0.043090727201216227, -0.00013130545492458654)","(0.08864967250972547, -0.0005455202415254526)","(0.13715537566800517, -0.0012797996155018117)","(0.1892653077799536, -0.002383826120126123)","(0.24592630173782845, -0.003927182273343672)","(0.30859194752897157, -0.0060136679583591285)","(0.3797097803207781, -0.008812937719773295)","(0.4640531565537528, -0.012645725110675072)","(0.5739478166193671, -0.018312925711530904)","(nan, -0.03382004715967984)",0.005239600082859397
100.0,100000000000.0,0.014,0.01,0.2,"(0.0, 0.0)","(0.010263047254472767, -8.873167080736947e-06)","(0.02111395861611727, -3.686382498832227e-05)","(0.032667032944323576, -8.648211768700108e-05)","(0.045079258156500886, -0.00016108493736837533)","(0.058576651012684396, -0.00026537418492731123)","(0.07350610726496105, -0.00040636435307005034)","(0.09045159296414781, -0.000595520578734817)","(0.11055177219082717, -0.0008545180528280868)","(0.1367463800178201, -0.0012374810391247476)","(0.1999843300389382, -0.0022854072907507613)",0.005249300040304661
100.0,100000000000.0,0.014,0.01,0.36,"(0.0, 0.0)","(0.018468482301039254, -5.168182459059165e-05)","(0.037994831568905506, -0.00021471622045248084)","(0.05878424686858304, -0.0005037268207908489)","(0.0811186386090775, -0.0009382681945710112)","(0.10540397022431312, -0.0015457277753652507)","(0.13226345498558623, -0.002366961248670046)","(0.16274641041299923, -0.003468745103104834)","(0.19889922000610366, -0.004977321171944168)","(0.24600588749027474, -0.007207924420276776)","(nan, -0.013311535549494281)",0.005191099946387112
