F,E,base,height,length,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
100.0,220000000000.0,0.01,0.01,0.36,"(0.0, 0.0)","(3.893493819018268e-08, -3.2916238828645196e-05)","(3.2512648142496436e-07, -0.0001367520199850348)","(1.1506284927215171e-06, -0.00032081978514537403)","(2.8764699944588967e-06, -0.0005975728966258611)","(5.969712632919455e-06, -0.0009844539611962302)","(1.1073962081220579e-05, -0.001507484145896616)","(1.91620713187457e-05, -0.002209194458110402)","(3.1939322101909307e-05, -0.003169990812155223)","(5.3368429083489044e-05, -0.0045906519643568)","(0.00011981889406031954, -0.008478069589673839)",0.005342900054529309
100.0,220000000000.0,0.01,0.01,0.52,"(0.0, 0.0)","(2.4397475231752175e-07, -9.900938012084587e-05)","(2.0373665310588485e-06, -0.00041134649171584663)","(7.210468180765539e-06, -0.0009650318308092529)","(1.802601880188104e-05, -0.001797530795553683)","(3.741150493238865e-05, -0.002961312744864102)","(6.940116706249944e-05, -0.004534646494305728)","(0.0001200932199756366, -0.00664545539876383)","(0.00020017716532572116, -0.009535578387097562)","(0.0003344930610431063, -0.013808907048109238)","(0.0007510157006849205, -0.025501826677309283)",0.004528000019490719
100.0,220000000000.0,0.01,0.01,0.6799999999999999,"(0.0, 0.0)","(9.250389634771206e-07, -0.0002203540242067535)","(7.72525145190106e-06, -0.000915528898679758)","(2.7342327290152957e-05, -0.0021479388351338937)","(6.835978551861244e-05, -0.004001003645464948)","(0.00014188461465119984, -0.006591517971517816)","(0.0002632247343678784, -0.01009367294082321)","(0.0004555216270216711, -0.01479213944321552)","(0.000759341148776016, -0.021225069031189838)","(0.0012689486768104885, -0.03073629253439243)","(0.0028494329963343334, -0.056759378963417526)",0.00497540005017072
100.0,220000000000.0,0.01,0.01,0.8399999999999999,"(0.0, 0.0)","(2.6160714786394035e-06, -0.00041145483652239444)","(2.185034982256362e-05, -0.001709669715482313)","(7.734602282055691e-05, -0.004011381782434946)","(0.00019340185128738363, -0.007472497429388834)","(0.0004014704191613039, -0.01231117848842629)","(0.0007449110969253159, -0.01885268054979693)","(0.001289282127006408, -0.027628444358010044)","(0.002149511923953795, -0.03964305482229365)","(0.0035926627625593177, -0.057405162140280186)","(0.008069316442929741, -0.10599562774672817)",0.005924300057813525
100.0,220000000000.0,0.01,0.012,0.2,"(0.0, 0.0)","(6.907542662859534e-10, -3.2680687166209473e-06)","(5.7681046050639395e-09, -1.3577269380346143e-05)","(2.041326963714285e-08, -3.185209210026708e-05)","(5.103098248138149e-08, -5.93288976376907e-05)","(1.0590686155137474e-07, -9.773943242215595e-05)","(1.9645823445824107e-07, -0.00014966720005786578)","(3.3994299902806446e-07, -0.00021933492881354085)","(5.666118366165485e-07, -0.00031472582186163454)","(9.467610133928606e-07, -0.0004557744122778123)","(2.1255689372223774e-06, -0.0008417355058105323)",0.00519749999511987
100.0,220000000000.0,0.01,0.012,0.36,"(0.0, 0.0)","(1.3048187193914762e-08, -1.9056048344538098e-05)","(1.0895841067587453e-07, -7.916893779339627e-05)","(3.856037504371135e-07, -0.00018572951737679132)","(9.639703160702062e-07, -0.000345947100153616)","(2.0005752731366844e-06, -0.000569919526165526)","(3.7110954172470123e-06, -0.000872711142611822)","(6.421538616435685e-06, -0.0012789444844649056)","(1.0703351753543755e-05, -0.0018351691857338651)","(1.7884457627515005e-05, -0.0026576225246341856)","(4.0152491012357405e-05, -0.004908152315799747)",0.005448500043712556
100.0,220000000000.0,0.01,0.012,0.52,"(0.0, 0.0)","(8.195041137359915e-08, -5.7392421815204235e-05)","(6.843299625997057e-07, -0.0002384400360438026)","(2.421864889440295e-06, -0.0005593806689793136)","(6.054471315575238e-06, -0.0010419284069332808)","(1.2565258128593992e-05, -0.0017164962710632145)","(2.3308947311534434e-05, -0.0026284544421951565)","(4.03333003971551e-05, -0.003851959035352972)","(6.722777726553275e-05, -0.005527203745087328)","(0.00011233352059014656, -0.008004261606626461)","(0.00025220467209630115, -0.01478231397565469)",0.005625499994494021
100.0,220000000000.0,0.01,0.012,0.6799999999999999,"(0.0, 0.0)","(3.124822508041025e-07, -0.0001281361550541031)","(2.6094521054925712e-06, -0.000532356955326108)","(9.235136504179287e-06, -0.001248925694995074)","(2.308763047764728e-05, -0.0023263291845736804)","(4.791642479023972e-05, -0.003832472203262335)","(8.888852104790845e-05, -0.005868648865155808)","(0.00015381442514345034, -0.008600415490842396)","(0.00025638509230679896, -0.012340756194784662)","(0.0004284153033660143, -0.017871217770679026)","(0.0009618920070987302, -0.033003987445654824)",0.005729599972255528
100.0,220000000000.0,0.01,0.012,0.8399999999999999,"(0.0, 0.0)","(8.936381817314931e-07, -0.00024075701201950274)","(7.4628528141523764e-06, -0.001000284354393175)","(2.641302902919862e-05, -0.002346756265538037)","(6.603494151280476e-05, -0.004371302903872697)","(0.00013705618861953317, -0.0072015259228172535)","(0.0002542612021195212, -0.011027746006101876)","(0.0004399995028863679, -0.01616100418514793)","(0.0007334482307410073, -0.023189309735931266)","(0.0012256459622517202, -0.03358098633908689)","(0.0027520851715837624, -0.06201376974717858)",0.0045964999590069056
100.0,220000000000.0,0.01,0.014,0.2,"(0.0, 0.0)","(2.7393750462456623e-10, -2.0580486227122704e-06)","(2.2874992629262625e-09, -8.55021116114417e-06)","(8.09543782009925e-09, -2.0058679140751696e-05)","(2.0237722234139888e-08, -3.736204327521305e-05)","(4.2000236108452604e-08, -6.155086112329647e-05)","(7.791082465291588e-08, -9.425208022666608e-05)","(1.3481356561650948e-07, -0.00013812494169918024)","(2.247051690273949e-07, -0.00019819682651803772)","(3.754634846087068e-07, -0.0002870214034500999)","(8.429509932572632e-07, -0.0005300783327394601)",0.004306299961172044
100.0,220000000000.0,0.01,0.014,0.36,"(0.0, 0.0)","(5.175592749512292e-09, -1.200170816224448e-05)","(4.321852929700665e-08, -4.986141005462144e-05)","(1.5295010419996702e-07, -0.00011697425249482185)","(3.8235914845419217e-07, -0.000217880691035109)","(7.935275509463047e-07, -0.000358940431422025)","(1.4720023722436526e-06, -0.0005496411708000013)","(2.547092665922124e-06, -0.0008054905001661259)","(4.245459208379598e-06, -0.001155806005358546)","(7.093814255565434e-06, -0.0016737954572015525)","(1.592631368635411e-05, -0.0030912047231952742)",0.005008799955248833
100.0,220000000000.0,0.01,0.014,0.52,"(0.0, 0.0)","(3.252854028495955e-08, -3.61604759387438e-05)","(2.7162890792187255e-07, -0.00015023000635284257)","(9.612963983163247e-07, -0.00035243843694995436)","(2.4031483014802513e-06, -0.000656466230901492)","(4.987382362375836e-06, -0.0010814749897279383)","(9.251683360606e-06, -0.00165605057422851)","(1.6008794573252327e-05, -0.0024269161675884087)","(2.6683344378664042e-05, -0.0034824032480028364)","(4.458586972272416e-05, -0.005043081021892862)","(nan, -0.00931364976892819)",0.005424999981187284
100.0,220000000000.0,0.01,0.014,0.6799999999999999,"(0.0, 0.0)","(1.242493190209415e-07, -8.081141814140465e-05)","(1.03755046595988e-06, -0.0003357359952420177)","(3.671929938969809e-06, -0.0007876379425095857)","(9.17955249116198e-06, -0.0014670921653288172)","(1.9050988605467944e-05, -0.0024169219202245626)","(3.534024824591864e-05, -0.003701010660352913)","(6.115212469981479e-05, -0.005423773556460534)","(0.00010192892220217686, -0.007782609496085241)","(0.0001703173972437133, -0.011270436947224316)","(0.00038238797720457907, -0.0208142688663774)",0.006603299989365041
100.0,220000000000.0,0.01,0.014,0.8399999999999999,"(0.0, 0.0)","(3.565677880248974e-07, -0.00015213309641105494)","(2.9775905162482408e-06, -0.0006320539944999275)","(1.0537991459780294e-05, -0.0014828158572021085)","(2.634466955162007e-05, -0.0027619849525554975)","(5.467598978195487e-05, -0.0045501825422281485)","(0.00010142774307875246, -0.006967672891425439)","(0.0001755120554558509, -0.010211018147515093)","(0.0002925508802716359, -0.014651819415699936)","(0.000488846227136408, -0.02121799426428639)","(0.0010975683163563232, -0.039184798838120795)",0.0056214999640360475
100.0,220000000000.0,0.01,0.016,0.2,"(0.0, 0.0)","(1.229427566695751e-10, -1.37873733531135e-06)","(1.0266263048008817e-09, -5.727996304096616e-06)","(3.633220370391488e-09, -1.3437801039181882e-05)","(9.082658958270429e-09, -2.502974839475668e-05)","(1.8849640959217595e-08, -4.1234429575219064e-05)","(3.496625551602239e-08, -6.314177673474972e-05)","(6.05041125534278e-08, -9.253328102166035e-05)","(1.0084731415227477e-07, -0.0001327769089280308)","(1.6850738962514988e-07, -0.00019228267261177563)","(3.7831509286379017e-07, -0.00035511248477741606)",0.005963900010101497
100.0,220000000000.0,0.01,0.016,0.36,"(0.0, 0.0)","(2.3229574583338852e-09, -8.040546152131388e-06)","(1.9397729436598787e-08, -3.340464568623423e-05)","(6.864840296910701e-08, -7.836686096524799e-05)","(1.7161367518725434e-07, -0.00014596905900115785)","(3.561575525473648e-07, -0.0002404719196262831)","(6.606757949056963e-07, -0.0003682317284365389)","(1.1432056506166521e-06, -0.000539637810101002)","(1.9054783100269646e-06, -0.000774331513759602)","(3.183895808528403e-06, -0.0011213584591190612)","(7.148153049196804e-06, -0.002070952232579307)",0.00590119999833405
100.0,220000000000.0,0.01,0.016,0.52,"(0.0, 0.0)","(1.460346141235469e-08, -2.4229142495352897e-05)","(1.219455986051221e-07, -0.00010066067486311373)","(4.315651427333478e-07, -0.00023614883341659872)","(1.0788684894208478e-06, -0.00043985998721518787)","(2.239027765194024e-06, -0.0007246331912013501)","(4.153425576775005e-06, -0.0011096222749621882)","(7.186925346180928e-06, -0.001626134023306611)","(1.1979082198576574e-05, -0.002333354861457644)","(2.001608833329671e-05, -0.0033790768834807477)","(4.4938176854247835e-05, -0.006240552639107991)",0.005128800054080784
100.0,220000000000.0,0.01,0.016,0.6799999999999999,"(0.0, 0.0)","(5.58161358243936e-08, -5.4166381132711243e-05)","(4.660921589100253e-07, -0.00022503641269690832)","(1.6495054180887259e-06, -0.0005279341126532015)","(4.1236104524888795e-06, -0.0009833522507873991)","(8.55796212928528e-06, -0.0016199939396154674)","(1.58751962491821e-05, -0.0024806791839858404)","(2.7469935339252682e-05, -0.0036353965179698362)","(4.57867646809218e-05, -0.005216461115291967)","(7.650638562356482e-05, -0.0075542723361639984)","(nan, -0.013951343019283774)",0.004866700037382543
100.0,220000000000.0,0.01,0.016,0.8399999999999999,"(0.0, 0.0)","(1.6038366142806515e-07, -0.00010204435636806135)","(1.3392929912176e-06, -0.00042394971550883574)","(4.739810888970686e-06, -0.0009945880067809211)","(1.1849182872364361e-05, -0.0018525677494423646)","(2.459148060651728e-05, -0.0030519639513326697)","(4.561808274322621e-05, -0.004673445217584959)","(7.893675391146271e-05, -0.006848861313701349)","(0.0001315725933704326, -0.00982747667835139)","(0.00021985043500472035, -0.014231721691903837)","(0.0004935975815499871, -0.026283161676770504)",0.005223499960266054
100.0,220000000000.0,0.01,0.018000000000000002,0.2,"(0.0, 0.0)","(6.064414595496892e-11, -9.683329037202236e-07)","(5.064056500525549e-10, -4.0229614913566056e-06)","(1.7921645001361952e-09, -9.437812552358607e-06)","(4.4802178425507044e-09, -1.7579220780140672e-05)","(9.297992639711872e-09, -2.896030455144311e-05)","(1.7247860584213015e-08, -4.434655933120035e-05)","(2.984495926783293e-08, -6.498918542382453e-05)","(4.974511290389838e-08, -9.325361740011566e-05)","(8.311990223885957e-08, -0.00013504648569296035)","(1.8661132011876802e-07, -0.00024940725788129276)",0.007325300015509129
100.0,220000000000.0,0.01,0.018000000000000002,0.36,"(0.0, 0.0)","(1.1458813967135661e-09, -5.647230885624816e-06)","(9.56861793965924e-09, -2.3461555000925766e-05)","(3.3863250939458744e-08, -5.5040493156126844e-05)","(8.465448994576796e-08, -0.00010252047954304896)","(1.7568721449867652e-07, -0.00016889397616385655)","(3.2590144541377875e-07, -0.00025862528372012726)","(5.639260309275862e-07, -0.0003790112874655503)","(9.399433374135402e-07, -0.0005438469830512578)","(1.5705667054943806e-06, -0.0007875792948135677)","(3.5260723570962327e-06, -0.0014545210316222142)",0.008832199964672327
100.0,220000000000.0,0.01,0.018000000000000002,0.52,"(0.0, 0.0)","(7.204430489682334e-09, -1.7018190851176485e-05)","(6.016023566812745e-08, -7.070251656213835e-05)","(2.1290668880680208e-07, -0.00016586722754662316)","(5.322442733074473e-07, -0.0003089506006113473)","(1.1045910104368062e-06, -0.0005089705750943625)","(2.0490284439733664e-06, -0.0007793805228872752)","(3.5455548221263733e-06, -0.0011421699107721141)","(5.909682019133999e-06, -0.0016389105143244126)","(9.874593671022058e-06, -0.002373409550315601)","(2.21694365287739e-05, -0.004383268601706141)",0.004711400019004941
100.0,220000000000.0,0.01,0.018000000000000002,0.6799999999999999,"(0.0, 0.0)","(2.7543366636073596e-08, -3.8051208091130595e-05)","(2.299999486005122e-07, -0.0001580849459545596)","(8.139699355091956e-07, -0.0003708657292316348)","(2.034843028686506e-06, -0.0006907891787526097)","(4.223011725534853e-06, -0.001138018724821182)","(7.833749003510748e-06, -0.0017426349239072424)","(1.355522637780382e-05, -0.0025538041411697523)","(2.259371390189724e-05, -0.0036644768359048296)","(3.775233026992453e-05, -0.005306755999217063)","(8.475800636353892e-05, -0.009800624031953756)",0.005169100011698902
100.0,220000000000.0,0.01,0.018000000000000002,0.8399999999999999,"(0.0, 0.0)","(7.918555499503155e-08, -7.170594696841233e-05)","(6.61238878388315e-07, -0.0002979054285026546)","(2.3401339559192547e-06, -0.0006988847485576831)","(5.8501229783236575e-06, -0.0013017725846407736)","(1.2141102374185753e-05, -0.002144566459909008)","(2.2522016241477427e-05, -0.0032839518655381405)","(3.8971418676703173e-05, -0.004812580097400025)","(6.495744983558982e-05, -0.006905610798626555)","(0.00010853933607146704, -0.010000428783222123)","(0.00024368412887065816, -0.0184689259691291)",0.00522130005992949
100.0,220000000000.0,0.012,0.01,0.2,"(0.0, 0.0)","(1.4322973692498797e-09, -4.705926027844836e-06)","(1.1960321653209371e-08, -1.955088550231877e-05)","(4.232748099242123e-08, -4.5866122479874764e-05)","(1.058141871138063e-07, -8.543196454820935e-05)","(2.1960093720546636e-07, -0.00014074207895981413)","(4.0736194015233984e-07, -0.00021551663703511415)","(7.048820332977712e-07, -0.0003158362441807833)","(1.1748870400035694e-06, -0.0004531964782496985)","(1.9631386700691422e-06, -0.0006563024828350752)","(4.407435913483804e-06, -0.0012120754209265763)",0.004470600048080087
100.0,220000000000.0,0.012,0.01,0.36,"(0.0, 0.0)","(2.704667868488886e-08, -2.7435025960661186e-05)","(2.2585294211230345e-07, -0.00011397988074475435)","(7.992957071420448e-07, -0.00026739605965001484)","(1.9981640552863e-06, -0.0004980630219257821)","(4.146900778836948e-06, -0.0008205187457069512)","(7.692582390167457e-06, -0.0012564513732717692)","(1.3310992986598214e-05, -0.00184130981428415)","(2.2186690686321064e-05, -0.0026421111871579505)","(3.707233926752984e-05, -0.0038262014541791817)","(8.323173794305694e-05, -0.007066289359257776)",0.005010199965909123
100.0,220000000000.0,0.012,0.01,0.52,"(0.0, 0.0)","(1.6965867491794406e-07, -8.257078135760476e-05)","(1.4167584959368096e-06, -0.0003430478615929309)","(5.0140142076604555e-06, -0.0008047963579904876)","(1.2534797055416269e-05, -0.0014990590465684553)","(2.6014650602951273e-05, -0.002469592626845789)","(4.825861358137562e-05, -0.0037816711212321067)","(8.350676942905921e-05, -0.005541980794712012)","(0.00013919147981228397, -0.007952212983018125)","(0.0002325839471346569, -0.011516006077117839)","(0.0005222012406058685, -0.021267579448482468)",0.00491889996919781
100.0,220000000000.0,0.012,0.01,0.6799999999999999,"(0.0, 0.0)","(6.449349850487507e-07, -0.00018403432175969194)","(5.385864546181285e-06, -0.0007646114796120634)","(1.90618504611606e-05, -0.0017938381187875725)","(4.765592532351981e-05, -0.00334136996182318)","(9.890949105934022e-05, -0.0055047434119658185)","(0.00018349133053033317, -0.008429439634426989)","(0.00031752920305166965, -0.012353221574201267)","(0.0005292938129098923, -0.01772557152524147)","(0.0008844797825863782, -0.025668893682421458)","(0.0019860018137509705, -0.047402928570321065)",0.004506799974478781
100.0,220000000000.0,0.012,0.01,0.8399999999999999,"(0.0, 0.0)","(1.8331930295295562e-06, -0.0003446116929446029)","(1.5310418185920938e-05, -0.00143185580702206)","(5.41921533541434e-05, -0.003359417899710312)","(0.00013549661037270955, -0.006257813077113788)","(0.0002812485228802786, -0.010309726150042949)","(0.0005218063792032934, -0.015787572669158347)","(0.0009030674917006043, -0.023136504517228824)","(0.001505490152754252, -0.03319802515619853)","(0.0025160389064706745, -0.04807350370421329)","(0.0056504227624361025, -0.08877048920674353)",0.005586200044490397
100.0,220000000000.0,0.012,0.012,0.2,"(0.0, 0.0)","(4.79695278290948e-10, -2.7234059028355405e-06)","(4.0056682311384595e-09, -1.1314454136786367e-05)","(1.4176022272716082e-08, -2.654355670043756e-05)","(3.543853095699934e-08, -4.944101948393274e-05)","(7.354714947477303e-08, -8.144997235317835e-05)","(1.364306500828416e-07, -0.00012472334714557366)","(2.3607379279200202e-07, -0.0001827801043941227)","(3.9348418473528213e-07, -0.0002622729520697156)","(6.57479118704174e-07, -0.000379814097266547)","(1.476103077824309e-06, -0.000701450159735264)",0.00498710002284497
100.0,220000000000.0,0.012,0.012,0.36,"(0.0, 0.0)","(9.062198866316429e-09, -1.588097684373595e-05)","(7.567349943199408e-08, -6.597796899127895e-05)","(2.678082520329861e-07, -0.00015478356934906594)","(6.694929535616678e-07, -0.0002883058603877219)","(1.3894306852002547e-06, -0.0004749601885941661)","(2.577411389870221e-06, -0.0007273009211039833)","(4.459850956373135e-06, -0.0010658480796957698)","(7.433625086455953e-06, -0.0015293953915362399)","(1.2420989838779484e-05, -0.0022148131411508483)","(2.788638921147335e-05, -0.004090365864178584)",0.0042703000362962484
100.0,220000000000.0,0.012,0.012,0.52,"(0.0, 0.0)","(5.693616061258622e-08, -4.783928146249273e-05)","(4.754458652542204e-07, -0.0001987504966901648)","(1.682611673783918e-06, -0.0004662680314328121)","(4.206381558471972e-06, -0.0008684911679804356)","(8.72975963608913e-06, -0.0014307703717380874)","(1.619391803578396e-05, -0.0021909238725733447)","(2.8021501481595434e-05, -0.0032107647001011494)","(4.670621690067156e-05, -0.004607151899437014)","(7.804291245477879e-05, -0.006671890054232495)","(0.00017521627121308558, -0.012321723244320572)",0.005158800049684942
100.0,220000000000.0,0.012,0.012,0.6799999999999999,"(0.0, 0.0)","(2.1729230147149448e-07, -0.0001068599416393223)","(1.8145288687154704e-06, -0.0004439592484911198)","(6.421750116419878e-06, -0.0010415359707328597)","(1.605406187196734e-05, -0.0019400231775134429)","(3.331849710749846e-05, -0.0031960490442079544)","(6.180762045110422e-05, -0.004894088724508543)","(0.00010695193264353975, -0.007172211624613742)","(0.0001782704528399126, -0.010291439255346093)","(0.0002978833259568714, -0.014903561820457212)","(nan, -0.02752367679928653)",0.005095900036394596
100.0,220000000000.0,0.012,0.012,0.8399999999999999,"(0.0, 0.0)","(6.225064370576905e-07, -0.00020097782009176012)","(5.198484476484633e-06, -0.0008349982375048021)","(1.8398386666479416e-05, -0.0019589541445717107)","(4.599650985553927e-05, -0.0036489063590135207)","(9.546389229961316e-05, -0.006011367053651744)","(0.0001770964243758555, -0.009205212071718542)","(0.0003064578886473046, -0.013490101690821748)","(0.0005108301674905391, -0.019356918221171904)","(0.0008536102106511123, -0.02803144125500586)","(0.0019166262261901545, -0.05176657959083605)",0.004519999958574772
100.0,220000000000.0,0.012,0.014,0.2,"(0.0, 0.0)","(1.902351245280931e-10, -1.7150443414027107e-06)","(1.5885474324850435e-09, -7.125191698041633e-06)","(5.6218539268293455e-09, -1.6715602567129502e-05)","(1.4054028593668555e-08, -3.113510385597922e-05)","(2.9166943527059175e-08, -5.129249548854309e-05)","(5.4104947036504036e-08, -7.854357012156433e-05)","(9.362088801423418e-08, -0.00011510436708865654)","(1.5604584491235585e-07, -0.00016516438019270892)","(2.607395049314398e-07, -0.0002391850240975722)","(5.853848314696375e-07, -0.00044173291917085756)",0.00486109999474138
100.0,220000000000.0,0.012,0.014,0.36,"(0.0, 0.0)","(3.594312271426592e-09, -1.0001657440101675e-05)","(3.001411624792283e-08, -4.15521378960407e-05)","(1.0621973502156212e-07, -9.748078502211586e-05)","(2.65538061816617e-07, -0.00018157139211982996)","(5.510831880273237e-07, -0.00029912383384266006)","(1.0222650587421445e-06, -0.0004580447104695119)","(1.7688850161290404e-06, -0.0006712573249480135)","(2.9483522911155635e-06, -0.0009631935897854308)","(4.926453042231049e-06, -0.0013948614511777374)","(1.1060367321902298e-05, -0.0025760636280101187)",0.004423699923790991
100.0,220000000000.0,0.012,0.014,0.52,"(0.0, 0.0)","(2.2593384729069355e-08, -3.013679712175865e-05)","(1.8866533292583032e-07, -0.00012520429415017917)","(6.676868538613157e-07, -0.00029372807878618395)","(1.6691503908899952e-06, -0.0005471095901621525)","(3.4640722299250637e-06, -0.0009013184007514921)","(6.4259064940230814e-06, -0.0013801784991961845)","(1.1119150896410357e-05, -0.002022629940830933)","(1.853329242640367e-05, -0.0029022900372750516)","(3.0967691321437396e-05, -0.0042029857359884735)","(6.952579490793198e-05, -0.007762157285934744)",0.007682600058615208
100.0,220000000000.0,0.012,0.014,0.6799999999999999,"(0.0, 0.0)","(8.633022136744772e-08, -6.736286789847578e-05)","(7.209021211929123e-07, -0.0002798623814209078)","(2.5512891527884607e-06, -0.0006565567250345993)","(6.378007292195953e-06, -0.001222931859680117)","(1.3236684021034062e-05, -0.002014684085774239)","(2.4554405932186718e-05, -0.00308506552332647)","(4.2488313263977506e-05, -0.004521115368831926)","(7.081958828869528e-05, -0.006487383244323772)","(0.00011833489842838496, -0.009394760322836856)","(0.00026567752792772126, -0.017350330738440035)",0.005006699939258397
100.0,220000000000.0,0.012,0.014,0.8399999999999999,"(0.0, 0.0)","(2.479229784593806e-07, -0.00012686511561086836)","(2.0703108140757154e-06, -0.0005270718959050212)","(7.326967957133057e-06, -0.0012365184185398567)","(1.8317029133269047e-05, -0.0023032066190126557)","(3.801497514474561e-05, -0.0037943656975668524)","(7.051971050620054e-05, -0.005810285405742641)","(0.00012202710341474576, -0.00851488358494819)","(0.00020339776093092343, -0.012218048743128271)","(0.000339869394473169, -0.017693595263265752)","(0.000763069004240613, -0.032676323164582265)",0.005897399969398975
100.0,220000000000.0,0.012,0.016,0.2,"(0.0, 0.0)","(8.537705958877595e-11, -1.1489489289002204e-06)","(7.129361996593975e-10, -4.7733349837883345e-06)","(2.5230741593218475e-09, -1.1198178543800457e-05)","(6.307413091821701e-09, -2.0858144048814163e-05)","(1.3090051188824336e-08, -3.43620580913917e-05)","(2.4282163724187456e-08, -5.261819838046233e-05)","(4.2016816623191566e-08, -7.711114239819136e-05)","(7.003297564089905e-08, -0.00011064753179143245)","(1.1701921684426075e-07, -0.0001602357172496934)","(2.6271918479592316e-07, -0.0002959273639114988)",0.005299299955368042
100.0,220000000000.0,0.012,0.016,0.36,"(0.0, 0.0)","(1.6131952128295435e-09, -6.700525480959417e-06)","(1.3470896953471367e-08, -2.783749426322064e-05)","(4.7673385350499586e-08, -6.5306391412437e-05)","(1.1917835410213407e-07, -0.00012164213026371384)","(2.4733614384375713e-07, -0.00020039531338720396)","(4.5881093280186747e-07, -0.00030686290137392204)","(7.939070481854937e-07, -0.0004497027581338396)","(1.3232723413969527e-06, -0.000645282852323326)","(2.211077664099337e-06, -0.0009344749758798066)","(4.964081249170249e-06, -0.0017258114763947783)",0.004401199985295534
100.0,220000000000.0,0.012,0.016,0.52,"(0.0, 0.0)","(1.0142123117035107e-08, -2.019187475152913e-05)","(8.469132584815187e-08, -8.38876927433505e-05)","(2.9972218401619344e-07, -0.0001967995330420876)","(7.492741710274364e-07, -0.0003665663533538073)","(1.5550037937017702e-06, -0.0006038878388093603)","(2.8845503412533446e-06, -0.0009247262475086906)","(4.991309865726157e-06, -0.001355171791025425)","(8.319450467142442e-06, -0.0019445488208402898)","(1.3901125895332545e-05, -0.0028160232141800526)","(3.120942196321863e-05, -0.005200695926443948)",0.0047580000245943666
100.0,220000000000.0,0.012,0.016,0.6799999999999999,"(0.0, 0.0)","(3.877048324746335e-08, -4.514467953248989e-05)","(3.2375199375545005e-07, -0.00018755515309140354)","(1.1457598586145368e-06, -0.00044000284350116366)","(2.8642879904283713e-06, -0.0008195671288750403)","(5.9444077848691546e-06, -0.0013501703577842715)","(1.1026977953548789e-05, -0.0020675006593146496)","(1.9080694991124858e-05, -0.0030298898099257875)","(3.1803551700682053e-05, -0.00434761567961097)","(5.314132671380145e-05, -0.006296048953446133)","(nan, -0.011627657132399601)",0.0047707000048831105
100.0,220000000000.0,0.012,0.016,0.8399999999999999,"(0.0, 0.0)","(1.11439551468695e-07, -8.506337925635617e-05)","(9.305784370444714e-07, -0.00035340013695278063)","(3.293339826931918e-06, -0.0008290763830399688)","(8.233074755475966e-06, -0.001544274952557626)","(1.7086630784923784e-05, -0.0025440718810856313)","(3.169617485004883e-05, -0.003895711997858411)","(5.4846271249298084e-05, -0.005709105145096772)","(9.141789488986696e-05, -0.008192038386675947)","(0.00015275339790832287, -0.011863369674163635)","(0.0003429518820985411, -0.021909372937475798)",0.0042993000242859125
100.0,220000000000.0,0.012,0.018000000000000002,0.2,"(0.0, 0.0)","(4.211406223753045e-11, -8.069444845862616e-07)","(3.516709007334029e-10, -3.3524695479594726e-06)","(1.2445598024379834e-09, -7.864847607641716e-06)","(3.1112651066589336e-09, -1.4649357711531462e-05)","(6.4569448884888025e-09, -2.413359871089229e-05)","(1.1977691158349124e-08, -3.695548380968306e-05)","(2.0725683655409277e-08, -5.415768045655951e-05)","(3.454524616364196e-08, -7.7711385132888e-05)","(5.77222020736734e-08, -0.00011253879236852545)","(1.2959180237248624e-07, -0.00020783948314762014)",0.004747800063341856
100.0,220000000000.0,0.012,0.018000000000000002,0.36,"(0.0, 0.0)","(7.957584036155652e-10, -4.70605011272525e-06)","(6.6449347482788745e-09, -1.9551396141971876e-05)","(2.351636139985569e-08, -4.5867311121837914e-05)","(5.878837336381615e-08, -8.543416524873418e-05)","(1.220061075640766e-07, -0.00014074568934529082)","(2.2632246721165927e-07, -0.00021552215337284158)","(3.9161876316806676e-07, -0.0003158443273856098)","(6.527441507309106e-07, -0.00045320810266092287)","(1.0906807908495075e-06, -0.0006563194026769923)","(2.448682220879128e-06, -0.001212107078345864)",0.004889499978162348
100.0,220000000000.0,0.012,0.018000000000000002,0.52,"(0.0, 0.0)","(5.003278909232467e-09, -1.4182145431122081e-05)","(4.177961648865747e-08, -5.892007953562021e-05)","(1.4785774936354468e-07, -0.0001382257523231499)","(3.6962866761802715e-07, -0.00025746450425227963)","(7.671071242942862e-07, -0.0004241514485664509)","(1.4229916730501557e-06, -0.0006494979826665578)","(2.4622856428235806e-06, -0.0009518290864342951)","(4.104102435231738e-06, -0.0013657887137505937)","(6.857615809430229e-06, -0.001977884888042117)","(1.5396015014101927e-05, -0.003652805403843822)",0.005968500045128167
100.0,220000000000.0,0.012,0.018000000000000002,0.6799999999999999,"(0.0, 0.0)","(1.9129597163269896e-08, -3.1711429989693714e-05)","(1.5974090854242728e-07, -0.00013174605547821135)","(5.653226441554304e-07, -0.0003090747942253243)","(1.413248496950903e-06, -0.0005756947145396848)","(2.9329827188340207e-06, -0.0009484097456355748)","(5.4407210463292e-06, -0.0014522886791650074)","(9.414411168418013e-06, -0.002128306258993428)","(1.5691829293729143e-05, -0.003053926479721562)","(2.6219791915582658e-05, -0.004422581635059622)","(5.8866131215085105e-05, -0.008167719870061806)",0.005335499998182058
