F,E,base,height,length,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
100.0,100000000000.0,0.01,0.014,0.2,"(0.0, 0.0)","(1.3257909093483677e-09, -4.527580156106599e-06)","(1.1070944893470935e-08, -1.8809942684457054e-05)","(3.9179982390391555e-08, -4.4127879326107926e-05)","(9.794577251337477e-08, -8.219424610531446e-05)","(2.0327125476587993e-07, -0.00013540820468305637)","(3.770702002303672e-07, -0.00020734893884053629)","(6.524664485363374e-07, -0.00030386661075934953)","(1.087521464618324e-06, -0.00043602113827127055)","(1.8171579642123348e-06, -0.0006314297956253163)","(4.079695116371296e-06, -0.001166139978351434)",0.00567429990042001
100.0,100000000000.0,0.01,0.014,0.36,"(0.0, 0.0)","(2.5036679663498207e-08, -2.6395999654105063e-05)","(2.0906838615886159e-07, -0.00010966317476088199)","(7.398947011530432e-07, -0.00025726903651935803)","(1.849666365155711e-06, -0.0004791999231888757)","(3.8387136725437365e-06, -0.0007894432130199336)","(7.120886222317102e-06, -0.0012088656728055482)","(1.2321743254356532e-05, -0.0017715737092025806)","(2.0537805280079757e-05, -0.002542046416165824)","(3.431715534560342e-05, -0.0036812921318038175)","(7.704995370783063e-05, -0.006798671116537957)",0.004544900031760335
100.0,100000000000.0,0.01,0.014,0.52,"(0.0, 0.0)","(1.57078289098056e-07, -7.945153094972166e-05)","(1.3117019115535533e-06, -0.0003300882475516153)","(4.642202852261912e-06, -0.0007743921034019981)","(1.1605265518119245e-05, -0.0014424252658854768)","(2.4085462040024375e-05, -0.002376291267755229)","(4.467977958005909e-05, -0.0036387983349528415)","(7.73138035642662e-05, -0.005332602826230436)","(0.0001288686118958715, -0.007651777682033436)","(0.0002153343463619506, -0.011080937364482624)","(nan, -0.02046413490133591)",0.006230399943888187
100.0,100000000000.0,0.01,0.014,0.6799999999999999,"(0.0, 0.0)","(5.97374879521273e-07, -0.0001771255713326803)","(4.988663657182202e-06, -0.0007359049324118127)","(1.7655971312091623e-05, -0.0017264853262414456)","(4.414090143275984e-05, -0.003215905208189993)","(9.161360282025632e-05, -0.005298038180817241)","(0.00016995549347595396, -0.008112904152623033)","(0.0002941039989923233, -0.011889342442922305)","(0.0004902431917815919, -0.017059966711832686)","(0.0008192188805833389, -0.024705057003086447)","(nan, -0.045623217484490476)",0.005842800019308925
100.0,100000000000.0,0.01,0.014,0.8399999999999999,"(0.0, 0.0)","(1.6994777343737333e-06, -0.0003318352552560769)","(1.4193491425243399e-05, -0.0013787587038791916)","(5.023812828686136e-05, -0.0032348200049674533)","(0.000125608858081383, -0.006025685128575112)","(0.000260721473334391, -0.009927260227878057)","(0.00048371610108055574, -0.015201861282296301)","(0.0008371356221765214, -0.022278144339555245)","(0.001395557513540313, -0.031966434593025506)","(0.002332281039929107, -0.04629023829943828)","(0.005237630844279195, -0.08547846818914139)",0.006451399996876717
100.0,100000000000.0,0.01,0.016,0.2,"(0.0, 0.0)","(5.950295117740367e-10, -3.033184009055582e-06)","(4.9687601637316e-09, -1.2601434960407654e-05)","(1.7584396473646624e-08, -2.9562797042087484e-05)","(4.3959101747592655e-08, -5.5064770240538525e-05)","(9.123027056023858e-08, -9.071463567159601e-05)","(1.6923301250637568e-07, -0.0001389102137640177)","(2.928336184232494e-07, -0.00020357073445105328)","(4.880906162713083e-07, -0.00029210562770595484)","(8.155585839442203e-07, -0.0004230166806325567)","(1.8310069682669905e-06, -0.0007812377388346549)",0.005081600043922663
100.0,100000000000.0,0.01,0.016,0.36,"(0.0, 0.0)","(1.1240456218586381e-08, -1.7686867933972126e-05)","(9.386298469027388e-08, -7.348061716655475e-05)","(3.321809246906171e-07, -0.00017238473992884731)","(8.304183545665422e-07, -0.0003210905423404994)","(1.7234076335193027e-06, -0.0005289703245333144)","(3.1969443028412314e-06, -0.0008100060597881499)","(5.531868876668122e-06, -0.001187051166039188)","(9.220455997688282e-06, -0.0017033107171767609)","(1.5406648827431813e-05, -0.002466670410109399)","(3.4589526145489824e-05, -0.0045554995558615185)",0.0046882000751793385
100.0,100000000000.0,0.01,0.016,0.52,"(0.0, 0.0)","(7.060810584824662e-08, -5.327353463618188e-05)","(5.896146817452319e-07, -0.00022132764487039957)","(2.0866612431558185e-06, -0.0005192345095112287)","(5.216480192207773e-06, -0.0009671496411790717)","(1.0826100156291485e-05, -0.0015933032971094053)","(2.0082721368858136e-05, -0.0024398095980323583)","(3.47506491774896e-05, -0.003575502903070478)","(5.792247911784454e-05, -0.005130516122947001)","(9.67847481389561e-05, -0.007429799705927081)","(0.00021729484082055883, -0.013721414956210336)",0.0057351000141352415
100.0,100000000000.0,0.01,0.016,0.6799999999999999,"(0.0, 0.0)","(2.693406398260323e-07, -0.00011896665646023514)","(2.24917813872183e-06, -0.0004942595949092337)","(7.960050385696915e-06, -0.0011595450934760766)","(1.989985052147647e-05, -0.0021598388002841322)","(4.130025990434216e-05, -0.0035581854619604145)","(7.661467236416697e-05, -0.005448630674258073)","(0.0001325748579980579, -0.007984884800740288)","(0.00022098083927873935, -0.011457537883580496)","(0.00036925330013848345, -0.016592216018850612)","(0.0008290524795137033, -0.030642099640307643)",0.005638299975544214
100.0,100000000000.0,0.01,0.016,0.8399999999999999,"(0.0, 0.0)","(7.708746792914334e-07, -0.0002236275841739788)","(6.437574898168763e-06, -0.0009291090383774025)","(2.278405087288715e-05, -0.002179759439907165)","(5.696154951922994e-05, -0.004060218982759362)","(0.00011822296487692951, -0.006689007431659751)","(0.00021932008312092188, -0.010242904965700163)","(0.0003795294407099026, -0.015010828180597518)","(0.0006326412631494915, -0.021538964150009193)","(0.0010571762946106622, -0.03119119821303612)","(0.0023737535530230502, -0.057601125696103574)",0.0044216999085620046
100.0,100000000000.0,0.01,0.018000000000000002,0.2,"(0.0, 0.0)","(2.935145234500558e-10, -2.1303191785110955e-06)","(2.450976251816561e-09, -8.850460919952672e-06)","(8.67398138731934e-09, -2.0763061076246516e-05)","(2.1684019017864653e-08, -3.8674051436898146e-05)","(4.500179982130925e-08, -6.371228566321737e-05)","(8.347875367353819e-08, -9.756184327697974e-05)","(1.444480733914233e-07, -0.00014297534741989035)","(2.4076381974214023e-07, -0.00020515672078126411)","(4.0229614606257513e-07, -0.00029710046728874384)","(9.03193026952076e-07, -0.00054869259717872)",0.004831400001421571
100.0,100000000000.0,0.01,0.018000000000000002,0.36,"(0.0, 0.0)","(5.5454191794090946e-09, -1.2423099353143542e-05)","(4.630675015659946e-08, -5.16120934341838e-05)","(1.6387931095485087e-07, -0.00012108133919373655)","(4.0968104507432823e-07, -0.00022553071419698277)","(8.502300067880775e-07, -0.00037154322059944594)","(1.5771861776592289e-06, -0.0005689396771608467)","(2.7290986376604653e-06, -0.0008337721585304697)","(4.548824652034211e-06, -0.0011963876127422512)","(7.6007137260469815e-06, -0.001732564191290852)","(1.706435543719076e-05, -0.0031997399760106244)",0.004811299964785576
100.0,100000000000.0,0.01,0.018000000000000002,0.52,"(0.0, 0.0)","(3.4851750412706606e-08, -3.742941794715862e-05)","(2.910289211080497e-07, -0.00015550190686069334)","(1.0299535032204377e-06, -0.00036480634177831996)","(2.5747852954172146e-06, -0.000679503291302568)","(5.343591597373187e-06, -0.0011194267908503164)","(9.91246123160927e-06, -0.0017141658312890507)","(1.7152187859109658e-05, -0.002512083173098858)","(2.8589154532687733e-05, -0.003604609945517619)","(4.777035452158129e-05, -0.005220055396532409)","(nan, -0.009640486188557732)",0.00448919995687902
100.0,100000000000.0,0.01,0.018000000000000002,0.6799999999999999,"(0.0, 0.0)","(1.3311239025620702e-07, -8.364342783388153e-05)","(1.1115630628166784e-06, -0.0003475019816404641)","(3.933867053232398e-06, -0.0008152414285794869)","(9.834385349016816e-06, -0.0015185083652558644)","(2.0410030524026235e-05, -0.002501626878551727)","(3.786135609151753e-05, -0.003830719172533147)","(6.5514670877731e-05, -0.005613859414477499)","(0.0001092005702367227, -0.008055363794199893)","(0.00018246811485123082, -0.011665423882607485)","(0.00040966886585147577, -0.021543712572867715)",0.005537600023671985
100.0,100000000000.0,0.01,0.018000000000000002,0.8399999999999999,"(0.0, 0.0)","(3.8194000533814387e-07, -0.00015745009995658736)","(3.189473310460933e-06, -0.0006541450794321738)","(1.1287890989558624e-05, -0.0015346440519803308)","(2.8219459688200166e-05, -0.002858526102022902)","(5.8567081031385415e-05, -0.004709230637001909)","(0.0001086462378346309, -0.007211225027362355)","(0.0001880034908946504, -0.01056794035508935)","(0.0003133729051538747, -0.015163963016892445)","(0.0005236407835861323, -0.02195963644123997)","(0.0011756945941898689, -0.04055436017686831)",0.00572660006582737
100.0,100000000000.0,0.012,0.01,0.2,"(0.0, 0.0)","(6.930500534574335e-09, -1.0351521473631413e-05)","(5.787288480732511e-08, -4.300571026425867e-05)","(2.0481208105188609e-07, -0.00010089094931319235)","(5.120093956520466e-07, -0.00018792343882680386)","(1.0625982949652446e-06, -0.000309588470228408)","(1.971134621567283e-06, -0.0004740692154958492)","(3.4107760894935835e-06, -0.0006947409953111072)","(5.685044299874598e-06, -0.000996890252386947)","(9.499259856826647e-06, -0.0014436587760981816)","(2.1326834455742683e-05, -0.0026661792142219595)",0.005124200019054115
100.0,100000000000.0,0.012,0.01,0.36,"(0.0, 0.0)","(1.305467932366522e-07, -6.02645998289923e-05)","(1.0901521477202358e-06, -0.0002503752502484549)","(3.858140239496044e-06, -0.0005873856494857246)","(9.6451931373559e-06, -0.0010940988676744726)","(2.001763684733593e-05, -0.001802451108763878)","(3.713392517715186e-05, -0.0027600828223954136)","(6.425677710933386e-05, -0.00404485899128099)","(0.00010710535845642744, -0.0058039838564217785)","(0.00017896977003836745, -0.008405037702648551)","(0.0004018235316342045, -0.015522253637283361)",0.005330000072717667
100.0,100000000000.0,0.012,0.01,0.52,"(0.0, 0.0)","(8.114812248202763e-07, -0.00018045909408069183)","(6.776999548090135e-06, -0.0007497807179900675)","(2.3986492671351778e-05, -0.0017590886906630311)","(5.997061127101244e-05, -0.003276706675945378)","(0.00012447430067652476, -0.0053982874443970815)","(0.00023092865143287122, -0.00826648459199841)","(0.00039963824472963316, -0.012114423653250727)","(0.0006661962689630818, -0.017382809677172022)","(0.0011133126592811071, -0.02517214157485768)","(0.0025000198159099707, -0.04648368998044483)",0.0062402000185102224
100.0,100000000000.0,0.012,0.01,0.6799999999999999,"(0.0, 0.0)","(3.017703686200579e-06, -0.00039730420887380146)","(2.5207407668328963e-05, -0.0016509843254069233)","(8.923825415702025e-05, -0.0038739069446743677)","(0.00022316063695726474, -0.007216723027449022)","(0.000463292389990988, -0.01189015324687184)","(0.0008597094873783462, -0.01820827359751222)","(0.0014881349801844634, -0.026684180534215632)","(0.0024813244622189923, -0.03828773149990737)","(0.004147762660653864, -0.05544090796326736)","(0.009317865325995545, -0.10236035297463782)",0.007866899948567152
100.0,100000000000.0,0.012,0.01,0.8399999999999999,"(0.0, 0.0)","(8.229700648287874e-06, -0.0007269454009284489)","(6.877216182868406e-05, -0.003021655848956883)","(0.0002435651811834305, -0.007091753097107135)","(0.0006093468271217706, -0.01321373100148651)","(0.0012655780026975538, -0.02177368927073596)","(0.002349510516497344, -0.03334647116647906)","(0.00406880584151087, -0.04887060151543435)","(0.006787625692131316, -0.07011968867510605)","(0.011352150918026549, -0.10152321066179237)","(0.025523212510443982, -0.1873859243548752)",0.008302000002004206
100.0,100000000000.0,0.012,0.012,0.2,"(0.0, 0.0)","(2.3215211957666737e-09, -5.991199140240523e-06)","(1.9385743225963648e-08, -2.489058985262559e-05)","(6.860600985925114e-08, -5.839300991194986e-05)","(1.715077624225847e-07, -0.00010876503137490842)","(3.5593788450666297e-07, -0.00017918138940640026)","(6.60268568028477e-07, -0.0002743783004579102)","(1.1425014626587071e-06, -0.0004020970878015481)","(1.9043053783168729e-06, -0.0005769729667553637)","(3.1819373798036565e-06, -0.0008355509460864995)","(7.1437609305280425e-06, -0.0015431153835201508)",0.006114399991929531
100.0,100000000000.0,0.012,0.012,0.36,"(0.0, 0.0)","(4.3820627904089804e-08, -3.492018150214672e-05)","(3.65924829770492e-07, -0.0001450775907090525)","(1.2950158739671869e-06, -0.0003403517360498136)","(3.237428998298375e-06, -0.0006339542297019665)","(6.7188395852790794e-06, -0.0010443896301340011)","(1.2463623701053361e-05, -0.001599263263991032)","(2.1566725452060176e-05, -0.002343695342036756)","(3.5947437044991926e-05, -0.0033629866873278987)","(6.00657876315136e-05, -0.004870139014945284)","(0.00013485555839465313, -0.008994221228230976)",0.005264700041152537
100.0,100000000000.0,0.012,0.012,0.52,"(0.0, 0.0)","(2.744710355002955e-07, -0.00010501177692753527)","(2.2920424738934186e-06, -0.0004362854709655799)","(8.111829843199247e-06, -0.0010235419352800875)","(2.0279492378483255e-05, -0.0019065190487160704)","(4.208858802515203e-05, -0.003140867695850224)","(7.807786034561004e-05, -0.0048096015854135225)","(0.00013510817312156753, -0.007048398269559425)","(0.00022520589442270866, -0.010113755403500669)","(0.0003763176510142574, -0.014646169328823413)","(0.0008449284239798738, -0.02704794764212632)",0.005290400004014373
100.0,100000000000.0,0.012,0.012,0.6799999999999999,"(0.0, 0.0)","(1.0395650419450786e-06, -0.00023357474246645007)","(8.681797145804193e-06, -0.0009704667739555387)","(3.072825544905844e-05, -0.0022768455205481666)","(7.682606622858024e-05, -0.004241143345890884)","(0.00015945890100788063, -0.0069871663297647645)","(0.0002958324576628202, -0.010699556256825993)","(0.0005119575426617007, -0.01568005715464977)","(0.0008534300920612359, -0.022499092508079726)","(0.0014262040298473333, -0.032581084529451125)","(0.0032026248538191693, -0.06016540899773475)",0.00723320001270622
100.0,100000000000.0,0.012,0.012,0.8399999999999999,"(0.0, 0.0)","(2.933912165749286e-06, -0.000435639926896327)","(2.450575561731283e-05, -0.001810198483014412)","(8.674811067124755e-05, -0.004247319535389917)","(0.00021691778602878076, -0.007912106593917945)","(0.0004502988061608759, -0.013035563790696841)","(0.0008355350539507311, -0.01996206633524965)","(0.0014461774188074261, -0.029254270494576868)","(0.0024111680622264653, -0.04197575208382357)","(0.004030132501629424, -0.060782490345498694)","(0.009052392874861148, -0.11222902494795577)",0.007635500049218535
100.0,100000000000.0,0.012,0.014,0.2,"(0.0, 0.0)","(9.207059472465806e-10, -3.7730241617606246e-06)","(7.688303677727548e-09, -1.5675119720677008e-05)","(2.7208839049885913e-08, -3.6773622631945746e-05)","(6.801918216170488e-08, -6.849592689090637e-05)","(1.4116323804325148e-07, -0.00011284135473190799)","(2.618591707775897e-07, -0.00017279259165890905)","(4.531100469273852e-07, -0.0002532248268255227)","(7.552370268337771e-07, -0.00036335476122409556)","(1.2619380658496215e-06, -0.0005261970458544618)","(2.8331719094665253e-06, -0.0009717936985309271)",0.004779299953952432
100.0,100000000000.0,0.012,0.014,0.36,"(0.0, 0.0)","(1.7390109172121804e-08, -2.1999155535939363e-05)","(1.4521559892760605e-07, -9.139622248048234e-05)","(5.139183727673191e-07, -0.00021441470812643781)","(1.2847450213543388e-06, -0.0003993774157038789)","(2.6662972946317476e-06, -0.0006579417688498714)","(4.946023728524818e-06, -0.0010074987183998347)","(8.558419751364399e-06, -0.0014764735723244724)","(1.4265096330734472e-05, -0.0021186051954524897)","(2.3835877538513905e-05, -0.0030680828456169412)","(5.351414182458436e-05, -0.005666194278504492)",0.005550700007006526
100.0,100000000000.0,0.012,0.014,0.52,"(0.0, 0.0)","(1.0917822240025243e-07, -6.624214489409479e-05)","(9.117002899641791e-07, -0.00027520743353368966)","(3.226547906284849e-06, -0.0006456384252723297)","(8.066146730448254e-06, -0.0012025980951688303)","(1.6740291406747154e-05, -0.001981189381127147)","(3.105388897026162e-05, -0.0030337783210806694)","(5.3735200985893794e-05, -0.004445955026377078)","(8.956652470204496e-05, -0.006379529080691917)","(0.00014966089794438142, -0.00923855024782143)","(0.00033601227748025764, -0.01706174427541092)",0.0054536999668926
100.0,100000000000.0,0.012,0.014,0.6799999999999999,"(0.0, 0.0)","(4.1590600848712134e-07, -0.0001478154729868145)","(3.4731536139864794e-06, -0.0006141217522626542)","(1.229200820733467e-05, -0.0014407574409161321)","(3.073008738055383e-05, -0.0026836602503362158)","(6.377842843083292e-05, -0.004421166043776558)","(0.00011831509362045245, -0.006770125399209662)","(0.000204737187928683, -0.00992151700606653)","(0.0003412697932489994, -0.01423638385724853)","(0.0005702639464588155, -0.02061628227757875)","(0.0012804014276504017, -0.038073093792256436)",0.005784900044091046
100.0,100000000000.0,0.012,0.014,0.8399999999999999,"(0.0, 0.0)","(1.187149690336231e-06, -0.0002774380648866849)","(9.914247771788953e-06, -0.0011527052909134452)","(3.509007715241097e-05, -0.0027043885883283455)","(8.773063189676522e-05, -0.005037520993460074)","(0.00018209063739760278, -0.008299155006761967)","(0.0003378164438117004, -0.012708606863130318)","(0.0005846082206156233, -0.018624290749173003)","(0.0009745289800198176, -0.026723763675698443)","(0.0016285606910205752, -0.0386989707439997)","(0.0036569707313323097, -0.07146346217417561)",0.005132000078447163
100.0,100000000000.0,0.012,0.016,0.2,"(0.0, 0.0)","(4.132185097566188e-10, -2.527665577858894e-06)","(3.450557607004301e-09, -1.0501246158500232e-05)","(1.2211490769964417e-08, -2.463578142299551e-05)","(3.052741274350845e-08, -4.588752556203655e-05)","(6.335488721836979e-08, -7.559588577465933e-05)","(1.1752390532970836e-07, -0.00011575905547929295)","(2.0335836069251823e-07, -0.00016964307585757687)","(3.389545941007155e-07, -0.0002434225027966108)","(5.663647229536828e-07, -0.0003525155691271699)","(1.2715426489506854e-06, -0.0006510345710206015)",0.004738799994811416
100.0,100000000000.0,0.012,0.016,0.36,"(0.0, 0.0)","(7.806583133401768e-09, -1.4739805449775521e-05)","(6.51885180211198e-08, -6.123692929348561e-05)","(2.3070188018281534e-07, -0.00014366112326700192)","(5.767307096893326e-07, -0.00026758873293543416)","(1.1969164595837523e-06, -0.0004408303920315248)","(2.220294490568042e-06, -0.0006750383402136077)","(3.8419089194718925e-06, -0.000989258086004603)","(6.403645032015959e-06, -0.0014194957490308894)","(1.0699972697508775e-05, -0.002055660783010854)","(2.4022518907873547e-05, -0.0037964406743363605)",0.006249900092370808
100.0,100000000000.0,0.012,0.016,0.52,"(0.0, 0.0)","(4.9052821499140364e-08, -4.440442009542789e-05)","(4.096155262825474e-07, -0.00018448006612771853)","(1.4496352795378975e-06, -0.00043278937753961545)","(3.6239569439489028e-06, -0.0008061319822766866)","(7.5210098366973455e-06, -0.001328038118364303)","(1.3951641399445602e-05, -0.002033610681242628)","(2.4141500258700876e-05, -0.0029802246474769692)","(4.023898419425187e-05, -0.004276348876579907)","(6.723651658485652e-05, -0.006192837037543798)","(0.0001509542316543433, -0.011437014428845331)",0.0053391000255942345
100.0,100000000000.0,0.012,0.016,0.6799999999999999,"(0.0, 0.0)","(1.8725811801179049e-07, -9.920275469641786e-05)","(1.5637193076234457e-06, -0.0004121458574314606)","(5.534098816498134e-06, -0.000966899456391646)","(1.3834931612416446e-05, -0.0018009985164250248)","(2.8712833092386925e-05, -0.002967013029659156)","(5.3263683839371856e-05, -0.004543365064922494)","(9.216718184007489e-05, -0.006658231279575476)","(0.00015362626527060108, -0.009553931256290445)","(0.00025670279915784855, -0.013835554575658725)","(0.0005763432471685981, -0.0255513733293013)",0.0054669000674039125
100.0,100000000000.0,0.012,0.016,0.8399999999999999,"(0.0, 0.0)","(5.367616948206977e-07, -0.00018663437316678112)","(4.4824059022147145e-06, -0.0007754018213114455)","(1.586393442951084e-05, -0.001819129840835049)","(3.9660003128216825e-05, -0.003388447317776112)","(8.231209561554431e-05, -0.0055822629663070675)","(0.00015269714225474296, -0.008548114256695051)","(0.0002642338348407547, -0.012527133286601247)","(0.00044044381800550925, -0.01797517700806088)","(0.0007359861483154928, -0.026030561187204045)","(0.0016525000416868219, -0.048071818216245246)",0.0058836000971496105
100.0,100000000000.0,0.012,0.018000000000000002,0.2,"(0.0, 0.0)","(2.038304074136743e-10, -1.7752702215625659e-06)","(1.7020740823714409e-09, -7.375401546414808e-06)","(6.023623586037807e-09, -1.7302591507871815e-05)","(1.50584094985029e-08, -3.222845138629189e-05)","(3.125137949810952e-08, -5.309369473804394e-05)","(5.7971595177064295e-08, -8.130172453478782e-05)","(1.0031157116063838e-07, -0.00011914639901998677)","(1.6719777279350367e-07, -0.00017096433114324755)","(2.793734417971816e-07, -0.00024758430082326833)","(6.294690437780304e-07, -0.0004572449125902642)",0.005856600007973611
100.0,100000000000.0,0.012,0.018000000000000002,0.36,"(0.0, 0.0)","(3.851158548312528e-09, -1.0352842286170239e-05)","(3.215889889107704e-08, -4.3011145734765285e-05)","(1.138101109812717e-07, -0.0001009036017372964)","(2.845132109074999e-07, -0.00018794686403578506)","(5.904632074393845e-07, -0.000309626900698484)","(1.0953154647996843e-06, -0.0004741279336369327)","(1.8952885116607643e-06, -0.000694827036037046)","(3.15904001610412e-06, -0.0009970139866949063)","(5.278495151889162e-06, -0.0014438388760903494)","(1.1850737114238452e-05, -0.002666516182832166)",0.005995600018650293
100.0,100000000000.0,0.012,0.018000000000000002,0.52,"(0.0, 0.0)","(2.4207334671511038e-08, -3.1194583161135944e-05)","(2.0214261599316163e-07, -0.00012959892057451758)","(7.153831385470211e-07, -0.0003040378691338475)","(1.7883867459156377e-06, -0.0005663130706345851)","(3.7115303319346094e-06, -0.0009329546304020683)","(6.884946653767932e-06, -0.0014286227445531438)","(1.1913459899426382e-05, -0.0020936242264112895)","(1.985724395242583e-05, -0.0030041602745297462)","(3.317992049217677e-05, -0.004350509972129809)","(7.449251828217651e-05, -0.008034606266791795)",0.005481800064444542
100.0,100000000000.0,0.012,0.018000000000000002,0.6799999999999999,"(0.0, 0.0)","(9.24919242584199e-08, -6.972505537264168e-05)","(7.723560447037148e-07, -0.000289676338926488)","(2.7333875863705392e-06, -0.0006795805073728083)","(6.833242575832177e-06, -0.0012658173458040367)","(1.418147238826939e-05, -0.0020853349625826805)","(2.6307032035682854e-05, -0.003193252834962147)","(4.5521044734486704e-05, -0.004679662213236052)","(7.587460595587237e-05, -0.006714882639526251)","(0.00012678160344714584, -0.009724213229187697)","(0.00028464184475984755, -0.017958756360816633)",0.004442700068466365
