alpha,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
1.2243979999999999,"(0.0, 0.0)","(0.046757893059718204, -0.0020902086600823465)","(0.09623613403326954, -0.00871910588103895)","(0.14862649121052474, -0.020528462368834963)","(0.2042374448455345, -0.03835729598755206)","(0.26357392021381476, -0.06336157563841775)","(0.3274972094994219, -0.09724696607805507)","(0.3975900150428153, -0.14278351099838701)","(0.4771726058470933, -0.20519265721322902)","(0.5753634709986613, -0.2975042561288126)","(0.7948784132455948, -0.5500442567674416)",0.0060409000143408775
1.2303974999999998,"(0.0, 0.0)","(0.046727788447940156, -0.0020947333695778806)","(0.09617468237096159, -0.008738214054063916)","(0.14853058341048184, -0.020573971386068923)","(0.2041015907202915, -0.03844325750092713)","(0.2633894554515198, -0.06350505925033398)","(0.32725096855063834, -0.09746944055422134)","(0.39726184213193916, -0.14311354094937973)","(0.47672979078069744, -0.20567212395682344)","(0.5747435330888954, -0.29820809928547487)","(0.7937403172427264, -0.5513740060305345)",0.006802599993534386
1.236397,"(0.0, 0.0)","(0.04669769568017693, -0.002099220457777262)","(0.09611325655089932, -0.008757166156471327)","(0.1484347255637572, -0.020619115266100038)","(0.20396583041161817, -0.03852854178883059)","(0.263205160262244, -0.06364743399208113)","(0.32700502100393175, -0.09769023131961266)","(0.39693415805278337, -0.14344113172041761)","(0.4762877712397451, -0.20614814576704427)","(0.5741248981614925, -0.2989070665653687)","(0.7926050541650466, -0.5526951961456831)",0.0066535999067127705
1.2423965,"(0.0, 0.0)","(0.046667615238523745, -0.0021036702095032184)","(0.09605185753815465, -0.008775963358402819)","(0.14833891911930158, -0.02066389672484312)","(0.20383016585706154, -0.038613153858847477)","(0.2630210370860594, -0.06378870803494609)","(0.3267593698332607, -0.09790935077818923)","(0.39660696637576326, -0.14376630135223198)","(0.47584655151218275, -0.20662074838094438)","(0.5735075714783792, -0.2996011951362667)","(0.7914726317534239, -0.554007896162344)",0.007060900097712874
1.2483959999999998,"(0.0, 0.0)","(0.04663754759552601, -0.002108082907546331)","(0.0959904862782896, -0.008794606821698425)","(0.14824316549531574, -0.02070831845898044)","(0.20369459894980096, -0.03869709868301269)","(0.26283708830125196, -0.06392888949177292)","(0.326514017927625, -0.09812681124404261)","(0.3962802705544962, -0.14408906775234676)","(0.47540613572362295, -0.2070899573406394)","(0.5728915580682836, -0.3002905218750274)","(0.7903430573101773, -0.5553121745425549)",0.006299100001342595
1.2543954999999998,"(0.0, 0.0)","(0.046607493215761846, -0.002112458832831649)","(0.0959291437006254, -0.008813097700595058)","(0.14814746608430548, -0.020752383147615048)","(0.20355913154559171, -0.03878038120091931)","(0.2626533162332516, -0.06406798642213277)","(0.32626896810208644, -0.09834262494939154)","(0.3959540739390313, -0.14440944870692396)","(0.47496652785294236, -0.20755579801050575)","(0.5722768627450047, -0.300975083392841)","(0.7892163377223979, -0.5566080992991606)",0.007466900045983493
1.260395,"(0.0, 0.0)","(0.04657745255525536, -0.0021167982643367465)","(0.0958678307170325, -0.008831437141381876)","(0.14805182225124777, -0.020796093451454695)","(0.20342376546034133, -0.03886300631818776)","(0.26246972315170897, -0.06420600682979088)","(0.32602422309449985, -0.09855680404069606)","(0.39562837977248405, -0.1447274618750713)","(0.4745277317292238, -0.20801829556903673)","(0.5716634901054055, -0.30165491602350053)","(0.7880924794645343, -0.5578957377805108)",0.0073216999880969524
1.2663944999999999,"(0.0, 0.0)","(0.046547426061749046, -0.0021211014791090977)","(0.09580654822249304, -0.008849626282472432)","(0.14795623533447924, -0.020839452012982165)","(0.20328850247138802, -0.038944978906788004)","(0.26228631127225266, -0.06434295866324966)","(0.3257797855678801, -0.09876936057951571)","(0.39530319119420376, -0.14504312479015113)","(0.47408975103602374, -0.2084774750108135)","(0.5710514445353352, -0.30233005582642763)","(0.7869714886089638, -0.559175156883581)",0.006380999926477671
1.2723939999999998,"(0.0, 0.0)","(0.04651741417469524, -0.002125368752251962)","(0.09574529709508615, -0.008867666254344595)","(0.14786070664570009, -0.02088246145631255)","(0.20315334431757326, -0.0390263038047731)","(0.2621030827567182, -0.06447884981531414)","(0.3255356581109232, -0.09898030654185884)","(0.3949785112407933, -0.14535645485886092)","(0.4736525893132165, -0.208933361145254)","(0.5704407302128994, -0.3030005385849943)","(0.7858533708337945, -0.5604464229377049)",0.006074200035072863
1.2783935,"(0.0, 0.0)","(0.04648741732549797, -0.002129600356939683)","(0.09568407819648715, -0.008885558179603875)","(0.14776523747076545, -0.02092512438734255)","(0.2030182927003834, -0.03910698581656141)","(0.2619200397147276, -0.06461368812356819)","(0.32529184324014904, -0.0991896538189366)","(0.3946543428489998, -0.14566746936238603)","(0.4732162499609237, -0.209385978598356)","(0.5698313511139645, -0.3036663998092119)","(0.784738131432838, -0.5617096017429553)",0.006553799961693585
1.284393,"(0.0, 0.0)","(0.04645743593784706, -0.0021337965644446545)","(0.09562289237265824, -0.008903303173095758)","(0.14766982907077136, -0.020967443394015847)","(0.20288334928549115, -0.03918702971343689)","(0.2617371842057701, -0.0647474813712127)","(0.3250483434026425, -0.09939741421847538)","(0.39433068885929173, -0.14597618545837862)","(0.47278073624419586, -0.20983535181563384)","(0.5692233110184441, -0.30432767474016553)","(0.7836257753262522, -0.5629647585651498)",0.0071810000808909535
1.2903924999999998,"(0.0, 0.0)","(0.046427470427339246, -0.002137957644081922)","(0.09556174045306798, -0.008920902341672142)","(0.14757448268087794, -0.02100942104576919)","(0.20274851570121954, -0.039266440232509275)","(0.26155451823738946, -0.06488023728534541)","(0.3248051609741026, -0.09960359946208017)","(0.3940075520139884, -0.1462826201771016)","(0.4723460512915802, -0.21028150505661733)","(0.5686166135099616, -0.3049843983421194)","(0.7825163070644914, -0.5642119581367115)",0.00793819990940392
1.2963919999999998,"(0.0, 0.0)","(0.04639752120235792, -0.002142083863301024)","(0.09550062325250722, -0.008938356784576012)","(0.14747919951312516, -0.021051059894442597)","(0.2026137935424305, -0.03934522207842597)","(0.2613720437702281, -0.0650119635398113)","(0.3245622982651412, -0.09980822118965187)","(0.393684934964943, -0.14658679042799044)","(0.4719121981043743, -0.21072446240441414)","(0.5680112619870235, -0.3056366053166244)","(0.7814097308436483, -0.5654512646696238)",0.008696799981407821
1.3023915,"(0.0, 0.0)","(0.04636758866307202, -0.002146175487558946)","(0.09543954156902461, -0.008955667592906945)","(0.1473839807532781, -0.021092362473012386)","(0.20247918436630077, -0.03942337992099156)","(0.2611897627128108, -0.06514266775125373)","(0.3243197575152288, -0.1000112909533093)","(0.3933628402669073, -0.14688871299071346)","(0.4714791795498377, -0.21116424775285086)","(0.5674072596568641, -0.3062843300838709)","(0.7803060505034831, -0.566682741829869)",0.0073370999889448285
1.3083909999999999,"(0.0, 0.0)","(0.046337673202943706, -0.0021502327804868494)","(0.09537849618703836, -0.008972835850320193)","(0.1472888275656376, -0.02113333129724608)","(0.20234468969891586, -0.03950091839827933)","(0.2610076769300031, -0.06527235748429042)","(0.32407754090309016, -0.1002128202253952)","(0.39304127038994097, -0.14718840452703286)","(0.47104699837570635, -0.21160088482370046)","(0.5668046095522365, -0.3069276068079914)","(0.7792052695481423, -0.5679064527837285)",0.007002700003795326
1.3143904999999998,"(0.0, 0.0)","(0.04630777520756239, -0.0021542560037445583)","(0.09531748787493063, -0.008989862632414556)","(0.1471937410893582, -0.021173968864251245)","(0.20221031103032816, -0.039577842113903916)","(0.2608257882368841, -0.06540104024698741)","(0.32383565053954705, -0.10041282039150584)","(0.39272022771148707, -0.1474858815705441)","(0.47061565720193965, -0.2120343971519083)","(0.5662033145236445, -0.3075664693756075)","(0.7781073911424625, -0.5691224601550222)",0.008577300002798438
1.32039,"(0.0, 0.0)","(0.046277895055481084, -0.0021582454171099777)","(0.09525651738677365, -0.009006749007106796)","(0.14709872244112568, -0.021214277653361202)","(0.2020760498182507, -0.03965415563868681)","(0.2606440984035324, -0.06552872349363163)","(0.3235940884734867, -0.10061130275478666)","(0.39239971452363903, -0.14778116053305518)","(0.4701851585294568, -0.2124648080948882)","(0.5656033772498553, -0.30820095140954346)","(0.7770124181262968, -0.5703308260533457)",0.007626599981449544
1.3263894999999999,"(0.0, 0.0)","(0.04624803311836843, -0.0021622012784893153)","(0.0951955854626461, -0.0090234960346734)","(0.14700377271566348, -0.021254260126232907)","(0.2019419074888022, -0.039729863510840686)","(0.2604626091560827, -0.06565541462504237)","(0.3233528566933377, -0.1008082785364289)","(0.3920797330351976, -0.14807425770535576)","(0.469755504743023, -0.2128921408337015)","(0.5650048002420847, -0.3088310862706786)","(0.7759203530224712, -0.5715316120799415)",0.007010600063949823
1.3323889999999998,"(0.0, 0.0)","(0.046218189760599784, -0.0021661238438612064)","(0.09513469282778668, -0.00904010476751482)","(0.14690889298444976, -0.021293918726286724)","(0.2018078854348188, -0.03980497023491624)","(0.26028132217470507, -0.06578112098682604)","(0.3231119571248428, -0.10100375887298878)","(0.3917602853694362, -0.14836518925328732)","(0.4693266981093372, -0.21331641836743714)","(0.5644075858430064, -0.3094569070498592)","(0.7748311980396175, -0.5727248793089218)",0.007681100047193468
1.3383884999999998,"(0.0, 0.0)","(0.0461883653402805, -0.0021700133673907183)","(0.09507384019470935, -0.009056576250633084)","(0.14681408429899118, -0.0213332558798371)","(0.20167398502035494, -0.039879480283928154)","(0.26010023909940205, -0.06590584987291398)","(0.32287139163822703, -0.10119775482186588)","(0.3914413735727288, -0.1486539712258725)","(0.4688987407872371, -0.21373766352503887)","(0.5638117362387562, -0.3100784465853141)","(0.7737449550876305, -0.5739106883229467)",0.0075237000128254294
1.344388,"(0.0, 0.0)","(0.04615856020795187, -0.0021738701012696676)","(0.09501302826052987, -0.009072911520959884)","(0.14671934768672754, -0.02137227399449853)","(0.20154020757517366, -0.0399533980963574)","(0.2599193615231566, -0.06602960852058411)","(0.3226311620401534, -0.10139027735362753)","(0.3911229996055781, -0.14894061954400153)","(0.4684716348182432, -0.2141558989489938)","(0.5632172534498118, -0.31069573743892576)","(0.7726616257724491, -0.5750890991681091)",0.008141999947838485
1.3503874999999999,"(0.0, 0.0)","(0.0461287747079892, -0.002177694295876)","(0.09495225770985388, -0.00908911160802481)","(0.14662468415549482, -0.021410975460767655)","(0.20140655440086017, -0.04002672807912622)","(0.2597386909997609, -0.06615240411540954)","(0.3223912700833269, -0.10158133735966518)","(0.3908051653540442, -0.14922515001177877)","(0.4680453821398688, -0.2145711471118167)","(0.562624139346281, -0.31130881192045345)","(0.771581211414554, -0.5762601714010107)",0.006397800054401159
1.3563869999999998,"(0.0, 0.0)","(0.04609900917820071, -0.0021814861997207563)","(0.0948915292139485, -0.00910517753373132)","(0.14653009469226705, -0.021449362651490916)","(0.20127302676916345, -0.04009947460659626)","(0.2595582290418259, -0.06627424378959755)","(0.3221517174642867, -0.10177094564964176)","(0.39048787262750845, -0.14950757831278014)","(0.4676199845836584, -0.21498343031069236)","(0.562032395646783, -0.3119177020798177)","(0.7705037130513921, -0.5774239640736015)",0.007161900051869452
1.3623865,"(0.0, 0.0)","(0.046069263950052355, -0.0021852460594696337)","(0.09483084343120704, -0.009121110312446104)","(0.146435580263889, -0.021487437922074512)","(0.20113962592304072, -0.04017164202096336)","(0.25937797712220134, -0.06639513462264887)","(0.3219125058252964, -0.10195911295252284)","(0.3901711231611696, -0.14978792001160635)","(0.46719544387850137, -0.21539277066978416)","(0.5614420239229672, -0.31252243971059346)","(0.7694291314452203, -0.5785805357403376)",0.006486899917945266
1.3683859999999999,"(0.0, 0.0)","(0.046039539348378324, -0.002188974119903584)","(0.0947702010065498, -0.009136910950832178)","(0.14634114181617142, -0.021525203610087112)","(0.20100635307547693, -0.04024323463150907)","(0.2591979366725853, -0.0665150836401167)","(0.3216736367528521, -0.10214584991467054)","(0.3898549186146249, -0.15006619055109283)","(0.46677176164957135, -0.21579919013625098)","(0.5608530255993336, -0.31312305634429416)","(0.7683574670863613, -0.5797299444480042)",0.007473799982108176
1.3743854999999998,"(0.0, 0.0)","(0.04600983569201915, -0.0021926706239904933)","(0.09470960257274308, -0.00915258044814878)","(0.14624678027593607, -0.021562662035968943)","(0.2008732094123101, -0.040314256715933895)","(0.2590181090871899, -0.06663409781582608)","(0.3214351117822634, -0.1023311671032843)","(0.38953926057746263, -0.15034240525742437)","(0.46634893942506783, -0.21620271048770998)","(0.5602654019613793, -0.3137195832614017)","(0.7672887202044001, -0.5808722477560836)",0.0065128999995067716
1.3803849999999998,"(0.0, 0.0)","(0.04598015329359814, -0.0021963358128545252)","(0.09464904874993667, -0.009168119796121229)","(0.14615249655032123, -0.021599815502721408)","(0.20074019609133353, -0.04038471251977235)","(0.25883849572170275, -0.0667521840709042)","(0.32119693239657665, -0.10251507500491344)","(0.38922415056831106, -0.15061657933796307)","(0.46592697863565435, -0.2166033533291456)","(0.5596791541559167, -0.3143120514869546)","(0.7662228907717723, -0.5820075027329151)",0.007230999995954335
1.3863845,"(0.0, 0.0)","(0.045950492459954646, -0.0021999699258243915)","(0.09458854014655897, -0.009183529979142416)","(0.14605829152817384, -0.021636666296383056)","(0.2006073142442318, -0.04045460625728742)","(0.2586590978958256, -0.06686934927527038)","(0.32095910002979444, -0.10269758402777052)","(0.3889095900388431, -0.1508887278846951)","(0.4655058806194075, -0.2170011400979576)","(0.5590942831972556, -0.3149004917980426)","(0.7651599785129065, -0.5831357659608335)",0.006248399964533746
1.3923839999999998,"(0.0, 0.0)","(0.045920853491544865, -0.002203573200358183)","(0.09452807735807824, -0.009198811973955548)","(0.14596416607815896, -0.021673216685275207)","(0.20047456497405836, -0.04052394211004992)","(0.2584799168901803, -0.06698560024527536)","(0.32072161606332394, -0.1028787044980927)","(0.3885955803699582, -0.1511588658688748)","(0.46508564661804874, -0.21739609205625368)","(0.5585107899640667, -0.3154849347126285)","(0.7640999829044244, -0.584257093527075)",0.007340600015595555
1.3983834999999998,"(0.0, 0.0)","(0.04589123668336624, -0.0022071458721513184)","(0.09446766096891268, -0.009213966750106444)","(0.14587012105171324, -0.021709468921072533)","(0.20034194935928878, -0.04059272422895164)","(0.25830095395151736, -0.06710094374705158)","(0.3204844818323941, -0.10305844666532969)","(0.38828212287946706, -0.15142700814872256)","(0.46466627778596664, -0.21778823030205305)","(0.5579286752098777, -0.31606541050605336)","(0.7630429031882455, -0.5853715410463715)",0.007055700058117509
1.404383,"(0.0, 0.0)","(0.04586164232442389, -0.002210688175069915)","(0.09440729155132713, -0.00922899526966209)","(0.14577615728136248, -0.021745425238133654)","(0.20020946845157864, -0.04066095673294405)","(0.25812221028997173, -0.06721538649441731)","(0.32024769862291996, -0.10323682069891348)","(0.3879692188187424, -0.1516931694646699)","(0.4642477751869526, -0.21817757576244864)","(0.5573479395604388, -0.3166419492011253)","(0.7619887383721495, -0.5864791636472286)",0.0074056999292224646
1.4103824999999999,"(0.0, 0.0)","(0.04583207069823501, -0.0022142003412091603)","(0.09434696966647482, -0.009243898487454615)","(0.14568227558233768, -0.021781087854077525)","(0.20007712327799979, -0.04072864371012182)","(0.25794368708197307, -0.06732893515068002)","(0.320011267675151, -0.10341383669105472)","(0.3876568693771947, -0.15195736444352081)","(0.4638301397996318, -0.21856414919968525)","(0.5567685835203462, -0.317214580577119)","(0.7609374872390524, -0.5875800159877153)",0.006568899960257113
1.4163819999999998,"(0.0, 0.0)","(0.045802522082698055, -0.002217682600875668)","(0.09428669586412673, -0.009258677351005662)","(0.1455884767521733, -0.02181645896960209)","(0.19994491484053423, -0.04079578921737952)","(0.2577653854696899, -0.06744159632806716)","(0.3197751901831569, -0.1035895046558717)","(0.3873450756819387, -0.15221960759718464)","(0.46341337251753534, -0.21894797120937168)","(0.5561906074739346, -0.317783334167255)","(0.7598891483507978, -0.5886741522512623)",0.008941999985836446
1.4223815,"(0.0, 0.0)","(0.0457729967504683, -0.0022211351826312725)","(0.0942264706834473, -0.009273332800709133)","(0.14549476157191354, -0.021851540768915503)","(0.1998128441177523, -0.04086239728122175)","(0.2575873065632316, -0.06755337658907505)","(0.3195394672976194, -0.10376383453148383)","(0.38703383880126685, -0.15247991332579655)","(0.46299747415339393, -0.21932906222505166)","(0.5556140116906472, -0.3183482392654912)","(0.7588437200560972, -0.589761626158796)",0.007113099913112819
1.428381,"(0.0, 0.0)","(0.04574349496823586, -0.002224558313204167)","(0.09416629465150103, -0.009287865769456078)","(0.14540113080382763, -0.021886335418844074)","(0.19968091206174954, -0.04092847189608207)","(0.257409451436861, -0.06766428244367236)","(0.31930410012143273, -0.10393683617569506)","(0.38672315973982907, -0.1527382959113501)","(0.4625824454342136, -0.21970744250901747)","(0.5550387963205916, -0.31890932491315377)","(0.7578012004892315, -0.5908424909482628)",0.007736300001852214
1.4343804999999998,"(0.0, 0.0)","(0.04571401699805144, -0.0022279522176484705)","(0.0941061682859923, -0.00930227718330416)","(0.1453075851956386, -0.021920845070418197)","(0.19954911960392507, -0.040994017027306394)","(0.2572318211363681, -0.06777432035426531)","(0.3190690897186959, -0.10410851937367943)","(0.38641303944924243, -0.1529947695290923)","(0.4621682870134744, -0.22008313216887587)","(0.5544649614082734, -0.31946661992330244)","(0.7567615875856846, -0.591916799411222)",0.007898900075815618
1.4403799999999998,"(0.0, 0.0)","(0.04568456309627951, -0.002231317119216517)","(0.09404609209310079, -0.009316567960939213)","(0.14521412547720422, -0.021955071857592674)","(0.19941746765051288, -0.04105903660874199)","(0.2570544166735065, -0.06788349673168617)","(0.3188344371081767, -0.10427889383178414)","(0.38610347882079715, -0.15324934823837194)","(0.46175499946344273, -0.22045615114432224)","(0.5538925068851877, -0.3200201528614395)","(0.7557248790779679, -0.5929846038684693)",0.007693000021390617
1.4463795,"(0.0, 0.0)","(0.045655133514370505, -0.0022346532394520876)","(0.09398606656907726, -0.009330739014065796)","(0.1451207523629856, -0.021989017898170957)","(0.1992859570859697, -0.04112353454447522)","(0.25687723903034415, -0.06799181793808541)","(0.3186001432686695, -0.10444796918200965)","(0.3857944786918672, -0.15350204598928954)","(0.4613425832826884, -0.22082651921682517)","(0.5533214325785422, -0.3205699520597877)","(0.7546910725064415, -0.5940459561901897)",0.008200099924579263
1.4523789999999999,"(0.0, 0.0)","(0.04562572849872676, -0.002237960798173813)","(0.09392609219996481, -0.009344791247335905)","(0.14502746655162888, -0.022022685293633708)","(0.19915458877244102, -0.041187514708506734)","(0.25670028915866444, -0.06809929028639132)","(0.3183662091384095, -0.10461575498117953)","(0.3854860398454646, -0.15375287662148795)","(0.460931038895984, -0.2211942560079158)","(0.5527517382118772, -0.3211160456148712)","(0.7536601652225178, -0.595100907792179)",0.006389899994246662
1.4583784999999998,"(0.0, 0.0)","(0.04559634829073259, -0.0022412400134788975)","(0.09386616946166101, -0.009358725558363173)","(0.14493426872607273, -0.02205607612917005)","(0.1990233635499432, -0.04125098094480798)","(0.25652356798026743, -0.06820592004040407)","(0.31813263561556676, -0.10478226071109231)","(0.3851781630110343, -0.15400185386439522)","(0.46052036665557133, -0.22155938097957895)","(0.5521834234071215, -0.32165846138816917)","(0.7526321543931619, -0.5961495096408795)",0.008714099996723235
1.464378,"(0.0, 0.0)","(0.04556699312716248, -0.002244491101793186)","(0.09380629882076064, -0.009372542837931932)","(0.1448411595548563, -0.02208919247417138)","(0.19889228223817154, -0.04131393706824866)","(0.2563470763893218, -0.06831171341633943)","(0.31789942356119527, -0.1049474957809158)","(0.3848708488680706, -0.1542489913407871)","(0.4601105668455482, -0.22192191343946177)","(0.551616487689936, -0.32219722701383985)","(0.7516070370083509, -0.597191812265076)",0.0071211999747902155
1.4703775,"(0.0, 0.0)","(0.04553766323941404, -0.002247714277777733)","(0.09374648073296804, -0.009386243969602711)","(0.1447481396896868, -0.022122036381292554)","(0.19876134563323133, -0.04137638686282638)","(0.25617081524831015, -0.06841667657988107)","(0.3176665737944964, -0.1051114695226304)","(0.3845640980408804, -0.15449430256005617)","(0.45970163967643823, -0.22228187253114548)","(0.5510509304846581, -0.3227323698845264)","(0.7505848098789418, -0.5982278657274761)",0.007171300007030368
1.4763769999999998,"(0.0, 0.0)","(0.04550835885467966, -0.002250909754472909)","(0.09368671564552077, -0.009399829830316899)","(0.1446552097691791, -0.022154609887884518)","(0.19863055451274686, -0.04143833408436204)","(0.25599478539454185, -0.06852081565066727)","(0.3174340871007527, -0.10527419119797757)","(0.38425791110792945, -0.15473780092851816)","(0.4592935852959079, -0.22263927724913668)","(0.5504867511263105, -0.32326391717342656)","(0.7495654696501337, -0.5992577196731367)",0.007937800022773445
1.4823764999999998,"(0.0, 0.0)","(0.04547908019516433, -0.00225407774320344)","(0.09362700399556881, -0.009413301289995764)","(0.14456237041637282, -0.02218691501504015)","(0.19849990963252187, -0.04149978245870016)","(0.255818987636007, -0.06862413669929421)","(0.31720196422647673, -0.10543566999382645)","(0.38395228859646496, -0.15497949974256536)","(0.4588864037831663, -0.2229941464289689)","(0.5499239488553392, -0.32379189581984685)","(0.7485490127990541, -0.6002814232982692)",0.007129400037229061
1.488376,"(0.0, 0.0)","(0.04544982747874318, -0.00225721845366014)","(0.09356734621153465, -0.009426659211882767)","(0.14446962224083415, -0.0222189537684042)","(0.19836941172942327, -0.04156073568323195)","(0.25564342275507806, -0.06872664574985073)","(0.31697020588396685, -0.10559591502610109)","(0.3836472309879626, -0.15521941219449925)","(0.4584800951553452, -0.22334649875570256)","(0.5493625228250015, -0.32431633254174924)","(0.7475354356438556, -0.6012990253689072)",0.008320200024172664
1.4943754999999999,"(0.0, 0.0)","(0.045420600918739965, -0.002260332093874117)","(0.09350774271265389, -0.009439904452433532)","(0.14437696583795925, -0.022250728137909626)","(0.1982390615204656, -0.04162119742639579)","(0.2554680915074184, -0.06882834877908595)","(0.31673881275011506, -0.10575493533849632)","(0.38334273871695257, -0.15545755137064274)","(0.45807465936654007, -0.2236963527612199)","(0.5488024721009848, -0.32483725383185363)","(0.7465247343456762, -0.6023105742337951)",0.0068746000761166215
1.5003749999999998,"(0.0, 0.0)","(0.04539140072386962, -0.002263418870211083)","(0.09344819390885561, -0.00945303786129036)","(0.14428440178879884, -0.02228224009771442)","(0.19810885970260247, -0.04168117132755536)","(0.2552929946217813, -0.06892925171620462)","(0.316507785466279, -0.10591273990216478)","(0.3830388121710681, -0.1556939302508899)","(0.4576700963081996, -0.2240437268236035)","(0.548243795662443, -0.32535468595679407)","(0.7455169049118613, -0.6033161177868166)",0.007919499999843538
1.5063745,"(0.0, 0.0)","(0.04536222709884981, -0.0022664789874483823)","(0.09338870020202511, -0.009466060281604809)","(0.1441919306620114, -0.02231349160696503)","(0.1979788069554055, -0.041740660998435125)","(0.25511813280344914, -0.06902936044525702)","(0.3162771246425147, -0.10606933761941936)","(0.382735451696104, -0.15592856171420633)","(0.45726640581504796, -0.22438863917515553)","(0.5476864924088467, -0.3258686549689621)","(0.7445119432043724, -0.6043157035607751)",0.007422399939969182
1.5123739999999999,"(0.0, 0.0)","(0.045333080243666106, -0.0022695126486862133)","(0.09332926198448402, -0.009478972549662599)","(0.14409955301153218, -0.022344484608902957)","(0.19784890393792848, -0.04179967002143407)","(0.25494350673033817, -0.06912868080232851)","(0.316046830853016, -0.10622473731938582)","(0.38243265759095985, -0.15616145853219873)","(0.45686358765981566, -0.2247311078930909)","(0.54713056115503, -0.3263791866929081)","(0.7435098449375149, -0.6053093785346071)",0.006741599994711578
1.5183734999999998,"(0.0, 0.0)","(0.04530396035442723, -0.0022725200554552)","(0.09326987964075717, -0.009491775495334706)","(0.1440072693793012, -0.022375221031933408)","(0.19771915129243803, -0.04185820195163624)","(0.25476911705776045, -0.06922721857888704)","(0.31581690464192835, -0.10637894776318807)","(0.3821304301145067, -0.1563926333768126)","(0.45646164156114355, -0.2250711509107466)","(0.5465760006400998, -0.3268863067418658)","(0.7425106056880928, -0.6062971894409996)",0.006753700086846948
1.5243729999999998,"(0.0, 0.0)","(0.04527486762287593, -0.002275501407658188)","(0.09321055354656062, -0.009504469941830934)","(0.14391508029371436, -0.022405702789037335)","(0.19758954964233688, -0.04191626031569983)","(0.2545949644158619, -0.06932497951993061)","(0.3155873465203817, -0.10653197764108222)","(0.38182876948235606, -0.15662209881609626)","(0.45606056718032123, -0.22540878601145897)","(0.546022809524576, -0.32739004050882553)","(0.7415142208949407, -0.6072791824921083)",0.006443599937483668
1.5303725,"(0.0, 0.0)","(0.045245802236855474, -0.002278456903630277)","(0.09315128406976482, -0.009517056705950976)","(0.1438229862711137, -0.02243593177836508)","(0.19746009959421243, -0.04197384861297277)","(0.25442104941226096, -0.06942196932584427)","(0.31535815696975344, -0.10668383557533458)","(0.3815276758707838, -0.15684986731847803)","(0.45566036412592315, -0.22574403083480576)","(0.5454709863958288, -0.3278904131757633)","(0.7405206858658467, -0.6082554035208436)",0.00819780002348125
1.5363719999999998,"(0.0, 0.0)","(0.0452167643802923, -0.0022813867401392774)","(0.09309207157035702, -0.009529536598084861)","(0.14373098781573743, -0.022465909883234825)","(0.1973308017377947, -0.042030970315486665)","(0.25424737263204916, -0.06951819365238791)","(0.315129336441768, -0.10683453012020529)","(0.381227149417017, -0.15707595125275356)","(0.4552610319544186, -0.22607690287661633)","(0.5449205297692672, -0.3283874497137211)","(0.7395299957806175, -0.6092258979499868)",0.006577000021934509
1.5423714999999998,"(0.0, 0.0)","(0.045187754232667285, -0.00228429111232258)","(0.09303291639934726, -0.009541910421945616)","(0.14363908541804365, -0.02249563897149471)","(0.19720165664370587, -0.042087628866751325)","(0.2540739346350062, -0.0696136581086852)","(0.31490088535525895, -0.10698406975883434)","(0.3809271902156821, -0.15730036288347868)","(0.45486257016654386, -0.226407419482302)","(0.5443714380850727, -0.32888117487305707)","(0.738542145690183, -0.6101907107970218)",0.006797999958507717
1.548371,"(0.0, 0.0)","(0.04515877197003659, -0.0022871702138167987)","(0.09297381890087837, -0.009554178975113448)","(0.14354727955796523, -0.022525120896812918)","(0.19707266486790112, -0.042143827684183)","(0.2539007359612517, -0.06970836826126786)","(0.31467280410303244, -0.10713246290950766)","(0.3806277983268534, -0.15752311438027009)","(0.45446497821646675, -0.22673559786039849)","(0.5438237097183494, -0.329371613203411)","(0.7375571305275308, -0.6111498866910713)",0.0073222999926656485
1.5543704999999999,"(0.0, 0.0)","(0.045129817764532794, -0.002290024236698733)","(0.09291477941119251, -0.009566343048785718)","(0.1434555707033265, -0.022554357498080938)","(0.1969438269495441, -0.042199570157976436)","(0.2537277771286157, -0.06980232963219367)","(0.3144450930488112, -0.10727971792274324)","(0.3803289737727035, -0.15774421781349474)","(0.45406825550836755, -0.22706145507632716)","(0.5432773429760498, -0.3298587890445893)","(0.7365749451068795, -0.6121034698374379)",0.006540699978359044
1.5603699999999998,"(0.0, 0.0)","(0.045100891784441266, -0.002292853371497875)","(0.09285579825878829, -0.009578403427828015)","(0.14336395931009238, -0.022583350599532207)","(0.19681514341136713, -0.04225485965132502)","(0.25355505863314326, -0.06989554769941073)","(0.31421775252792933, -0.10742584308185635)","(0.38003071653845844, -0.15796368515511647)","(0.4536724013977644, -0.22738500805364917)","(0.5427323360988736, -0.3303427265284602)","(0.7355955841272301, -0.6130515040854528)",0.007976500084623694
1.5663694999999997,"(0.0, 0.0)","(0.04507199419431263, -0.002295657807213547)","(0.09279687576465204, -0.009590360890844758)","(0.14327244582273002, -0.02261210201090703)","(0.19668661476018506, -0.04230969950072839)","(0.2533825809497894, -0.06998802789726735)","(0.31399078284825394, -0.10757084660374991)","(0.37973302657361085, -0.1581815282798766)","(0.4532774151931184, -0.22770627357580434)","(0.5421886872634494, -0.33082344958156445)","(0.7346190421761212, -0.6139940328585676)",0.0065651999320834875
