alpha,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
18.816006375,"(0.0, 0.0)","(7.809263198638519e-05, -0.0014864781035988542)","(0.0006685395212977091, -0.006293488442892806)","(0.0024340377620771514, -0.015057993190217243)","(0.006289425174551708, -0.028652114982866392)","(0.013580298746608821, -0.04836203478006405)","(0.026462156398097958, -0.07626754314409072)","(0.04882920237736052, -0.11617144850701934)","(0.08915363782909067, -0.17643998730261015)","(0.17353354386850003, -0.2830552092088302)","(0.7694682875000199, -0.9044975686798707)",0.013232600002083927
19.20000625,"(0.0, 0.0)","(7.73733359664408e-05, -0.0014723743816715904)","(0.0006623959890886891, -0.006233882868177757)","(0.002411735386747743, -0.014915685584577697)","(0.006232015872719571, -0.02838206941116522)","(0.013456980456753309, -0.0479078846912703)","(0.02622366144212579, -0.0755551166147281)","(0.04839433506615409, -0.11509542163995724)","(0.08837697832993502, -0.17483163073250016)","(0.17210636198950363, -0.2805828751850426)","(0.7717849019815868, -0.9054586741293665)",0.01797349998378195
19.584006125,"(0.0, 0.0)","(7.667147865211138e-05, -0.0014586386366472563)","(0.0006564005186335958, -0.0061758259632420645)","(0.002389966474246226, -0.014777056880579956)","(0.006175966238444311, -0.02811896063565667)","(0.013336543169919862, -0.04746530058891838)","(0.025990627273738492, -0.07486060719719186)","(0.04796910405613017, -0.11404590988439033)","(0.0876164698791845, -0.1732613746176677)","(0.17070381594454265, -0.27816291044775043)","(0.7740330809766899, -0.9063912408473023)",0.02203740002005361
19.968006,"(0.0, 0.0)","(7.598647188822999e-05, -0.0014452563632921774)","(0.0006505481852115344, -0.0061192571560913095)","(0.0023687135965876627, -0.014641964543345704)","(0.0061212329137998595, -0.027862523138794858)","(0.013218898133351697, -0.047033847061444436)","(0.025762894436873934, -0.0741833568825018)","(0.04755325345059966, -0.11302197914516271)","(0.08687176831736595, -0.17172798722045476)","(0.16932578533940723, -0.2757940564303505)","(0.776216127866369, -0.9072966613412698)",0.017751499981386587
20.352005875,"(0.0, 0.0)","(7.531774738464211e-05, -0.0014322137700949298)","(0.0006448342233098467, -0.006064118812904622)","(0.002347959856289411, -0.014510272831278556)","(0.006067773748601485, -0.02761250376883946)","(0.013103958731888826, -0.046613108323919974)","(0.025540306351832298, -0.07352273584479552)","(0.04714652905735087, -0.11202273176627116)","(0.08614252138856746, -0.1702302748508354)","(0.16797208797195934, -0.2734750540094258)","(0.7783371236432394, -0.9081762358799227)",0.013717099995119497
20.73600575,"(0.0, 0.0)","(7.466475663538141e-05, -0.0014194977403484933)","(0.0006392540270908492, -0.006010356082334294)","(0.002327688893287043, -0.014381852449039282)","(0.006015547835441559, -0.02736866113944172)","(0.01299164061259675, -0.04620268733638462)","(0.025322709690334316, -0.0728781413396111)","(0.04674867944131686, -0.11104730551464266)","(0.08542837173240356, -0.1687670820155481)","(0.16664248949333765, -0.27120464911030656)","(0.7803989518302898, -0.9090311763362975)",0.01547690000734292
21.120005625,"(0.0, 0.0)","(7.402697076551099e-05, -0.001407095796013693)","(0.0006338031501198563, -0.00595791675061612)","(0.0023078848886252806, -0.014256580223706315)","(0.005964515534666495, -0.027130765067144017)","(0.012881861782846157, -0.04580220497278781)","(0.02510995468619981, -0.07224899665344013)","(0.04635945682567141, -0.11009487257935203)","(0.08472895951183079, -0.16733729144390339)","(0.1653367121527059, -0.26898159777215025)","(0.7824043112516452, -0.9098626179335617)",0.01502930000424385
21.5040055,"(0.0, 0.0)","(7.340388020804847e-05, -0.0013949960627059265)","(0.0006284773035070274, -0.005906751100397324)","(0.002288532561789562, -0.014134338786925124)","(0.005914638480997214, -0.02689859601349094)","(0.01277454266331332, -0.04541129918289838)","(0.024901895343652183, -0.07163475001006009)","(0.04597861776506934, -0.10916463843247634)","(0.08404392451329709, -0.16593982372335142)","(0.16405444215349843, -0.2668046700614509)","(0.7843557317870492, -0.9106716223319796)",0.016156199999386445
21.888005375,"(0.0, 0.0)","(7.279499433300585e-05, -0.0013831872369961594)","(0.0006232723535441811, -0.005856811778601504)","(0.0022696171657699687, -0.014015016276555216)","(0.005865879582898387, -0.026671944559296473)","(0.0126696061214005, -0.045029624197744665)","(0.024698389597077, -0.07103487352236507)","(0.04560592370183883, -0.10825584070758155)","(0.08337290795674782, -0.1645736368366185)","(0.16279533622753997, -0.2646726534962821)","(0.7862555873021504, -0.9114591848112894)",0.017268700001295656
22.27200525,"(0.0, 0.0)","(7.21998409744691e-05, -0.0013716585550227732)","(0.0006181843183715799, -0.005808053669062489)","(0.0022511244781482087, -0.013898506047535937)","(0.005818203010209785, -0.026450610891321277)","(0.01256697747515359, -0.04465684974475252)","(0.024499299402127916, -0.07044886213496765)","(0.04524114136530133, -0.10736774800835461)","(0.08271555393116087, -0.1632377254521494)","(0.16155902718052267, -0.26258435564763555)","(0.7881061079840589, -0.9122262394560382)",0.024237199977505952
22.656005125,"(0.0, 0.0)","(7.161796592422554e-05, -0.001360399762994919)","(0.0006132093642750858, -0.005760433772557471)","(0.0022330407904930308, -0.013784706398749251)","(0.005771574176269681, -0.02623440431539761)","(0.012466584482067763, -0.04429266029879312)","(0.02430449078877138, -0.06987623260445162)","(0.04488404307770444, -0.10649965873160992)","(0.0820715105928867, -0.1619311201292321)","(0.16034512876055476, -0.26053860629173203)","(0.7899093927988319, -0.9129736654277724)",0.02913859998807311
23.040005,"(0.0, 0.0)","(7.104893241438592e-05, -0.0013494010896487041)","(0.0006083438018317233, -0.005713911094593447)","(0.0022153528969107647, -0.013673520316990286)","(0.0057259597168966, -0.026023142798730928)","(0.012368357318382109, -0.043936754375087254)","(0.02411383388849217, -0.06931652252955327)","(0.04453440699280714, -0.10565089992989614)","(0.08144043118427483, -0.16065288649221962)","(0.15915323999339906, -0.25853425924707957)","(0.7916674153063825, -0.9137022871470803)",0.020516499993391335
23.424004875,"(0.0, 0.0)","(7.049232050243895e-05, -0.0013386532193157615)","(0.0006035840811349294, -0.005668446535174701)","(0.002198048078888244, -0.013564855223951233)","(0.005681327458612148, -0.025816652513862226)","(0.012272228531763948, -0.043588843815899773)","(0.023927202900444755, -0.06876928935164266)","(0.04419201719634408, -0.10482082608263606)","(0.08082197472242877, -0.1594021241447317)","(0.15798294857235867, -0.25657019338198606)","(0.7933820386146951, -0.9144128840855604)",0.018594799999846146
23.80800475,"(0.0, 0.0)","(6.994772655590648e-05, -0.0013281472679383252)","(0.0005989267878460311, -0.005624002790804216)","(0.002181114093012096, -0.013458622751807562)","(0.005637646393867574, -0.025614767435509753)","(0.012178133007921865, -0.043248653163166964)","(0.023744476081640667, -0.06823410948368011)","(0.043856663842927496, -0.10400881804769174)","(0.08021580673441425, -0.15817796582342544)","(0.1568338343097854, -0.25464531394671436)","(0.7950550175459647, -0.9151061883530888)",0.017661699996097013
24.192004625,"(0.0, 0.0)","(6.941476262228852e-05, -0.001317874759124389)","(0.0005943686381889302, -0.005580544256097866)","(0.0021645391545120837, -0.013354738516299843)","(0.0055948866443901735, -0.025417328928906142)","(0.012086007908419086, -0.04291591900844583)","(0.02356553567237607, -0.06771057738487911)","(0.04352814314921041, -0.1032142818866693)","(0.07962159965414156, -0.15697957624325612)","(0.15570547161181503, -0.2527585529874084)","(0.7966880111451957, -0.9157828926881448)",0.01751829998102039
24.5760045,"(0.0, 0.0)","(6.889305586057007e-05, -0.0013078276023443898)","(0.0005899064744452412, -0.00553803693423501)","(0.002148311922495469, -0.013253121910312648)","(0.005553019428471778, -0.025224185375630336)","(0.01199579261578912, -0.042590389402860675)","(0.023390267832659045, -0.06719830472285447)","(0.04320625739873554, -0.10243664780742985)","(0.07903903321625783, -0.15580615108134552)","(0.15459743187716854, -0.25090886987699956)","(0.7982825866233221, -0.9164436506950641)",0.018773999996483326
24.960004375,"(0.0, 0.0)","(6.838224797696066e-05, -0.0012979980723995578)","(0.0005855372604455442, -0.005496448352498512)","(0.0021324214849960804, -0.01315369590879872)","(0.005512017027210395, -0.025035191819064898)","(0.011907428674761925, -0.04227182329583305)","(0.0232185625666263, -0.06669691957157425)","(0.04289081491236929, -0.10167536913888962)","(0.07846779474996185, -0.15465691595178185)","(0.15350928555892657, -0.24909525163720514)","(0.7998402265461086, -0.9170890803162711)",0.029392500000540167
25.34400425,"(0.0, 0.0)","(6.788199461841421e-05, -0.001288378789457128)","(0.000581258076655336, -0.0054557474798716185)","(0.0021168573423449716, -0.013056386877651767)","(0.0054718527457416205, -0.02485020961505886)","(0.011820859720724719, -0.0419599899774557)","(0.023050313616726437, -0.06620606560359149)","(0.04258162994788517, -0.10092992127008975)","(0.0779075792961185, -0.15353112525348322)","(0.1524406036824881, -0.24731671279173814)","(0.8013623339174216, -0.9177197656278145)",0.023167600011220202
25.728004125,"(0.0, 0.0)","(6.739196484861071e-05, -0.0012789627011320908)","(0.0005770661159530469, -0.005415904653187565)","(0.002101609392997611, -0.01296112440273062)","(0.005432500880614907, -0.024669106120210543)","(0.011736031420880505, -0.04165466858279853)","(0.02288541838115145, -0.0657254013765921)","(0.042278522638567045, -0.10019980072555731)","(0.07735808978538133, -0.1524280612079092)","(0.1513909594631339, -0.24557229548974657)","(0.8028502409425258, -0.9183362625608931)",0.01557299998239614
26.112004,"(0.0, 0.0)","(6.691184058947933e-05, -0.001269743065033647)","(0.0005729586790756552, -0.005376891504963814)","(0.0020866679179840503, -0.012867841122110847)","(0.005393936683051229, -0.024491754384382138)","(0.011652891404893437, -0.041355647599091265)","(0.02272377780630533, -0.06525459961493461)","(0.04198131887309248, -0.09948452421043212)","(0.07681903706890614, -0.15134703278946945)","(0.15035992946219817, -0.2438610692275282)","(0.8043052083536673, -0.9189390954271095)",0.01578640000661835
26.496003875,"(0.0, 0.0)","(6.644131610184303e-05, -0.0012607134326281229)","(0.0005689331703809322, -0.005338680896669013)","(0.002072023566428695, -0.01277647257093714)","(0.0053561363246944355, -0.0243180328662531)","(0.0115713892001406, -0.04106272440972078)","(0.022565296286138, -0.06479334654467606)","(0.04168985018226867, -0.09878362772648484)","(0.07629013994402753, -0.15028737473614087)","(0.14934709466870325, -0.24218213060965846)","(0.8057284322619319, -0.9195287611904639)",0.018665700015844777
26.88000375,"(0.0, 0.0)","(6.598009743402286e-05, -0.0012518676334414484)","(0.0005649870933055259, -0.005301246853187463)","(0.002057667339820199, -0.012686957028457695)","(0.005319076859653826, -0.024147825151398083)","(0.011491476157566183, -0.040775704838843914)","(0.02240988153931195, -0.06434134122138266)","(0.041403953573901836, -0.09809666565765049)","(0.07577112505003464, -0.14924844646031935)","(0.1483520411708545, -0.24053460274474933)","(0.8071210540758705, -0.9201057370051188)",0.018283699988387525
27.264003625,"(0.0, 0.0)","(6.552790197907228e-05, -0.001243199761314615)","(0.0005611180467510329, -0.005264564505983871)","(0.002043590579667333, -0.012599235385903651)","(0.005282736195327778, -0.023981019710110747)","(0.011413105396600828, -0.04049440276331202)","(0.02225744452387715, -0.06389829496472015)","(0.04112347143817452, -0.09742321002016185)","(0.07526172689853239, -0.1482296312173451)","(0.14737436113647195, -0.23891763510871217)","(0.808484146834717, -0.9206704643515399)",0.019210999977076426
27.648003499999998,"(0.0, 0.0)","(6.508445795818524e-05, -0.001234704160342979)","(0.0005573237208055179, -0.005228610034651912)","(0.002029784952568614, -0.012513251009709207)","(0.005247093055983296, -0.023817509644467216)","(0.011336231732803598, -0.04021863970216895)","(0.022107899313709378, -0.06346393074803965)","(0.04084825136933243, -0.09676284962095287)","(0.07476168770799191, -0.14723033506998898)","(0.14641365321005784, -0.2373304028202329)","(0.8098187509018666, -0.921223382697178)",0.022379199974238873
28.032003375,"(0.0, 0.0)","(6.464950397720541e-05, -0.001226375412303197)","(0.000553601893085516, -0.005193360614739014)","(0.00201624243752916, -0.01242894961968823)","(0.005212126952107127, -0.023657192463713624)","(0.01126081161787057, -0.039948244453678346)","(0.021961162998821407, -0.06303798266236367)","(0.04057814603094739, -0.09611518932833786)","(0.07427075731733274, -0.1462499860219511)","(0.14546952307377034, -0.2357721061962738)","(0.8111258350300362, -0.9217648886815262)",0.02190120000159368
28.41600325,"(0.0, 0.0)","(6.42227885678786e-05, -0.0012182083244010676)","(0.000549950424927996, -0.005158794366774081)","(0.002002955312638291, -0.012346279169645221)","(0.005177818147791918, -0.02349996986322595)","(0.011186803074489188, -0.03968305273600077)","(0.02181715557309491, -0.06262019538076462)","(0.04031301299071438, -0.09547984933044434)","(0.0737886930203333, -0.14528803309718283)","(0.144541583746203, -0.23424197008061307)","(0.8124063363570381, -0.9222953743691021)",0.02212340000551194
28.800003125,"(0.0, 0.0)","(6.380406978472204e-05, -0.0012101979181923413)","(0.0005463672580531057, -0.005124890310233492)","(0.001989916143444216, -0.012265189739724193)","(0.005144147632457408, -0.023345747525625453)","(0.011114165640413898, -0.03942290686488058)","(0.021675799839615997, -0.06221032368028594)","(0.04005271458679932, -0.09485646447950796)","(0.07331525945529901, -0.14434394554559596)","(0.14362945598635013, -0.23273924336928953)","(0.8136611422726916, -0.9228152075010073)",0.01856019999831915
29.184003,"(0.0, 0.0)","(6.339311477512183e-05, -0.0012023394185994483)","(0.0005428504109815727, -0.005091628317759904)","(0.0019771177703451492, -0.012185633428924742)","(0.0051110970897205316, -0.023194434921165005)","(0.01104286030547795, -0.039167655427743746)","(0.021537021299714812, -0.06180813195286801)","(0.039797117756829606, -0.09424468360657205)","(0.07285022840260474, -0.14341721196787158)","(0.1427327684052345, -0.23126319826090433)","(0.8148911037052299, -0.923324743281416)",0.021550500008743256
29.568002875,"(0.0, 0.0)","(6.298969940296897e-05, -0.001194628243994262)","(0.0005393979759040941, -0.005058989073881486)","(0.0019645532976173066, -0.012107564258350521)","(0.005078648870472671, -0.02304594512845689)","(0.01097284945763298, -0.038917152991963064)","(0.021400748059455632, -0.06141339376981924)","(0.03954609389877341, -0.09364416891708557)","(0.07239337863998854, -0.14250733956204822)","(0.14185115769460352, -0.2298131297060828)","(0.8160970249251627, -0.9238243129113617)",0.01958100000047125
29.95200275,"(0.0, 0.0)","(6.25936078698236e-05, -0.0011870599966150145)","(0.0005360081155199072, -0.005026954035049826)","(0.0019522160822736181, -0.012030938077338748)","(0.0050467859653261365, -0.022900194660027268)","(0.010904096827059964, -0.03867125981979631)","(0.021266910730792274, -0.061025891453481584)","(0.039299518717446996, -0.09305459538946179)","(0.07194449575681686, -0.1416138533523296)","(0.1409842687068406, -0.2283883547394703)","(0.8172796823295682, -0.9243142404597036)",0.019977599993580952
30.336002625,"(0.0, 0.0)","(6.220463235446366e-05, -0.001179630453546158)","(0.0005326790600241292, -0.004995505392006321)","(0.0019400997234312392, -0.011955712475004527)","(0.005015491978266229, -0.022757103297801583)","(0.01083656743256517, -0.03842984159925267)","(0.02113544233629272, -0.06064541567214184)","(0.03905727207509861, -0.09247565020458515)","(0.0715033719677505, -0.14073629545267674)","(0.14013175449812187, -0.2269882118209975)","(0.8184398142137801, -0.9247948326632339)",0.02160609999555163
30.7200025,"(0.0, 0.0)","(6.182257267905826e-05, -0.0011723355583434238)","(0.0005294091043202519, -0.004964626034846311)","(0.0019281980524785067, -0.01188184669814374)","(0.00498475110230126, -0.022616593940460852)","(0.010770227532097928, -0.038192769194487684)","(0.02100627822136629, -0.06027176506460615)","(0.03881923785435122, -0.091907032217834)","(0.07106980594432369, -0.1398742243878268)","(0.1392932763873811, -0.22561206024384237)","(0.8195781251103205, -0.9252663809067787)",0.019569399999454618
31.104002375,"(0.0, 0.0)","(6.144723597266769e-05, -0.001165171412901656)","(0.0005261966051971351, -0.0049342995190339075)","(0.0019165051230660562, -0.011809301571190096)","(0.0049545480945029086, -0.022478592454178686)","(0.010705044571493127, -0.037959918400714686)","(0.020879355961750667, -0.0599047458692022)","(0.038585303808703855, -0.09134845143134676)","(0.07064360261165109, -0.13902721439643426)","(0.13846850388953078, -0.22425927943943458)","(0.8206952914060475, -0.92572916640938)",0.01684579998254776
31.48800225,"(0.0, 0.0)","(6.107843636335951e-05, -0.0011581342699473573)","(0.0005230399787505315, -0.0049045100340429975)","(0.0019050152019774377, -0.011738039422402742)","(0.004924868253281603, -0.022343027535088728)","(0.010640987137936264, -0.037731169718639115)","(0.020754615279917385, -0.059544171582957606)","(0.0383553614287082, -0.09079962851083147)","(0.07022457297138404, -0.1381948547981681)","(0.1376571146911307, -0.22292926837313778)","(0.8217919588568415, -0.926183456637831)",0.018323900003451854
31.872002124999998,"(0.0, 0.0)","(6.071599468314079e-05, -0.0011512205259302582)","(0.0005199376979077783, -0.0048752423736471776)","(0.0018937227603505191, -0.011668024013883659)","(0.004895697396487889, -0.02220983057876353)","(0.01057802491497388, -0.037506408140107556)","(0.02063199796382731, -0.059189862637065015)","(0.03812930581058406, -0.09026029432383097)","(0.06981253392294712, -0.13737674938407954)","(0.13685879459427033, -0.22162144494047362)","(0.8228687502352848, -0.9266295120402344)",0.02262689999770373
32.256001999999995,"(0.0, 0.0)","(6.0359738185918055e-05, -0.001144426714301611)","(0.00051688829006033, -0.00484648190781197)","(0.0018826224652710166, -0.011599220475328853)","(0.004867021840404079, -0.022078935556559574)","(0.01051612863924091, -0.037285522944809794)","(0.02051144778845805, -0.05884164608856784)","(0.03790703552830714, -0.08973018949979022)","(0.06940730808577122, -0.136572515832024)","(0.13607323743777322, -0.22033524537168217)","(0.8239262519438102, -0.9270675718051293)",0.02409230000921525
32.640001874999996,"(0.0, 0.0)","(6.0009500256075904e-05, -0.0011377494988757115)","(0.0005138903346067376, -0.004818214554871177)","(0.0018717091709981523, -0.011531595238264003)","(0.004838828377645807, -0.021950278892415118)","(0.010455270054424287, -0.03706840749668538)","(0.020392910430796607, -0.05849935530917063)","(0.03768845249030525, -0.08920906397990055)","(0.06900872358232499, -0.13578178508997973)","(0.13530014488775854, -0.21907012351551583)","(0.8249650412803341, -0.9274978822270324)",0.018665999989025295
33.02400175,"(0.0, 0.0)","(5.966512018962776e-05, -0.0011311856682988777)","(0.0005109424611247984, -0.004790426758463654)","(0.0018609779125246945, -0.011465115981876254)","(0.004811104261246292, -0.021823799362211)","(0.01039542187901911, -0.03685495907954826)","(0.020276333412963393, -0.05816282973850098)","(0.03747346185176326, -0.088696676671531)","(0.06861661393535307, -0.13500420093690163)","(0.13453922651706818, -0.2178255504913351)","(0.8259856542650443, -0.9279206542896922)",0.023538599984021857
33.408001625,"(0.0, 0.0)","(5.9326442896313544e-05, -0.001124732129692219)","(0.0005080433468467004, -0.004763105460796144)","(0.0018504238964930503, -0.011399751569550951)","(0.004783837181543446, -0.021699437974231073)","(0.010336557757477868, -0.03664507869805741)","(0.020161666009967008, -0.05783191457644038)","(0.03726197185287844, -0.08819279499451686)","(0.06823081780032503, -0.13423941933537517)","(0.13379019941477913, -0.21660101381836017)","(0.8269886246084421, -0.9283361209240008)",0.03727450000587851
33.7920015,"(0.0, 0.0)","(5.8993318712907e-05, -0.0011183859038633329)","(0.0005051917151018374, -0.00473623808269113)","(0.0018400424957203815, -0.011335472002051733)","(0.004757015252691461, -0.021577137882277938)","(0.010278652233011942, -0.036438670936048814)","(0.02004885920211874, -0.057506460571049745)","(0.0370538937467684, -0.08769719458565739)","(0.06785117888620534, -0.13348710806099576)","(0.1330527882893636, -0.2153960171489046)","(0.8279744553271791, -0.9287444889750559)",0.023728500003926456
34.176001375,"(0.0, 0.0)","(5.866560313004879e-05, -0.0011121441195736216)","(0.0005023863329985147, -0.0047098124994543675)","(0.0018298292408430034, -0.011272248360176745)","(0.004730626991350656, -0.02145684427750805)","(0.010221680702400412, -0.03623564377609912)","(0.01993786558926916, -0.057186323738851796)","(0.03684914164782126, -0.08720965888428696)","(0.06747754570023826, -0.1327469461055048)","(0.13232672507381088, -0.21421007944197273)","(0.8289436141123668, -0.9291459434496174)",0.017262799985473976
34.56000125,"(0.0, 0.0)","(5.834315662930391e-05, -0.001106004009338733)","(0.0004996260100651496, -0.004683817023380044)","(0.0018197798155423425, -0.011210052763717147)","(0.004704661304937532, -0.021338504312301117)","(0.01016561939233758, -0.036035908475465644)","(0.019828639349549454, -0.05687136517929709)","(0.03664763246960677, -0.08672997887424942)","(0.06710977148152128, -0.1320186233548662)","(0.13161174902830822, -0.2130427347418387)","(0.8298965773356708, -0.9295406890435812)",0.018185799999628216
34.94400112499999,"(0.0, 0.0)","(5.8025844440862465e-05, -0.0010999629043543196)","(0.0004969095961933415, -0.004658240382387763)","(0.0018098900491298683, -0.011148858320687604)","(0.004679107472708992, -0.021222067004481034)","(0.010110445319305411, -0.0358393794062792)","(0.019721136163183633, -0.05656145082695845)","(0.036449285790069286, -0.08625795271660483)","(0.06674771397390522, -0.131301840059977)","(0.13090760638871576, -0.21189353144509573)","(0.8308337902333982, -0.929928909781683)",0.018838100018911064
35.32800099999999,"(0.0, 0.0)","(5.77135363646359e-05, -0.0010940182303433427)","(0.0004942359801314022, -0.004633071702635112)","(0.0018001559111803164, -0.011088639086281117)","(0.004653955132293587, -0.02110748316055175)","(0.010056136261660492, -0.03564597392899614)","(0.019615313161381556, -0.05625645125884002)","(0.036254023766762525, -0.08579338547282825)","(0.06639123530306856, -0.13059630646375517)","(0.13021405028403177, -0.21076203190192438)","(0.83175567287572, -0.9303107776070045)",0.019021799991605803
35.712000874999994,"(0.0, 0.0)","(5.7406106562298345e-05, -0.0010881675031470639)","(0.0004916040877199768, -0.0046083004899678945)","(0.001790573505179173, -0.011029370018821604)","(0.004629194263516254, -0.02099470529268836)","(0.010002670725408683, -0.03545561225410244)","(0.01951112886161245, -0.05595624148040477)","(0.03606177102309699, -0.0853360887888635)","(0.06604020178766257, -0.12990174234946486)","(0.1295308404598593, -0.20964781180790343)","(0.832662662275639, -0.9306864794484689)",0.02038840000750497
36.096000749999995,"(0.0, 0.0)","(5.71034334270297e-05, -0.0010824083254070015)","(0.0004890128808065358, -0.0045839166160917206)","(0.0017811390647051797, -0.010971026947306957)","(0.004604815178985297, -0.020883687558490925)","(0.00995002792520698, -0.035268217343849294)","(0.01940854313432047, -0.055660700778417685)","(0.03587245459780097, -0.08488588068998916)","(0.06569448388352361, -0.12921787678346255)","(0.12885774335174277, -0.20855046002220423)","(0.8335551312231091, -0.9310561614178985)",0.019130899978335947
36.480000624999995,"(0.0, 0.0)","(5.680539936114663e-05, -0.0010767383821708911)","(0.0004864613553464646, -0.004559910300009193)","(0.0017718489465406023, -0.010913586527111304)","(0.004580808506372026, -0.020774385676972502)","(0.009898187746339174, -0.035083714771070834)","(0.01930751712949201, -0.05536971249969823)","(0.03568600381130145, -0.08444258524715144)","(0.06535395594576981, -0.1285444476176138)","(0.12819453164908748, -0.20746957780453487)","(0.8344334727351653, -0.9314199925216846)",0.02130390002275817
36.864000499999996,"(0.0, 0.0)","(5.6511890639803636e-05, -0.0010711554376851367)","(0.00048394854025863784, -0.004536272094600713)","(0.0017626996266036782, -0.010857026208339234)","(0.004557165178231126, -0.020666756869452636)","(0.009847130723708755, -0.03490203262192855)","(0.01920801323845829, -0.05508316390346932)","(0.035502350203210103, -0.08400603236599447)","(0.06501849614138056, -0.12788120120864532)","(0.12754098425806265, -0.2064047785338333)","(0.8352980540167996, -0.9317781236222548)",0.026296300027752295
37.248000375,"(0.0, 0.0)","(5.6222797269921826e-05, -0.0010656573322064909)","(0.0004814734962337759, -0.004512992873256306)","(0.0017536876956893571, -0.010801324204214997)","(0.004533876421263502, -0.020560759800308165)","(0.009796838019442686, -0.03472310139794055)","(0.019109995052473683, -0.0548009460114952)","(0.035321427462348745, -0.08357605756988243)","(0.06468798634306946, -0.12722789212081498)","(0.12689688620257808, -0.20535568736786478)","(0.8361492312747185, -0.9321307014298289)",0.019193899992387742
37.63200025,"(0.0, 0.0)","(5.593801280812799e-05, -0.0010602419783753048)","(0.00047903531418277967, -0.004490063814563005)","(0.0017448098538456122, -0.010746459454566135)","(0.004510933741871052, -0.020456354507780126)","(0.009747291391952795, -0.03454685389984312)","(0.019013427303130742, -0.054522953426407575)","(0.03514317131881976, -0.08315250172673165)","(0.06436231193885372, -0.12658428272098934)","(0.12626202828478317, -0.2043219406337229)","(0.8369873503787718, -0.9324778704808301)",0.02715169999282807
38.016000125,"(0.0, 0.0)","(5.565743424531221e-05, -0.0010549073585060331)","(0.0004766331142658231, -0.004467476390967206)","(0.001736062906920896, -0.010692411599080659)","(0.004488328917511157, -0.020353502354010677)","(0.009698473178078343, -0.03437322514534879)","(0.018918275829847328, -0.054249084206777695)","(0.03496751949066719, -0.0827352108703449)","(0.06404136175702602, -0.12595014294053766)","(0.12563620705099082, -0.2033031855878058)","(0.8378127309062, -0.9328197588223747)",0.029468099994119257
