F,E,base,height,length,coord0,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,time
10.0,100000000000.0,0.005,0.011,0.1,"(0.0, 0.0)","(7.04408406604351e-12, -2.3336051633361633e-07)","(5.882118403466308e-11, -9.695016622932783e-07)","(2.0816758386499323e-10, -2.2744375978362385e-06)","(5.203965036670866e-10, -4.236452055853284e-06)","(1.0800016783663047e-09, -6.979202472698111e-06)","(2.0034128522805617e-09, -1.0687167158982338e-05)","(3.4666197412658306e-09, -1.5661875431430118e-05)","(5.7781076243101914e-09, -2.2473378203275758e-05)","(9.654731958352869e-09, -3.254512641193929e-05)","(2.2772398217130174e-08, -6.010516173798279e-05)",0.004520599992247298
10.0,100000000000.0,0.005,0.011,0.48,"(0.0, 0.0)","(1.7942207591187254e-08, -2.580267844076636e-05)","(1.498257612281284e-07, -0.00010719802574899277)","(5.302333241086199e-07, -0.0002514854824083306)","(1.3255297111602893e-06, -0.00046842676223995353)","(2.7509376017698095e-06, -0.0007716947614915738)","(5.103028587583047e-06, -0.0011816872293037755)","(8.830087712047296e-06, -0.0017317440920735841)","(1.4717896935079189e-05, -0.0024848954686238255)","(2.4592448836902037e-05, -0.003598531417425097)","(5.5212646154156886e-05, -0.006645841830430752)",0.0045590999943669885
10.0,100000000000.0,0.005,0.011,0.86,"(0.0, 0.0)","(3.301596242510918e-07, -0.00014812692236771215)","(2.7570557106643134e-06, -0.0006154086345623451)","(9.757467557464095e-06, -0.0014437629784365743)","(2.43933091914339e-05, -0.0026892391809128567)","(5.062596250887674e-05, -0.004430334897962515)","(9.391437058020591e-05, -0.006784147553025583)","(0.00016251028751518293, -0.009942064231403088)","(0.00027087808722864315, -0.014265903132409809)","(0.00045262983042060334, -0.020659152429409095)","(0.0010162489255253204, -0.038152849978640574)",0.0044778999872505665
10.0,100000000000.0,0.005,0.011,1.2400000000000002,"(0.0, 0.0)","(2.0328566213423382e-06, -0.0004410449908258143)","(1.6977285248326313e-05, -0.001832483753388439)","(6.008970582754847e-05, -0.004299273049558405)","(0.00015023612451769974, -0.008008403744726656)","(0.000311830217154363, -0.01319365638468444)","(0.0005785207999162156, -0.020203678401905886)","(0.0010011771557769666, -0.029608226821173204)","(0.0016689715532187677, -0.04248437812799118)","(0.0027891185670558816, -0.061521738896280286)","(0.006263224587957694, -0.11360744318424726)",0.004789300000993535
10.0,100000000000.0,0.005,0.011,1.62,"(0.0, 0.0)","(7.5148217472398304e-06, -0.0009676031326326586)","(6.277356687300895e-05, -0.0040208844338141285)","(0.0002222318475220142, -0.009434775422404338)","(0.0005557500766758539, -0.017576214693390563)","(0.001153782469537512, -0.02895841968569349)","(0.0021410533130009624, -0.044346301627928096)","(0.0037061697520218706, -0.06498944406779303)","(0.006179795637093255, -0.09324979685542246)","(0.010330294862119338, -0.13502577013306957)","(0.023207476386522652, -0.24929457062574853)",0.005030600004829466
10.0,100000000000.0,0.005,0.014000000000000002,0.1,"(0.0, 0.0)","(1.6573444006073856e-12, -1.1319348992078996e-07)","(1.3839551032956976e-11, -4.702649705507698e-07)","(4.8978026495616334e-11, -1.103235166274527e-06)","(1.2243976665882172e-10, -2.0549268464339657e-06)","(2.5410462275998746e-10, -3.3853210946425936e-06)","(4.713663417921232e-10, -5.1839006741134755e-06)","(8.156321243402154e-10, -7.596924928429312e-06)","(1.3594828734975195e-09, -1.090090187165004e-05)","(2.271581547863555e-09, -1.5786288412569324e-05)","(5.099909536343539e-09, -2.9154516401522332e-05)",0.007085399993229657
10.0,100000000000.0,0.005,0.014000000000000002,0.48,"(0.0, 0.0)","(4.222622487781713e-09, -1.2517709071487555e-05)","(3.52607845352515e-08, -5.200513469950446e-05)","(1.2478764452317215e-07, -0.00012200337613422032)","(3.119558369957254e-07, -0.0002272480880775945)","(6.474160454406075e-07, -0.00037437239863867826)","(1.2009634046128426e-06, -0.000573271920231603)","(2.078097022129022e-06, -0.0008401209894626277)","(3.4637421137961866e-06, -0.0012054977020534551)","(5.787626242592658e-06, -0.0017457573893805514)","(1.2993782827874778e-05, -0.0032241069351356295)",0.004470699990633875
10.0,100000000000.0,0.005,0.014000000000000002,0.86,"(0.0, 0.0)","(7.789852923822949e-08, -7.196267392210155e-05)","(6.504913963589765e-07, -0.0002989719560641825)","(2.3020978386079083e-06, -0.0007013867110680231)","(5.755034557602956e-06, -0.0013064326950622909)","(1.1943756508869807e-05, -0.0021522434477495777)","(2.215592901483321e-05, -0.0032957074159393283)","(3.8337941300981004e-05, -0.004829807661371888)","(6.390155235203032e-05, -0.006930331063594026)","(0.00010677497085431753, -0.010036228654716369)","(0.00023972279416040188, -0.01853504630695211)",0.004946200002450496
10.0,100000000000.0,0.005,0.014000000000000002,1.2400000000000002,"(0.0, 0.0)","(4.840621981583304e-07, -0.00021536873696064414)","(4.0422479903323705e-06, -0.0008947720069571184)","(1.4305885158327758e-05, -0.0020991565100749003)","(3.576420268841529e-05, -0.00391001512909777)","(7.422519227634483e-05, -0.006441479451712195)","(0.00013769250634604324, -0.009863802931248025)","(0.00023826449580854892, -0.014455252051169962)","(0.00039714818054226164, -0.02074189079879726)","(0.0006636240616955114, -0.030037342011645672)","(0.0014899765317621938, -0.05547225165414627)",0.005002799996873364
10.0,100000000000.0,0.005,0.014000000000000002,1.62,"(0.0, 0.0)","(1.829331410477253e-06, -0.00047835057922782233)","(1.527698424355628e-05, -0.0019874319896324866)","(5.4069587977101374e-05, -0.004662705247782869)","(0.00013517947916236173, -0.008685239221452278)","(0.00028056776400148253, -0.014308563726139562)","(0.0005205008059222527, -0.02191081897848676)","(0.0009007323167662395, -0.03210999481207071)","(0.0015014655397855847, -0.04607437066712835)","(0.0025090740788140664, -0.06672127203071566)","(0.005633965433691213, -0.12321316566911598)",0.00483600000734441
10.0,100000000000.0,0.005,0.017,0.1,"(0.0, 0.0)","(5.170022396305818e-13, -6.322063000306012e-08)","(4.3171577424061525e-12, -2.6265156865756714e-07)","(1.52783480311669e-11, -6.161769747496494e-07)","(3.819418739614555e-11, -1.1477141463764455e-06)","(7.926607287211951e-11, -1.8907636133769494e-06)","(1.4703926964898528e-10, -2.8953031321630064e-06)","(2.544304350537985e-10, -4.243021215622796e-06)","(4.240806802946473e-10, -6.0883526364461735e-06)","(7.086031483805044e-10, -8.8169301803614e-06)","(1.5908813988385617e-09, -1.6283329496878512e-05)",0.006486800004495308
10.0,100000000000.0,0.005,0.017,0.48,"(0.0, 0.0)","(1.3172919283155338e-09, -6.991593921807838e-06)","(1.0999971364333838e-08, -2.9046742561082914e-05)","(3.892879650579939e-08, -6.81432669881399e-05)","(9.731780661881295e-08, -0.00012692619401179317)","(2.0196795000315682e-07, -0.00020910036197623643)","(3.746524460113143e-07, -0.0003201928298401333)","(6.482826713505307e-07, -0.0004692375582877955)","(1.0805476650666002e-06, -0.0006733135400795089)","(1.8055047081300124e-06, -0.000975068035223932)","(4.053530330561106e-06, -0.0018007799548329852)",0.0058985000068787485
10.0,100000000000.0,0.005,0.017,0.86,"(0.0, 0.0)","(2.4314328515850914e-08, -4.020580762099611e-05)","(2.0303579545410955e-07, -0.00016703619485592224)","(7.185431397382924e-07, -0.00039186507454693365)","(1.7962840038743266e-06, -0.0007299031090320143)","(3.7279148065172407e-06, -0.001202455410137277)","(6.915330470314007e-06, -0.001841305817651624)","(1.1966017844866617e-05, -0.002698404768264376)","(1.994481738021303e-05, -0.003871966135843637)","(3.33261953204822e-05, -0.005607235922046776)","(7.48207390771638e-05, -0.010355565051444865)",0.0049236000049859285
10.0,100000000000.0,0.005,0.017,1.2400000000000002,"(0.0, 0.0)","(1.51387300945105e-07, -0.00012045960149468919)","(1.2641620261155673e-06, -0.0005004552762949911)","(4.473896827006385e-06, -0.0011740670892386724)","(1.1184359978266833e-05, -0.002186869426083052)","(2.3211604838146993e-05, -0.003602695055932224)","(4.3058137128182405e-05, -0.005516770477318685)","(7.450666600228306e-05, -0.00808474099603178)","(0.00012418778041212164, -0.011600857731063023)","(0.00020750956663817544, -0.01679988491096355)","(0.0004658861719353258, -0.03102619397661323)",0.0049934000126086175
10.0,100000000000.0,0.005,0.017,1.62,"(0.0, 0.0)","(5.748968663482623e-07, -0.00026827627651937133)","(4.8007667106664265e-06, -0.0011145799318985463)","(1.699030792079448e-05, -0.0026148273346998574)","(4.2475051930446206e-05, -0.004870529143769522)","(8.815268462813997e-05, -0.008023853628507539)","(0.0001635284563061834, -0.012286878941214633)","(0.00028297049454439893, -0.018006232293523976)","(0.00047166444383439643, -0.025837214808826184)","(0.0007881362833732641, -0.03741616343124407)","(0.0017695244011866063, -0.06909945013617316)",0.0045144000032451
10.0,100000000000.0,0.008,0.005,0.1,"(0.0, 0.0)","(3.11966403231112e-10, -1.5529890173988912e-06)","(2.6050577823372167e-09, -6.451929781033736e-06)","(9.219275561717089e-09, -1.5136140636051504e-05)","(2.304719849341441e-08, -2.8193141165085303e-05)","(4.783087216575499e-08, -4.644585868710663e-05)","(8.872672006832172e-08, -7.112197631148539e-05)","(1.5352895035153358e-07, -0.00010422813817808522)","(2.558997197130153e-07, -0.0001495579694141642)","(4.2758702729905895e-07, -0.00021658437750468045)","(9.599735975168722e-07, -0.0003999934173443264)",0.004580800014082342
10.0,100000000000.0,0.008,0.005,0.48,"(0.0, 0.0)","(7.825971000754994e-07, -0.0001702592047695784)","(6.5358103888274455e-06, -0.0007074042109259873)","(2.3132948290816024e-05, -0.0016596724060546906)","(5.783689749275234e-05, -0.003091527965532283)","(0.00012004622738334692, -0.005093218416402366)","(0.00022271475702695387, -0.007799334200523715)","(0.00038542567036234376, -0.01142982223608146)","(0.0006425076667148644, -0.01640047333525554)","(0.001073732266086369, -0.023749573575739244)","(0.002411162472377326, -0.04385652890887702)",0.0051654999842867255
10.0,100000000000.0,0.008,0.005,0.86,"(0.0, 0.0)","(1.2671921989983181e-05, -0.000909986404786111)","(0.00010593507070691399, -0.003783522111835397)","(0.00037533086456345566, -0.008881865206856292)","(0.0009393764698204243, -0.016552220210335228)","(0.0019518438818607597, -0.02727869832019108)","(0.003625107674449124, -0.041781343383443664)","(0.006280674311829326, -0.0612350721995989)","(0.010482511679158424, -0.08785973700585532)","(0.017541071648165207, -0.12719953613002938)","(0.03947054991617349, -0.23472505473877053)",0.006090300012147054
10.0,100000000000.0,0.008,0.005,1.2400000000000002,"(0.0, 0.0)","(5.56366201596159e-05, -0.002240729821352432)","(0.00046636559322307813, -0.009334356268428769)","(0.001656972078628055, -0.021949481059835792)","(0.004159198694152655, -0.040964607266385664)","(0.008668638508654847, -0.06759444568119645)","(0.016152708044912145, -0.10363552799996566)","(0.028083803709504918, -0.15200952612570012)","(0.04705307867572439, -0.2182281160771212)","(0.07908535301180508, -0.31605350910101093)","(0.17923867373301472, -0.5832705199425298)",0.007184700021753088
10.0,100000000000.0,0.008,0.005,1.62,"(0.0, 0.0)","(0.0001260884995409467, -0.003725163535001794)","(0.0010610559743022552, -0.015562817276809996)","(0.0037857697251623135, -0.03669517698006559)","(0.009546308725931874, -0.06866299838840921)","(0.01999682933829644, -0.11358519033633172)","(0.03747045462734766, -0.17458564184022707)","(0.06556256659721682, -0.2567362891387997)","(0.1106594953079747, -0.36959559465436154)","(0.18767237023394867, -0.5369990829169333)","(0.43209051525524944, -0.9967607151564513)",0.007761699991533533
10.0,100000000000.0,0.008,0.008,0.1,"(0.0, 0.0)","(1.8595174011704074e-11, -3.791536330229237e-07)","(1.5527786695335166e-10, -1.5752025466580723e-06)","(5.495268060040637e-10, -3.6954035796297052e-06)","(1.3737576597117052e-09, -6.8831961641494815e-06)","(2.851019510752284e-09, -1.1339493324997338e-05)","(5.288666955760579e-09, -1.736402709285423e-05)","(9.151282710784248e-09, -2.5446708682356935e-05)","(1.5253215232546857e-08, -3.651373106578854e-05)","(2.5486840249389076e-08, -5.287785302832487e-05)","(5.722014996545344e-08, -9.765615420723052e-05)",0.005614900001091883
10.0,100000000000.0,0.008,0.008,0.48,"(0.0, 0.0)","(4.733672194154326e-08, -4.190937769302947e-05)","(3.952853626504327e-07, -0.00017411434314631993)","(1.3989210626147441e-06, -0.00040847151146269976)","(3.4971771035036125e-06, -0.0007608365888542477)","(7.257898550605546e-06, -0.0012534176884331273)","(1.346356848400121e-05, -0.001919345303043596)","(2.3296961390473214e-05, -0.0028127705305143642)","(3.883132275572798e-05, -0.004036067388595741)","(6.488443767360685e-05, -0.005844870358342953)","(0.00014567360952055797, -0.01079438175323571)",0.005382100003771484
10.0,100000000000.0,0.008,0.008,0.86,"(0.0, 0.0)","(8.663747542644873e-07, -0.00023986906254755058)","(7.235143578490644e-06, -0.000996592296156091)","(2.5606998504318357e-05, -0.0023380889016376962)","(6.401952320597704e-05, -0.00435515035681752)","(0.00013287260001959567, -0.007174906345683113)","(0.0002464989020462549, -0.010986975808257773)","(0.0004265649218042067, -0.01610125490779028)","(0.0007110504163967413, -0.02310358986706416)","(0.0011882115687251726, -0.0334569014501099)","(0.0026680089134591967, -0.061784855102094804)",0.004561100009595975
10.0,100000000000.0,0.008,0.008,1.2400000000000002,"(0.0, 0.0)","(5.233657791203772e-06, -0.0007066393834747284)","(4.371695131177855e-05, -0.0029363831600636983)","(0.00015476245784237785, -0.006889931835001678)","(0.00038701242872807295, -0.012835199536286887)","(0.0008034430953541838, -0.021146952349612634)","(0.0014908849798849766, -0.03238379845995135)","(0.002580637279090414, -0.047458341876096745)","(0.00430288798641143, -0.06809560622613936)","(0.007192526727139437, -0.09860340063265378)","(0.01615735938059104, -0.18205351826713218)",0.006599300017114729
10.0,100000000000.0,0.008,0.008,1.62,"(0.0, 0.0)","(1.8533546496474207e-05, -0.001513485186597979)","(0.00015489688521266864, -0.0062915871492482634)","(0.0005486580282714204, -0.014767307663778326)","(0.0013728049608874304, -0.027516884472211848)","(0.002851625350553777, -0.04534457812553655)","(0.005294709441968748, -0.06944740774853222)","(0.0091705521414982, -0.10177932992897717)","(0.015300795840975545, -0.1460326350425561)","(0.02559463428782749, -0.21142875427639546)","(0.05756018233972493, -0.3902120782239156)",0.007457200001226738
10.0,100000000000.0,0.008,0.011,0.1,"(0.0, 0.0)","(2.7516044998066036e-12, -1.4585035604925377e-07)","(2.2977043878658066e-11, -6.059386761385942e-07)","(8.131551335055498e-11, -1.421523818027395e-06)","(2.03279969246406e-10, -2.6477831262211276e-06)","(4.2187581900110516e-10, -4.362002515521851e-06)","(7.825834563712775e-10, -6.6794809565662256e-06)","(1.354148869425753e-09, -9.78867431654699e-06)","(2.2570741664562632e-09, -1.4045864500451482e-05)","(3.771381124062501e-09, -2.034070855371898e-05)","(8.467104725684571e-09, -3.756573459241956e-05)",0.005708899989258498
10.0,100000000000.0,0.008,0.011,0.48,"(0.0, 0.0)","(7.0101985986947835e-09, -1.612863040992166e-05)","(5.8538315361733595e-08, -6.700681710031166e-05)","(2.0716673465592805e-07, -0.00015719716724909923)","(5.178950219647538e-07, -0.00029280142376780403)","(1.0748114097625106e-06, -0.0004823661490499162)","(1.9937870719966e-06, -0.0007386414914560744)","(3.4499676188903816e-06, -0.001082467500768664)","(5.750358934131228e-06, -0.0015532429426123632)","(9.608378504499804e-06, -0.0022493488990200324)","(2.1571759629468445e-05, -0.004154150259368373)",0.00472339999396354
10.0,100000000000.0,0.008,0.011,0.86,"(0.0, 0.0)","(1.2925689064219315e-07, -9.269475163612386e-05)","(1.0793639071277061e-06, -0.00038510540401367034)","(3.8199001836658475e-06, -0.0009034575633209008)","(9.549444183964972e-06, -0.001682821619102268)","(1.9818603340548968e-05, -0.0027723177109373583)","(3.676410933389773e-05, -0.004245223431412905)","(6.361578661434608e-05, -0.006221308770233218)","(0.00010603509623735574, -0.008927001473687846)","(0.0001771780726261829, -0.012927706694346525)","(0.0003977894927456038, -0.02387497105305631)",0.004442399978870526
10.0,100000000000.0,0.008,0.011,1.2400000000000002,"(0.0, 0.0)","(8.016937746019304e-07, -0.00027712423802927897)","(6.6948124585464175e-06, -0.001151356617992747)","(2.369399983687126e-05, -0.0027011386535437175)","(5.923528226425834e-05, -0.005031344111285115)","(0.00012293955116515765, -0.008288837899187298)","(0.0002280652537877681, -0.012692691142682677)","(0.00039465435588614817, -0.01860094871471407)","(0.0006578384587256902, -0.026690489384918158)","(0.0010992555631684775, -0.03865154049623759)","(0.002468146597959464, -0.07137951716584898)",0.005207599984714761
10.0,100000000000.0,0.008,0.011,1.62,"(0.0, 0.0)","(3.0158054381695942e-06, -0.0006139368785692304)","(2.5186737386495572e-05, -0.002550855638394918)","(8.914785728053598e-05, -0.0059847333029908745)","(0.00022289095698885264, -0.011148048411204363)","(0.00046264047663824304, -0.018366238937762687)","(0.0008583252828060495, -0.0281246229068309)","(0.001485427864042821, -0.04121628330606839)","(0.0024762678304536268, -0.059140462163617985)","(0.00413832304369377, -0.08564098588066921)","(0.009293272921753415, -0.15814429717724146)",0.0054404000111389905
10.0,100000000000.0,0.008,0.014000000000000002,0.1,"(0.0, 0.0)","(6.474178831927802e-13, -7.074593500548153e-08)","(5.406073158575886e-12, -2.93915622252683e-07)","(1.9132053580284136e-11, -6.895220153705517e-07)","(4.782805054781569e-11, -1.2843293465043536e-06)","(9.92596213555963e-11, -2.115825794861888e-06)","(1.8412749103191572e-10, -3.2399380904761164e-06)","(3.1860631494184943e-10, -4.7480783281351e-06)","(5.310480319375976e-10, -6.8130640262373825e-06)","(8.873366347250666e-10, -9.866430776693959e-06)","(1.9921474747608414e-09, -1.8221573721751067e-05)",0.005202300002565607
10.0,100000000000.0,0.008,0.014000000000000002,0.48,"(0.0, 0.0)","(1.6495462877574862e-09, -7.823791525385252e-06)","(1.3774443252678736e-08, -3.2504128350634414e-05)","(4.87476293914435e-08, -7.625424966754324e-05)","(1.2186383968604275e-07, -0.00014203401636139393)","(2.5290943175826364e-07, -0.00023398924792778265)","(4.691493984132489e-07, -0.00035830487968092954)","(8.117962258524791e-07, -0.0005250901683682026)","(1.3530896390556713e-06, -0.0007534569879851631)","(2.260899672867911e-06, -0.0010911288244490902)","(5.0759358929397536e-06, -0.002015123818472368)",0.004495800007134676
10.0,100000000000.0,0.008,0.014000000000000002,0.86,"(0.0, 0.0)","(3.044514726435743e-08, -4.498989440827915e-05)","(2.542310743869347e-07, -0.00018691188939121286)","(8.99723564984356e-07, -0.00043849336336843325)","(2.2492176339206083e-06, -0.0008167549542372897)","(4.667912302525057e-06, -0.001345536897975829)","(8.659042762482194e-06, -0.002060404984215868)","(1.498327786314535e-05, -0.0030194911699124556)","(2.4973965269126097e-05, -0.004332695650553877)","(4.1729525552147706e-05, -0.0062744459197654765)","(9.368716931024146e-05, -0.011587777330027456)",0.004830999998375773
10.0,100000000000.0,0.008,0.014000000000000002,1.2400000000000002,"(0.0, 0.0)","(1.8951659538912757e-07, -0.0001347761114479021)","(1.5825648408684945e-06, -0.0005599347813359761)","(5.600743930272989e-06, -0.0013136075489976074)","(1.4001413396580453e-05, -0.0024467860462463933)","(2.9058079800581282e-05, -0.004030889898110673)","(5.3903628394025294e-05, -0.006172463090177471)","(9.327364282485373e-05, -0.009045648466497146)","(0.0001554689844273094, -0.012979666794439293)","(0.00025977909345620276, -0.018796604281878748)","(0.0005832405071106717, -0.03471368250545093)",0.004493000014917925
10.0,100000000000.0,0.008,0.014000000000000002,1.62,"(0.0, 0.0)","(7.192916624543244e-07, -0.00030006705794923937)","(6.0065972153078295e-06, -0.0012466634418651307)","(2.125798046170857e-05, -0.002924708683553923)","(5.314440467302228e-05, -0.005447747491647141)","(0.00011029658919481378, -0.008974797668320232)","(0.00020460810826017362, -0.013743068129083463)","(0.00035405741692939863, -0.020140256667981943)","(0.0005901587454105739, -0.028899306141188356)","(0.0009861442720702218, -0.04185043394117134)","(0.0022141186500890253, -0.07728810994248955)",0.007650699990335852
10.0,100000000000.0,0.008,0.017,0.1,"(0.0, 0.0)","(2.0195043554105396e-13, -3.951289441486434e-08)","(1.6863854063187134e-12, -1.641572331391885e-07)","(5.968090605046328e-12, -3.8511061556912307e-07)","(1.4919603746887944e-11, -7.173213532430291e-07)","(3.0963301367314955e-11, -1.1817272776499176e-06)","(5.7437214706634876e-11, -1.8095644870742107e-06)","(9.938688066979395e-11, -2.6518883029506934e-06)","(1.6565650934330378e-10, -3.8052204598850908e-06)","(2.767981260864971e-10, -5.510581453124313e-06)","(6.214383452274319e-10, -1.0177081104684188e-05)",0.005233099975157529
10.0,100000000000.0,0.008,0.017,0.48,"(0.0, 0.0)","(5.145753614876902e-10, -4.369785118474057e-06)","(4.296931893632561e-09, -1.8154374255056717e-05)","(1.520680016631193e-08, -4.258991466709552e-05)","(3.801536092862268e-08, -7.932956147372191e-05)","(7.889495076685016e-08, -0.00013068885857797234)","(1.4635085673897485e-07, -0.00020012224876643175)","(2.532392699705621e-07, -0.0002932760091063474)","(4.2209529393932854e-07, -0.00042082460837437104)","(7.052858035927478e-07, -0.0006094228286765123)","(1.5834338032982842e-06, -0.0011254974006702258)",0.004954400006681681
10.0,100000000000.0,0.008,0.017,0.86,"(0.0, 0.0)","(9.49934645527728e-09, -2.513093544763098e-05)","(7.932380012565243e-08, -0.00010440711024631077)","(2.8072636271136986e-07, -0.0002449377583704431)","(7.017861615998822e-07, -0.0004562303355014041)","(1.4564487794133107e-06, -0.0007516017177265744)","(2.7017278875773876e-06, -0.0011509186377495987)","(4.674958156480891e-06, -0.0016866531777924947)","(7.792154185282119e-06, -0.0024201948327182755)","(1.3020046957024078e-05, -0.00350483684453264)","(2.9231277846597514e-05, -0.006472816390366986)",0.004631299991160631
10.0,100000000000.0,0.008,0.017,1.2400000000000002,"(0.0, 0.0)","(5.917766787710832e-08, -7.531708647360266e-05)","(4.941613680475854e-07, -0.00031290732859785104)","(1.7488382593744412e-06, -0.00073407773438997)","(4.371922213974866e-06, -0.0013673225390038305)","(9.073274205240178e-06, -0.002252552505928914)","(1.683106666833245e-05, -0.0034493079101585145)","(2.9123864899061047e-05, -0.005054906648869966)","(4.854339126858509e-05, -0.007253331018487698)","(8.111226475437938e-05, -0.010503996148310225)","(0.00018210585609246266, -0.01939898243710141)",0.004475299996556714
