F,E,base,height,length,coord0,phi0,k0,coord1,phi1,k1,coord2,phi2,k2,coord3,phi3,k3,coord4,phi4,k4,coord5,phi5,k5,coord6,phi6,k6,coord7,phi7,k7,coord8,phi8,k8,coord9,phi9,k9,time
1000.0,100000000000.0,0.02,0.01,0.6000000000000001,"(0.0, -0.0)",0.0,2.963146153153515,"(0.06627637592081301, -0.006270890562753574)",0.18424962848121124,2.565487897628637,"(0.13054125269650613, -0.023741426765844082)",0.3423373799230977,2.1798986369744773,"(0.19161442737814352, -0.05034900802178892)",0.4753315725269839,1.8134595888846534,"(0.24904248224984402, -0.0841430866611814)",0.5846203207806046,1.4688912596544503,"(0.30289647616951, -0.12340356387543122)",0.6716618237429359,1.145767296136455,"(0.35359966898953243, -0.16667028007792029)",0.7378103667969672,0.8415481392163202,"(0.40179757029764085, -0.21272033826880993)",0.7842028503805073,0.55236073136767,"(0.44826737745997114, -0.26051908003244606)",0.8116891836979134,0.27354188839368865,"(0.4938576921922525, -0.3091599571152526)",0.8207925000312727,3.0531133177191805e-16,0.028679000010015443
1000.0,100000000000.0,0.02,0.01,1.0,"(0.0, -0.0)",0.0,3.3924670278344644,"(0.10886325435210817, -0.0193844593952094)",0.34029095449872476,2.7392875017218152,"(0.20705639314567215, -0.07065337583068268)",0.6111564231514285,2.1501286689604315,"(0.2903687549421279, -0.14386079628265358)",0.8214354720883152,1.6502544981816971,"(0.35891775394203224, -0.23115626976278525)",0.9811740742517816,1.2389605041822707,"(0.4147980726830922, -0.3271180279352629)",1.0995793181195217,0.9036785917359106,"(0.46073504448737035, -0.4282521408085963)",1.1842009718067166,0.628056760910242,"(0.49947322187453513, -0.5323758161276066)",1.2407457041509256,0.395627696587253,"(0.5335741928727485, -0.638119451494264)",1.273147265462315,0.19102187059797218,"(0.5654111713057468, -0.7445711488991487)",1.2836972856838818,-1.7388868123191514e-14,0.03969959999085404
1000.0,100000000000.0,0.02,0.02,0.2,"(0.0, -0.0)",0.0,0.14999100154250494,"(0.022222184429718485, -3.5663043776672256e-05)",0.003147948343097609,0.1333243632202161,"(0.04444416760475238, -0.00013716493242901695)",0.0059255283793467305,0.11665787583894066,"(0.06666581496908232, -0.00029627464136129623)",0.008332744710679636,0.0999916403156932,"(0.08888705529251834, -0.0005047612579872336)",0.010369603560814915,0.08332571007311618,"(0.11110787258438914, -0.0007543941986599796)",0.012036111946383215,0.06666009710421308,"(0.13332829720529704, -0.0010369433680309532)",0.013332276741809075,0.04999477863853215,"(0.15554839456304886, -0.0013441791594558895)",0.014258103937794985,0.03332970562021827,"(0.17776825887369, -0.00166787241889887)",0.014813598277386007,0.016664807387237444,"(0.19998800205667858, -0.001999794325686807)",0.014998762718281228,-4.0245584642661925e-15,0.005569000000832602
1000.0,100000000000.0,0.02,0.02,0.6000000000000001,"(0.0, -0.0)",0.0,0.4478428305170906,"(0.06665757349551707, -0.0009581063202919541)",0.02818963772091515,0.39784965039545284,"(0.13326678282845408, -0.003683681559941371)",0.053047435982071914,0.34789274339575005,"(0.1997952964760045, -0.007953292670280464)",0.07457669034416418,0.2979963581600873,"(0.26622622896448983, -0.013543715882282648)",0.0927819173943216,0.24817315879372326,"(0.3325558815587827, -0.020232474160947898)",0.10766813890763936,0.19842591934800363,"(0.39879149074765113, -0.027798110123901723)",0.11924027885464678,0.14874921245635234,"(0.4649489972063977, -0.03602024039064729)",0.12750267254557868,0.0991310826122924,"(0.5310508398017786, -0.044679436753454795)",0.1324586866580074,0.04955470066575673,"(0.5971237740224056, -0.053556978709723084)",0.1341104489649527,2.8656764461398865e-13,0.011200600012671202
1000.0,100000000000.0,0.02,0.02,1.0,"(0.0, -0.0)",0.0,0.724525263721367,"(0.11100124132585434, -0.004298865403465493)",0.07587550810688612,0.6412743327269763,"(0.22142078386730046, -0.016490391711817952)",0.14252177026318205,0.5584596758208917,"(0.33087686642377534, -0.03550734926484452)",0.20000459699391462,0.47636761390353566,"(0.4391777047631285, -0.06029031683502064)",0.24841347652512463,0.3951419851490207,"(0.5462897141792992, -0.08980464421455822)",0.2878470677278314,0.3148079780868928,"(0.6523065339618036, -0.12304845880004388)",0.318401317506045,0.23529536325001452,"(0.7574198882182759, -0.15905364523146973)",0.3401600880410024,0.15646034755766028,"(0.86189261250649, -0.19688158501485825)",0.35318812148276896,0.07810580434149969,"(0.9660336849618218, -0.2356152313856723)",0.3575261669210388,8.066464163292153e-16,0.017301300016697496
1000.0,300000000000.0,0.01,0.01,0.2,"(0.0, -0.0)",0.0,0.798641282362025,"(0.022221150868273448, -0.00018987501310475005)",0.016759953956453313,0.7097566788889312,"(0.04443660084272322, -0.0007301944576116154)",0.03154491226056757,0.6208948789911322,"(0.066642531678011, -0.0015769775564744638)",0.04435556579727447,0.532071155649981,"(0.08883694130516184, -0.002686257978143489)",0.05519286209783693,0.44329351714137766,"(0.11101938253143033, -0.004014121558388591)",0.0640578557282357,0.3545637522363037,"(0.13319070155370824, -0.005516725667506649)",0.07095158162554031,0.2658784761471921,"(0.15535277699932643, -0.007150303145697766)",0.0758749515795396,0.17723017436471938,"(0.17750826089669264, -0.008871154102123842)",0.07882867409328574,0.08860823877525455,"(0.1996603205905063, -0.010635628591194919)",0.07981319721535766,-1.6653345369377348e-16,0.008450599998468533
1000.0,300000000000.0,0.01,0.01,0.6000000000000001,"(0.0, -0.0)",0.0,2.156257017391099,"(0.06645800444224557, -0.004587257282518018)",0.13487576539409446,1.8904249996221167,"(0.13182410219885815, -0.01749556881459791)",0.25215507049960034,1.6289606085956663,"(0.1954151988017256, -0.037418113900718156)",0.3522294029839126,1.3745962221841965,"(0.2569229760542232, -0.06308251944076149)",0.4356206166290784,1.128565113174206,"(0.3163322350583001, -0.09330349643089286)",0.5028919279468251,0.8909280771578988,"(0.3738458256285811, -0.12700276597765148)",0.5545799844082904,0.6608737148767749,"(0.42982122609168255, -0.16320639285589186)",0.591145454214236,0.43697211302436945,"(0.48471942525498923, -0.20102774944867272)",0.6129388676224985,0.21737931637114255,"(0.5390642543477752, -0.23964203817795926)",0.6201786376778483,-1.1657341758564144e-15,0.022903200006112456
1000.0,300000000000.0,0.01,0.01,1.0,"(0.0, -0.0)",0.0,2.6842350309468173,"(0.10966628437580667, -0.0155586773133559)",0.27372195671212646,2.2455698934435904,"(0.21218467218885906, -0.0577845650059386)",0.5000949469439049,1.835496342191381,"(0.3040694331858391, -0.11998117672779648)",0.6831991630663916,1.4679572982034612,"(0.384644983488865, -0.1963468010011268)",0.827990933783185,1.1456550969913577,"(0.45486587012913965, -0.28238143449915803)",0.9393269884517975,0.8647715504302592,"(0.5164939484569363, -0.37479745540980863)",1.0214368723974647,0.6182592371190728,"(0.5716180866442178, -0.47125339610912187)",1.0776818294462487,0.39776268436994683,"(0.6224154262294245, -0.5700673436732263)",1.1104695219144785,0.19457332602912003,"(0.6710587577367043, -0.6699641812816572)",1.1212393473717641,0.0,0.03938130001188256
1000.0,300000000000.0,0.01,0.02,0.2,"(0.0, -0.0)",0.0,0.09999733353648685,"(0.022222205424383357, -2.3776196212590643e-05)",0.002098706224964378,0.08888623082429517,"(0.04444432133980728, -9.14467253497969e-05)",0.003950499478622387,0.07777517286658321,"(0.06666628804695876, -0.00019752444815173006)",0.005555381132744447,0.06666418951300747,"(0.08888807398074969, -0.00033652225855076556)",0.006913353031126451,0.055553296546112005,"(0.11110967166542708, -0.0005029531540977907)",0.008024417231024436,0.04444249770377332,"(0.13333109457139045, -0.0006913302650440122)",0.008888575790120444,0.03333178625079164,"(0.15555237271348393, -0.0008961668839326891)",0.009505830498774197,0.02222114717974489,"(0.17777354685351418, -0.0011119764195192169)",0.00987618272358872,0.011110560109729758,"(0.1999946670729742, -0.0013332723866252842)",0.009999633363291089,-2.445960101127298e-16,0.005523300002096221
1000.0,300000000000.0,0.01,0.02,0.6000000000000001,"(0.0, -0.0)",0.0,0.2993559672698373,"(0.06666260270403862, -0.000640525321788855)",0.01884598784574462,0.26602466591781804,"(0.13330358159652153, -0.0024631577621522026)",0.03547019866023499,0.2327041764715766,"(0.1999084576932254, -0.005319386622742203)",0.04987361505589986,0.19940173842322464,"(0.2664696440568418, -0.009060762882964432)",0.06205758470246178,0.16612114524141644,"(0.3329854503646799, -0.01353906025903599)",0.07202360710994465,0.13286324208749736,"(0.3994590893734812, -0.018606357416603988)",0.0797731536300426,0.09962642258309673,"(0.46589768755516836, -0.024115054858209122)",0.08530752055933133,0.06640712349225313,"(0.5323113008438497, -0.029917839799930616)",0.08862771510598799,0.033200316847912525,"(0.598711934539687, -0.035867612093712656)",0.08973437405398785,-6.144390551909851e-15,0.010065500013297424
1000.0,300000000000.0,0.01,0.02,1.0,"(0.0, -0.0)",0.0,0.4920405187625719,"(0.1110603477727617, -0.0029223328022962925)",0.05158546657064429,0.436510344876191,"(0.2218511632997856, -0.011226018904722322)",0.09700735201265015,0.3811149371126791,"(0.33219350008760656, -0.024212931080314026)",0.13628603359877584,0.32594376871876857,"(0.4419952362246345, -0.04118719857400326)",0.16944935702993205,0.27104290065025466,"(0.5512376804136341, -0.061460638646081714)",0.19652818369472433,0.21642167855575478,"(0.659962340701314, -0.08435544069161438)",0.21755268114968682,0.16205934841191486,"(0.7682580697458601, -0.10920462668193927)",0.23254933696963784,0.1079114838896418,"(0.8762486872680537, -0.13535078898225977)",0.241538675273898,0.05391617512854502,"(0.9840810375251436, -0.16214357566445844)",0.24453364713598533,3.469446951953614e-17,0.017367899999953806
1000.0,300000000000.0,0.02,0.01,0.2,"(0.0, -0.0)",0.0,0.3998295410546935,"(0.022221953675284956, -9.506481031580093e-05)",0.008391276791521213,0.35538563370412357,"(0.044442478013030966, -0.0003656220875162714)",0.015794938491534113,0.3109445850286316,"(0.0666606150063151, -0.000789713270378872)",0.0222110717076131,0.26650831104206335,"(0.08887586166695487, -0.0013453816005198093)",0.027639795348093327,0.2220778177207838,"(0.11108810427967024, -0.0020106768736736645)",0.03208124160099811,0.17765333249535306,"(0.13329755493712167, -0.002763657857230035)",0.03553554049889346,0.13323443118045017,"(0.1555046837751571, -0.0035823927883859292)",0.03800280637982178,0.08882017350437929,"(0.17771015745792645, -0.004444958418806551)",0.03948312833297897,0.044409226138840616,"(0.19991477052734677, -0.0053294377065302425)",0.03997656255514461,1.0408340855860843e-17,0.009248900023521855
1000.0,300000000000.0,0.02,0.01,0.6000000000000001,"(0.0, -0.0)",0.0,1.1621634415849493,"(0.06660559126805993, -0.0024827257769548024)",0.07303519107579554,1.0289522590488296,"(0.1328876963943919, -0.009525560273228872)",0.13720819326380568,0.8963880487961656,"(0.1986336781714118, -0.020515308203748167)",0.19257758172393455,0.7648960852421257,"(0.2637363519608226, -0.03484290695135887)",0.2392230597218639,0.6346907376633042,"(0.3281765338777007, -0.05191252706797394)",0.27723256234014343,0.505810373829548,"(0.3920059953363662, -0.07114589593611216)",0.3066916671361852,0.37815145091221697,"(0.45533136142979747, -0.09198285655505792)",0.3276752189321639,0.2515007187253546,"(0.5182991295937592, -0.11387910564488449)",0.34024102775002724,0.12556518239743114,"(0.5810817207924746, -0.13630194594629408)",0.34442549216387713,1.8041124150158794e-16,0.018899999995483086
1000.0,300000000000.0,0.02,0.01,1.0,"(0.0, -0.0)",0.0,1.6787165583088035,"(0.11052988605999099, -0.009880432365096179)",0.17421136559982325,1.4576567861888214,"(0.21805369286667348, -0.03747016037829569)",0.3241497515647895,1.2426091725754569,"(0.32078103184203877, -0.07961633875937507)",0.450704686924669,1.0371544946247262,"(0.4179961288592345, -0.13331648077679661)",0.5550387802796671,0.8427243005903348,"(0.5097731793051407, -0.195890467977813)",0.6383808960565273,0.6591701996985224,"(0.5967296576384657, -0.26502872075989165)",0.7018789806846196,0.48525724303187223,"(0.679835615532726, -0.33876491048231855)",0.74650158213538,0.31904532724335183,"(0.760276534090289, -0.41540831535068506)",0.7729756415974077,0.15816349012822586,"(0.839358279154402, -0.49345748039662196)",0.7817498314874319,-1.3877787807814457e-16,0.02905730000929907
1000.0,300000000000.0,0.02,0.02,0.2,"(0.0, -0.0)",0.0,0.049999666673015634,"(0.022222218022586896, -1.1888348252936416e-05)",0.0010493753147346563,0.04444411216736891,"(0.04444441359671041, -4.5724393760263e-05)",0.0019752939140777327,0.03888856327383803,"(0.06666657181755642, -9.876463092764528e-05)",0.002777755971409843,0.03333302371862653,"(0.08888868514065512, -0.00016826555690166548)",0.003456761724307104,0.027777495387851864,"(0.11111075139926871, -0.0002514836844683252)",0.004012311418667585,0.02222197882319847,"(0.13333277368210691, -0.00034567554274097986)",0.0044444053056654585,0.01666647325248894,"(0.15555475975728827, -0.00044809767783235297)",0.00475304362383324,0.011110976733693559,"(0.17777671997343023, -0.0005560066543351897)",0.004938226541620193,0.005555486679658073,"(0.19999866669206257, -0.0006666590480165643)",0.004999954168074054,-6.938893903907228e-18,0.00585230000433512
1000.0,300000000000.0,0.02,0.02,0.6000000000000001,"(0.0, -0.0)",0.0,0.14991912472113889,"(0.06666564716636136, -0.00032080558024733186)",0.009439057078043621,0.13325271292954854,"(0.1333258688810614, -0.0012338171813575359)",0.017767058889248174,0.11658765750087353,"(0.19997702891813468, -0.002664915122271567)",0.02498412876555999,0.0999248674916052,"(0.2666172170988272, -0.004539987451449115)",0.03109043578604918,0.08326482044643209,"(0.33324600492896395, -0.006784950084877698)",0.03608616836309453,0.0666076234888979,"(0.3998641942864224, -0.00932575731375903)",0.039971511332671746,0.04995307614953329,"(0.46647357299705017, -0.012088403941627617)",0.04274662759872809,0.033300731471876364,"(0.5330766686069598, -0.014998920916624536)",0.044411643849598365,0.01664995756939896,"(0.5996764988845557, -0.017983365918157423)",0.04496664013293005,6.938893903907228e-18,0.009586599975591525
1000.0,300000000000.0,0.02,0.02,1.0,"(0.0, -0.0)",0.0,0.24897054539696797,"(0.1110980993623869, -0.001479615875128021)",0.026120276004853064,0.22119602055637125,"(0.22212698577125833, -0.005689049944341764)",0.049155319899864436,0.1934387989541534,"(0.3330403712384524, -0.012283760355710422)",0.06910775203226868,0.16571045258735487,"(0.44381406054243727, -0.020919481851374006)",0.08598116421570866,0.13801703026135864,"(0.5544427305644152, -0.03125293876567513)",0.09977955079578749,0.11035986275586418,"(0.6649367188715682, -0.04294220772145983)",0.11050682905995243,0.08273636567907591,"(0.7753188373184104, -0.05564679043042221)",0.11816644854286568,0.05514083606736539,"(0.8856212167557105, -0.06902745652629641)",0.12276108841962265,0.027565241208040363,"(0.995882181588832, -0.08274591535875861)",0.12429244211680182,-2.4002327903005494e-13,0.016320399998221546
